Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,29.945095,[10 33] ; [40 10],[23.11827957 19.88172043] ; [26.88172043 23.11827957],1
s3,1,0.0,28.705691,[10 33] ; [44 13],[23.22 19.78] ; [30.78 26.22],1
s8,1,3e-06,21.976242,[ 7 36] ; [36 21],[18.49 24.51] ; [24.51 32.49],1
s5,1,8e-06,19.876912,[ 6 37] ; [30 21],[16.46808511 26.53191489] ; [19.53191489 31.46808511],1
s6,1,0.000307,13.025596,[23 20] ; [46  7],[30.90625 12.09375] ; [38.09375 14.90625],1
d2,1,0.010824,6.493973,[15 29] ; [34 23],[21.34653465 22.65346535] ; [27.65346535 29.34653465],0
p9,1,0.0117,6.355705,[24 19] ; [43 11],[29.70103093 13.29896907] ; [37.29896907 16.70103093],0
p10,1,0.01605,5.797372,[21 23] ; [38 15],[26.7628866 17.2371134] ; [32.2371134 20.7628866],0
r4,1,0.016438,5.755416,[30 14] ; [50  7],[34.85148515  9.14851485] ; [45.14851485 11.85148515],0
u1,1,0.028069,4.823851,[ 4 40] ; [15 42],[ 8.27722772 35.72277228] ; [10.72277228 46.27722772],0
a8,1,0.041533,4.154124,[ 2 37] ; [10 40],[ 5.25842697 33.74157303] ; [ 6.74157303 43.25842697],0
r3,1,0.044084,4.05334,[34  9] ; [52  4],[37.35353535  5.64646465] ; [48.64646465  7.35353535],0
p4,1,0.066115,3.376935,[17 27] ; [32 24],[21.56 22.44] ; [27.44 28.56],0
v4,1,0.077516,3.11623,[35  8] ; [53  4],[37.84  5.16] ; [50.16  6.84],0
p6,1,0.079419,3.076744,[10 33] ; [22 33],[14.04081633 28.95918367] ; [17.95918367 37.04081633],0
a2,1,0.088005,2.910486,[ 8 36] ; [19 38],[11.76237624 32.23762376] ; [15.23762376 41.76237624],0
s4,1,0.092407,2.831929,[ 5 39] ; [14 43],[ 8.27722772 35.72277228] ; [10.72277228 46.27722772],0
a7,1,0.122431,2.385939,[34  9] ; [37 20],[30.53 12.47] ; [40.47 16.53],0
a3,1,0.125693,2.344905,[24 18] ; [41 16],[27.57575758 14.42424242] ; [37.42424242 19.57575758],0
d3,1,0.128337,2.312509,[27 17] ; [43 14],[30.4950495 13.5049505] ; [39.5049505 17.4950495],0
v2,1,0.14181,2.15821,[21 22] ; [35 20],[24.57142857 18.42857143] ; [31.42857143 23.57142857],0
d1,1,0.142382,2.152024,[19 25] ; [33 24],[22.65346535 21.34653465] ; [29.34653465 27.65346535],0
v3,1,0.170413,1.879309,[14 29] ; [25 29],[17.28865979 25.71134021] ; [21.71134021 32.28865979],0
b2,1,0.179852,1.798849,[ 8 10] ; [ 8 23],[ 5.87755102 12.12244898] ; [10.12244898 20.87755102],0
b3,1,0.179852,1.798849,[ 8 10] ; [ 8 23],[ 5.87755102 12.12244898] ; [10.12244898 20.87755102],0
