Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,3e-06,22.091741,[16 32] ; [34  7],[26.96629213 21.03370787] ; [23.03370787 17.96629213],1
n3,1,0.628745,0.233766,[6 3] ; [5 4],[5.5 3.5] ; [5.5 3.5],0
b5,1,0.652075,0.203295,[27 21] ; [25 16],[28.04494382 19.95505618] ; [23.95505618 17.04494382],0
a1,1,0.652607,0.20263,[ 2 46] ; [ 1 40],[ 1.61797753 46.38202247] ; [ 1.38202247 39.61797753],0
r3,1,0.652607,0.20263,[46  2] ; [40  1],[46.38202247  1.61797753] ; [39.61797753  1.38202247],0
v1,1,0.696114,0.152546,[24 22] ; [22 17],[24.89411765 21.10588235] ; [21.10588235 17.89411765],0
v3,1,0.697101,0.151505,[18 29] ; [13 25],[17.14117647 29.85882353] ; [13.85882353 24.14117647],0
u1,1,0.768888,0.086336,[ 6 42] ; [ 6 35],[ 6.47191011 41.52808989] ; [ 5.52808989 35.47191011],0
r4,1,0.779347,0.078495,[45  3] ; [39  2],[45.30337079  2.69662921] ; [38.69662921  2.30337079],0
b3,1,0.862902,0.029819,[13 20] ; [10 14],[13.31578947 19.68421053] ; [ 9.68421053 14.31578947],0
b2,1,0.862902,0.029819,[13 20] ; [10 14],[13.31578947 19.68421053] ; [ 9.68421053 14.31578947],0
v2,1,0.864547,0.029101,[24 22] ; [20 17],[24.38554217 21.61445783] ; [19.61445783 17.38554217],0
n2,1,0.875975,0.024359,[7 3] ; [6 3],[6.84210526 3.15789474] ; [6.15789474 2.84210526],0
a3,1,0.882713,0.021765,[30 18] ; [25 16],[29.66292135 18.33707865] ; [25.33707865 15.66292135],0
n6,1,0.897923,0.016457,[38 10] ; [32  9],[37.75280899 10.24719101] ; [32.24719101  8.75280899],0
p8,1,0.917719,0.010673,[27 20] ; [24 17],[27.23863636 19.76136364] ; [23.76136364 17.23863636],0
u3,1,0.933708,0.006919,[11  7] ; [10  6],[11.11764706  6.88235294] ; [9.88235294 6.11764706],0
a7,1,0.965143,0.00191,[35 13] ; [29 11],[34.90909091 13.09090909] ; [29.09090909 10.90909091],0
n5,1,0.991825,0.000105,[31 16] ; [27 14],[30.97727273 16.02272727] ; [27.02272727 13.97727273],0
p2,1,0.994602,4.6e-05,[41  7] ; [35  6],[40.98876404  7.01123596] ; [35.01123596  5.98876404],0
