Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.018163,[ 8 29] ; [57 19],[21.28318584 15.71681416] ; [43.71681416 32.28318584],1
s2,1,0.560297,0.33919,[10 27] ; [24 50],[11.33333333 25.66666667] ; [22.66666667 51.33333333],0
d4,1,0.562451,0.335478,[29  8] ; [63 13],[30.12389381  6.87610619] ; [61.87610619 14.12389381],0
d1,1,0.586519,0.295814,[21 16] ; [39 37],[19.6460177 17.3539823] ; [40.3539823 35.6460177],0
b5,1,0.645513,0.211604,[25 12] ; [48 28],[23.90265487 13.09734513] ; [49.09734513 26.90265487],0
s8,1,0.649371,0.206694,[ 7 30] ; [17 58],[ 7.92857143 29.07142857] ; [16.07142857 58.92857143],0
s5,1,0.65984,0.193718,[ 6 30] ; [10 64],[ 5.23636364 30.76363636] ; [10.76363636 63.23636364],0
v4,1,0.661671,0.1915,[31  6] ; [66 10],[31.76106195  5.23893805] ; [65.23893805 10.76106195],0
p7,1,0.684433,0.165179,[15 22] ; [33 41],[16. 21.] ; [32. 42.],0
d5,1,0.694175,0.154602,[28  9] ; [60 16],[28.81415929  8.18584071] ; [59.18584071 16.81415929],0
b1,1,0.699049,0.149463,[20 17] ; [44 32],[20.95575221 16.04424779] ; [43.04424779 32.95575221],0
b4,1,0.810469,0.057514,[23 14] ; [49 27],[23.57522124 13.42477876] ; [48.42477876 27.57522124],0
p6,1,0.813265,0.055798,[ 8 28] ; [15 59],[ 7.52727273 28.47272727] ; [15.47272727 58.52727273],0
p8,1,0.843687,0.03888,[13 23] ; [26 50],[12.53571429 23.46428571] ; [26.46428571 49.53571429],0
d2,1,0.892747,0.018179,[19 18] ; [38 38],[18.66371681 18.33628319] ; [38.33628319 37.66371681],0
n3,1,0.926608,0.008485,[13  7] ; [14  8],[12.85714286  7.14285714] ; [14.14285714  7.85714286],0
u2,1,0.94422,0.004895,[7 8] ; [11 12],[7.10526316 7.89473684] ; [10.89473684 12.10526316],0
s6,1,0.94848,0.004175,[18 19] ; [36 39],[17.83928571 19.16071429] ; [36.16071429 38.83928571],0
p4,1,0.951175,0.003749,[17 20] ; [34 41],[16.84821429 20.15178571] ; [34.15178571 40.84821429],0
