Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
d5,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
p3,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
p1,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
s8,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
s3,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
s1,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
b3,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
v1,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
d3,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
a4,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
b4,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
p11,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
d4,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
s2,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
a8,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
s7,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
a7,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
