Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.311147,[14 44] ; [156 108],[30.62111801 27.37888199] ; [139.37888199 124.62111801],1
p7,1,1e-06,23.201185,[19 39] ; [174  86],[35.20125786 22.79874214] ; [157.79874214 102.20125786],1
p8,1,0.000301,13.066322,[17 43] ; [142 120],[29.62732919 30.37267081] ; [129.37267081 132.62732919],1
s6,1,0.00031,13.008265,[26 34] ; [176  82],[38.11320755 21.88679245] ; [163.88679245  94.11320755],1
p11,1,0.000744,11.375549,[39 21] ; [222  42],[48.33333333 11.66666667] ; [212.66666667  51.33333333],1
p6,1,0.001579,9.98433,[ 8 52] ; [ 90 174],[18.14814815 41.85185185] ; [ 79.85185185 184.14814815],0
p9,1,0.004518,8.063045,[47 12] ; [243  21],[52.97213622  6.02786378] ; [237.02786378  26.97213622],0
s2,1,0.00488,7.923295,[19 40] ; [138 125],[28.76708075 30.23291925] ; [128.23291925 134.76708075],0
s3,1,0.01891,5.509787,[25 34] ; [155 107],[33.08411215 25.91588785] ; [146.91588785 115.08411215],0
v2,1,0.022625,5.19705,[32 23] ; [105 149],[24.38511327 30.61488673] ; [112.61488673 141.38511327],0
p12,1,0.026264,4.938562,[ 8 52] ; [ 14 249],[ 4.08668731 55.91331269] ; [ 17.91331269 245.08668731],0
v4,1,0.035614,4.415476,[53  7] ; [250  12],[56.45962733  3.54037267] ; [246.54037267  15.45962733],0
n6,1,0.037619,4.322162,[45 15] ; [226  37],[50.34055728  9.65944272] ; [220.65944272  42.34055728],0
p3,1,0.038016,4.304309,[19 41] ; [122 141],[26.19195046 33.80804954] ; [114.80804954 148.19195046],0
r4,1,0.042811,4.102836,[47 13] ; [233  31],[51.85185185  8.14814815] ; [228.14814815  35.85185185],0
d5,1,0.082711,3.010815,[42 18] ; [211  52],[46.99690402 13.00309598] ; [206.00309598  56.99690402],0
b1,1,0.087048,2.928128,[28 32] ; [ 92 172],[22.22222222 37.77777778] ; [ 97.77777778 166.22222222],0
d3,1,0.12442,2.36078,[37 23] ; [188  74],[41.92546584 18.07453416] ; [183.07453416  78.92546584],0
r3,1,0.137388,2.206977,[54  6] ; [248  13],[56.44859813  3.55140187] ; [245.55140187  15.44859813],0
r2,1,0.181901,1.782021,[51  7] ; [244  18],[53.46875  4.53125] ; [241.53125  20.46875],0
u3,1,0.185141,1.755868,[ 7 12] ; [43 37],[9.5959596 9.4040404] ; [40.4040404 39.5959596],0
