Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.985124,[ 3 21] ; [74 14],[16.5  7.5] ; [60.5 27.5],1
v4,1,1e-06,24.501903,[13 11] ; [82  5],[20.54054054  3.45945946] ; [74.45945946 12.54054054],1
p9,1,1.4e-05,18.876685,[ 5 16] ; [64 22],[13.54205607  7.45794393] ; [55.45794393 30.54205607],1
p10,1,0.000263,13.319833,[ 6 17] ; [58 27],[13.62962963  9.37037037] ; [50.37037037 34.62962963],1
p11,1,0.000357,12.746128,[ 8 16] ; [64 24],[15.42857143  8.57142857] ; [56.57142857 31.42857143],1
n3,1,0.000941,10.940171,[ 6 10] ; [21  3],[10.8  5.2] ; [16.2  7.8],1
a1,1,0.001092,10.663948,[ 4 20] ; [ 1 87],[ 1.07142857 22.92857143] ; [ 3.92857143 84.07142857],0
s6,1,0.005816,7.606402,[ 5 18] ; [47 40],[10.87272727 12.12727273] ; [41.12727273 45.87272727],0
n6,1,0.005827,7.602911,[12 12] ; [69 19],[17.35714286  6.64285714] ; [63.64285714 24.35714286],0
p8,1,0.006251,7.476475,[ 4 18] ; [44 43],[ 9.68807339 12.31192661] ; [38.31192661 48.68807339],0
a7,1,0.006587,7.382395,[ 6 18] ; [49 38],[11.89189189 12.10810811] ; [43.10810811 43.89189189],0
r2,1,0.007931,7.048951,[15  9] ; [76 12],[19.5  4.5] ; [71.5 16.5],0
r1,1,0.009251,6.773769,[ 7 17] ; [52 36],[12.64285714 11.35714286] ; [46.35714286 41.64285714],0
p2,1,0.014125,6.022426,[12 12] ; [66 21],[16.86486486  7.13513514] ; [61.13513514 25.86486486],0
u3,1,0.019565,5.450311,[ 1 12] ; [22 30],[4.6 8.4] ; [18.4 33.6],0
s3,1,0.02214,5.234753,[ 5 18] ; [42 45],[ 9.82727273 13.17272727] ; [37.17272727 49.82727273],0
n2,1,0.022542,5.203439,[ 7 10] ; [19  6],[10.52380952  6.47619048] ; [15.47619048  9.52380952],0
v2,1,0.022911,5.175246,[ 2 20] ; [28 55],[ 6.28571429 15.71428571] ; [23.71428571 59.28571429],0
d2,1,0.023275,5.147844,[10 14] ; [17 71],[ 5.78571429 18.21428571] ; [21.21428571 66.78571429],0
p3,1,0.025584,4.983949,[ 4 20] ; [36 51],[ 8.64864865 15.35135135] ; [31.35135135 55.64864865],0
d5,1,0.026341,4.933494,[ 5 19] ; [40 47],[ 9.72972973 14.27027027] ; [35.27027027 51.72972973],0
a6,1,0.028254,4.8125,[ 9 15] ; [55 33],[13.71428571 10.28571429] ; [50.28571429 37.71428571],0
p7,1,0.045338,4.006026,[ 9 15] ; [52 34],[13.30909091 10.69090909] ; [47.69090909 38.30909091],0
s2,1,0.050415,3.827586,[ 4 20] ; [33 54],[ 8. 16.] ; [29. 58.],0
n4,1,0.057082,3.620202,[19  5] ; [51 37],[15.  9.] ; [55. 33.],0
p4,1,0.057452,3.609463,[ 6 18] ; [41 47],[10.07142857 13.92857143] ; [36.92857143 51.07142857],0
b2,1,0.072622,3.222735,[ 6 10] ; [ 7 37],[ 3.46666667 12.53333333] ; [ 9.53333333 34.46666667],0
b3,1,0.072622,3.222735,[ 6 10] ; [ 7 37],[ 3.46666667 12.53333333] ; [ 9.53333333 34.46666667],0
p6,1,0.0849,2.968516,[ 3 20] ; [27 60],[ 6.27272727 16.72727273] ; [23.72727273 63.27272727],0
n5,1,0.120783,2.407132,[20  4] ; [59 29],[16.92857143  7.07142857] ; [62.07142857 25.92857143],0
s8,1,0.130847,2.282428,[ 3 20] ; [25 63],[ 5.8018018 17.1981982] ; [22.1981982 65.8018018],0
s5,1,0.139449,2.184026,[ 3 21] ; [23 62],[ 5.72477064 18.27522936] ; [20.27522936 64.72477064],0
s7,1,0.149692,2.075388,[ 4 18] ; [28 54],[ 6.76923077 15.23076923] ; [25.23076923 56.76923077],0
b5,1,0.167064,1.909091,[ 9 15] ; [47 41],[12. 12.] ; [44. 44.],0
n1,1,0.241279,1.373108,[8 9] ; [ 7 17],[ 6.2195122 10.7804878] ; [ 8.7804878 15.2195122],0
a8,1,0.250487,1.320586,[ 1 23] ; [10 71],[ 2.51428571 21.48571429] ; [ 8.48571429 72.51428571],0
b4,1,0.307734,1.040375,[10 14] ; [47 41],[12.21428571 11.78571429] ; [44.78571429 43.21428571],0
s1,1,0.313676,1.015135,[ 2 22] ; [ 3 83],[ 1.09090909 22.90909091] ; [ 3.90909091 82.09090909],0
d3,1,0.422972,0.642043,[ 4 20] ; [21 65],[ 5.45454545 18.54545455] ; [19.54545455 66.45454545],0
b1,1,0.425031,0.636364,[12 12] ; [36 52],[10.28571429 13.71428571] ; [37.71428571 50.28571429],0
p5,1,0.443176,0.588044,[ 1 22] ; [ 8 78],[ 1.89908257 21.10091743] ; [ 7.10091743 78.89908257],0
v3,1,0.513221,0.427495,[ 4 19] ; [20 64],[ 5.1588785 17.8411215] ; [18.8411215 65.1588785],0
a4,1,0.541346,0.373051,[ 6 18] ; [17 71],[ 4.92857143 19.07142857] ; [18.07142857 69.92857143],0
a3,1,0.549983,0.357347,[11 12] ; [36 52],[ 9.73873874 13.26126126] ; [37.26126126 50.73873874],0
p1,1,0.631457,0.23009,[ 3 21] ; [ 8 79],[ 2.37837838 21.62162162] ; [ 8.62162162 78.37837838],0
a2,1,0.770132,0.085382,[ 1 23] ; [ 5 83],[ 1.28571429 22.71428571] ; [ 4.71428571 83.28571429],0
a5,1,0.816458,0.053872,[10 14] ; [39 49],[10.5 13.5] ; [38.5 49.5],0
s4,1,0.888117,0.019793,[ 5 19] ; [17 70],[ 4.75675676 19.24324324] ; [17.24324324 69.75675676],0
u2,1,0.897747,0.016514,[5 8] ; [19 33],[4.8 8.2] ; [19.2 32.8],0
d1,1,0.936517,0.006344,[ 1 23] ; [ 4 84],[ 1.07142857 22.92857143] ; [ 3.92857143 84.07142857],0
p12,1,0.963582,0.002085,[ 2 22] ; [ 7 80],[ 1.94594595 22.05405405] ; [ 7.05405405 79.94594595],0
