Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,25.780724,[124  19] ; [26 24],[111.13989637  31.86010363] ; [38.86010363 11.13989637],1
a6,1,1e-06,23.181683,[108  35] ; [19 31],[94.0984456 48.9015544] ; [32.9015544 17.0984456],1
p2,1,7.2e-05,15.767619,[112  29] ; [25 25],[101.13612565  39.86387435] ; [35.86387435 14.13612565],1
a1,1,0.001207,10.479196,[  2 141] ; [ 6 44],[  5.92746114 137.07253886] ; [ 2.07253886 47.92746114],0
d1,1,0.007619,7.120801,[91 52] ; [21 29],[82.98445596 60.01554404] ; [29.01554404 20.98445596],0
p9,1,0.010469,6.553215,[110  29] ; [29 19],[103.32085561  35.67914439] ; [35.67914439 12.32085561],0
p10,1,0.010744,6.507249,[102  38] ; [26 23],[94.81481481 45.18518519] ; [33.18518519 15.81481481],0
v2,1,0.012186,6.283566,[74 59] ; [17 32],[66.5 66.5] ; [24.5 24.5],0
v4,1,0.014975,5.919456,[133   9] ; [41  9],[128.6875  13.3125] ; [45.3125  4.6875],0
a2,1,0.024375,5.067725,[ 28 115] ; [ 3 47],[ 22.96891192 120.03108808] ; [ 8.03108808 41.96891192],0
r3,1,0.025647,4.979691,[132  10] ; [41  9],[127.94791667  14.05208333] ; [45.05208333  4.94791667],0
p1,1,0.02748,4.860395,[  5 136] ; [ 6 44],[  8.12041885 132.87958115] ; [ 2.87958115 47.12041885],0
d5,1,0.030751,4.666793,[118  25] ; [34 16],[112.62176166  30.37823834] ; [39.37823834 10.62176166],0
b1,1,0.0515,3.791942,[44 99] ; [23 27],[49.64248705 93.35751295] ; [17.35751295 32.64248705],0
n2,1,0.054644,3.692907,[28 20] ; [18  4],[31.54285714 16.45714286] ; [14.45714286  7.54285714],0
r1,1,0.055866,3.65606,[108  34] ; [31 19],[102.80208333  39.19791667] ; [36.19791667 13.80208333],0
s5,1,0.092493,2.830435,[42 98] ; [20 26],[46.66666667 93.33333333] ; [15.33333333 30.66666667],0
s6,1,0.121991,2.391566,[89 53] ; [24 24],[84.45263158 57.54736842] ; [28.54736842 19.45263158],0
a4,1,0.157406,1.998972,[47 96] ; [22 28],[51.12435233 91.87564767] ; [17.87564767 32.12435233],0
s1,1,0.174267,1.845852,[  3 139] ; [ 3 47],[  4.4375 137.5625] ; [ 1.5625 48.4375],0
r4,1,0.174801,1.841277,[116  27] ; [36 14],[112.62176166  30.37823834] ; [39.37823834 10.62176166],0
p8,1,0.201884,1.628694,[65 75] ; [18 32],[61.15789474 78.84210526] ; [21.84210526 28.15789474],0
p11,1,0.219206,1.509564,[94 49] ; [28 22],[90.39378238 52.60621762] ; [31.60621762 18.39378238],0
b5,1,0.219206,1.509564,[94 49] ; [28 22],[90.39378238 52.60621762] ; [31.60621762 18.39378238],0
n1,1,0.220685,1.49991,[11 38] ; [ 8 14],[13.11267606 35.88732394] ; [ 5.88732394 16.11267606],0
v3,1,0.221656,1.493615,[41 93] ; [10 37],[37.75690608 96.24309392] ; [13.24309392 33.75690608],0
r2,1,0.24104,1.374498,[128  14] ; [42  8],[125.72916667  16.27083333] ; [44.27083333  5.72916667],0
s3,1,0.344911,0.892094,[73 68] ; [22 28],[70.13089005 70.86910995] ; [24.86910995 25.13089005],0
s8,1,0.356132,0.851487,[45 98] ; [12 37],[ 42.453125 100.546875] ; [14.546875 34.453125],0
s2,1,0.369519,0.805281,[66 77] ; [19 30],[63.30729167 79.69270833] ; [21.69270833 27.30729167],0
s4,1,0.384096,0.757552,[ 34 109] ; [15 35],[ 36.30569948 106.69430052] ; [12.69430052 37.30569948],0
p7,1,0.468827,0.524738,[69 66] ; [28 21],[71.16847826 63.83152174] ; [25.83152174 23.16847826],0
p12,1,0.482858,0.492403,[  6 136] ; [ 1 48],[  5.20418848 136.79581152] ; [ 1.79581152 47.20418848],0
u3,1,0.495789,0.463938,[34 17] ; [11  8],[32.78571429 18.21428571] ; [12.21428571  6.78571429],0
b3,1,0.525358,0.403361,[24 44] ; [ 8 20],[22.66666667 45.33333333] ; [ 9.33333333 18.66666667],0
b2,1,0.525358,0.403361,[24 44] ; [ 8 20],[22.66666667 45.33333333] ; [ 9.33333333 18.66666667],0
a8,1,0.549606,0.358024,[  5 125] ; [ 1 48],[  4.3575419 125.6424581] ; [ 1.6424581 47.3575419],0
s7,1,0.563006,0.334526,[45 92] ; [13 33],[43.42076503 93.57923497] ; [14.57923497 31.42076503],0
n6,1,0.567113,0.327537,[91 50] ; [30 20],[89.32460733 51.67539267] ; [31.67539267 18.32460733],0
d2,1,0.596686,0.280023,[54 89] ; [21 29],[55.56994819 87.43005181] ; [19.43005181 30.56994819],0
n3,1,0.598161,0.277778,[29 20] ; [11 10],[28. 21.] ; [12.  9.],0
n5,1,0.610589,0.259318,[44 99] ; [17 32],[45.43229167 97.56770833] ; [15.56770833 33.43229167],0
p3,1,0.614386,0.253838,[48 93] ; [19 31],[49.46073298 91.53926702] ; [17.53926702 32.46073298],0
b4,1,0.647199,0.20945,[91 52] ; [30 20],[89.65284974 53.34715026] ; [31.34715026 18.65284974],0
v1,1,0.675336,0.175423,[60 78] ; [23 26],[61.2513369 76.7486631] ; [21.7486631 27.2513369],0
a5,1,0.81675,0.053698,[86 57] ; [31 19],[86.68911917 56.31088083] ; [30.31088083 19.68911917],0
u2,1,0.826297,0.04816,[31 20] ; [11  8],[30.6 20.4] ; [11.4  7.6],0
p6,1,0.907588,0.013475,[ 33 106] ; [11 37],[ 32.70588235 106.29411765] ; [11.29411765 36.70588235],0
p4,1,0.921935,0.009603,[62 80] ; [21 28],[61.70680628 80.29319372] ; [21.29319372 27.70680628],0
a3,1,0.967235,0.001687,[90 53] ; [31 18],[90.11979167 52.88020833] ; [30.88020833 18.11979167],0
