Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000416,12.459544,[ 1 48] ; [2 3],[ 2.72222222 46.27777778] ; [0.27777778 4.72222222],1
p3,1,0.010789,6.499662,[12 36] ; [4 1],[14.49056604 33.50943396] ; [1.50943396 3.49056604],0
u1,1,0.02864,4.789116,[ 4 46] ; [2 3],[ 5.45454545 44.54545455] ; [0.54545455 4.45454545],0
p4,1,0.06644,3.368842,[18 30] ; [4 1],[19.9245283 28.0754717] ; [2.0754717 2.9245283],0
r3,1,0.10412,2.64127,[40  8] ; [2 2],[38.76923077  9.23076923] ; [3.23076923 0.76923077],0
a2,1,0.134032,2.245169,[ 7 43] ; [2 3],[ 8.18181818 41.81818182] ; [0.81818182 4.18181818],0
s7,1,0.146636,2.106906,[17 28] ; [3 1],[18.36734694 26.63265306] ; [1.63265306 2.36734694],0
r1,1,0.184218,1.763265,[15 34] ; [3 2],[16.33333333 32.66666667] ; [1.66666667 3.33333333],0
v1,1,0.186262,1.746938,[23 24] ; [4 1],[24.40384615 22.59615385] ; [2.59615385 2.40384615],0
v3,1,0.249187,1.327857,[17 33] ; [3 2],[18.18181818 31.81818182] ; [1.81818182 3.18181818],0
p1,1,0.250399,1.321078,[ 3 47] ; [1 4],[ 3.63636364 46.36363636] ; [0.36363636 4.63636364],0
s1,1,0.250399,1.321078,[ 3 47] ; [1 4],[ 3.63636364 46.36363636] ; [0.36363636 4.63636364],0
s8,1,0.353812,0.859737,[14 36] ; [2 2],[14.81481481 35.18518519] ; [1.18518519 2.81481481],0
d1,1,0.387338,0.747283,[30 20] ; [2 3],[29.09090909 20.90909091] ; [2.90909091 2.09090909],0
n5,1,0.389942,0.739122,[29 19] ; [4 1],[29.88679245 18.11320755] ; [3.11320755 1.88679245],0
n6,1,0.437429,0.603019,[30 18] ; [4 1],[30.79245283 17.20754717] ; [3.20754717 1.79245283],0
s2,1,0.44008,0.596074,[22 27] ; [1 3],[21.26415094 27.73584906] ; [1.73584906 2.26415094],0
n1,1,0.538253,0.378788,[ 4 18] ; [1 2],[ 4.4 17.6] ; [0.6 2.4],0
a3,1,0.579835,0.306502,[34 16] ; [4 1],[34.54545455 15.45454545] ; [3.45454545 1.54545455],0
d2,1,0.638729,0.220408,[24 25] ; [3 2],[24.5 24.5] ; [2.5 2.5],0
r2,1,0.656351,0.197987,[27 17] ; [2 2],[26.58333333 17.41666667] ; [2.41666667 1.58333333],0
a6,1,0.669764,0.181878,[25 25] ; [3 2],[25.45454545 24.54545455] ; [2.54545455 2.45454545],0
s3,1,0.708765,0.139514,[19 28] ; [2 2],[19.35294118 27.64705882] ; [1.64705882 2.35294118],0
b1,1,0.73263,0.116711,[26 24] ; [3 2],[26.36363636 23.63636364] ; [2.63636364 2.36363636],0
s5,1,0.747977,0.103239,[12 36] ; [1 2],[12.23529412 35.76470588] ; [0.76470588 2.23529412],0
s6,1,0.781666,0.076812,[28 21] ; [2 2],[27.73584906 21.26415094] ; [2.26415094 1.73584906],0
n4,1,0.787919,0.072368,[33 17] ; [3 2],[32.72727273 17.27272727] ; [3.27272727 1.72727273],0
v4,1,0.889198,0.01941,[33 13] ; [3 1],[33.12 12.88] ; [2.88 1.12],0
b4,1,0.930062,0.007703,[31 19] ; [3 2],[30.90909091 19.09090909] ; [3.09090909 1.90909091],0
d3,1,0.930062,0.007703,[31 19] ; [3 2],[30.90909091 19.09090909] ; [3.09090909 1.90909091],0
b5,1,0.930062,0.007703,[31 19] ; [3 2],[30.90909091 19.09090909] ; [3.09090909 1.90909091],0
a7,1,0.957332,0.002862,[30 19] ; [3 2],[29.94444444 19.05555556] ; [3.05555556 1.94444444],0
d4,1,0.982778,0.000466,[39 10] ; [4 1],[39.01851852  9.98148148] ; [3.98148148 1.01851852],0
n3,1,1.0,0.0,[14  7] ; [2 1],[14.  7.] ; [2. 1.],0
a5,1,1.0,0.0,[30 20] ; [3 2],[30. 20.] ; [3. 2.],0
a4,1,1.0,0.0,[20 30] ; [2 3],[20. 30.] ; [2. 3.],0
