Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.01701,5.695345,[28  7] ; [1 3],[26.02564103  8.97435897] ; [2.97435897 1.02564103],0
r2,1,0.057169,3.617664,[34  1] ; [3 1],[33.20512821  1.79487179] ; [3.79487179 0.20512821],0
d5,1,0.077858,3.109056,[30  5] ; [2 2],[28.71794872  6.28205128] ; [3.28205128 0.71794872],0
s4,1,0.084997,2.966658,[ 5 29] ; [2 2],[ 6.26315789 27.73684211] ; [0.73684211 3.26315789],0
a6,1,0.112832,2.514107,[23 12] ; [1 3],[21.53846154 13.46153846] ; [2.46153846 1.53846154],0
r1,1,0.123146,2.376843,[29  6] ; [2 2],[27.82051282  7.17948718] ; [3.17948718 0.82051282],0
n6,1,0.177313,1.82,[28  7] ; [2 2],[26.92307692  8.07692308] ; [3.07692308 0.92307692],0
p10,1,0.181125,1.788369,[14 21] ; [3 1],[15.25641026 19.74358974] ; [1.74358974 2.25641026],0
d2,1,0.266958,1.232312,[19 16] ; [1 3],[17.94871795 17.05128205] ; [2.05128205 1.94871795],0
u2,1,0.287495,1.131313,[10  2] ; [1 1],[9.42857143 2.57142857] ; [1.57142857 0.42857143],0
u3,1,0.287495,1.131313,[10  2] ; [1 1],[9.42857143 2.57142857] ; [1.57142857 0.42857143],0
n5,1,0.306535,1.045547,[26  9] ; [2 2],[25.12820513  9.87179487] ; [2.87179487 1.12820513],0
p7,1,0.343528,0.897222,[17 17] ; [3 1],[17.89473684 16.10526316] ; [2.10526316 1.89473684],0
b1,1,0.379041,0.77381,[25 10] ; [2 2],[24.23076923 10.76923077] ; [2.76923077 1.23076923],0
a3,1,0.53482,0.385224,[23 12] ; [2 2],[22.43589744 12.56410256] ; [2.56410256 1.43589744],0
p11,1,0.559109,0.34125,[21 14] ; [3 1],[21.53846154 13.46153846] ; [2.46153846 1.53846154],0
v1,1,0.559109,0.34125,[14 21] ; [1 3],[13.46153846 21.53846154] ; [1.53846154 2.46153846],0
a7,1,0.559109,0.34125,[21 14] ; [3 1],[21.53846154 13.46153846] ; [2.46153846 1.53846154],0
s7,1,0.575082,0.314253,[20 13] ; [3 1],[20.51351351 12.48648649] ; [2.48648649 1.51351351],0
p3,1,0.631509,0.23002,[13 22] ; [1 3],[12.56410256 22.43589744] ; [1.43589744 2.56410256],0
n3,1,0.657619,0.196429,[6 3] ; [1 1],[5.72727273 3.27272727] ; [1.27272727 0.72727273],0
s2,1,0.681442,0.168507,[22 12] ; [3 1],[22.36842105 11.63157895] ; [2.63157895 1.36842105],0
p8,1,0.700098,0.14837,[14 21] ; [2 2],[14.35897436 20.64102564] ; [1.64102564 2.35897436],0
d3,1,0.700098,0.14837,[21 14] ; [2 2],[20.64102564 14.35897436] ; [2.35897436 1.64102564],0
s3,1,0.764744,0.089555,[23 11] ; [3 1],[23.26315789 10.73684211] ; [2.73684211 1.26315789],0
v2,1,0.822906,0.050091,[19 15] ; [2 2],[18.78947368 15.21052632] ; [2.21052632 1.78947368],0
p6,1,0.853988,0.033868,[10 24] ; [1 3],[ 9.84210526 24.15789474] ; [1.15789474 2.84210526],0
b5,1,0.870611,0.026531,[19 16] ; [2 2],[18.84615385 16.15384615] ; [2.15384615 1.84615385],0
p4,1,0.870611,0.026531,[19 16] ; [2 2],[18.84615385 16.15384615] ; [2.15384615 1.84615385],0
d1,1,0.870611,0.026531,[19 16] ; [2 2],[18.84615385 16.15384615] ; [2.15384615 1.84615385],0
s5,1,0.886721,0.020293,[10 24] ; [1 2],[10.10810811 23.89189189] ; [0.89189189 2.10810811],0
s6,1,0.923233,0.009286,[27  8] ; [3 1],[26.92307692  8.07692308] ; [3.07692308 0.92307692],0
d4,1,0.975275,0.000961,[26  9] ; [3 1],[26.02564103  8.97435897] ; [2.97435897 1.02564103],0
n1,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
