Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,30.633741,[73 24] ; [11 32],[58.2 38.8] ; [25.8 17.2],1
a6,1,4.7e-05,16.559525,[73 24] ; [17 26],[62.35714286 34.64285714] ; [27.64285714 15.35714286],1
a2,1,0.007574,7.131451,[26 71] ; [ 3 40],[20.09285714 76.90714286] ; [ 8.90714286 34.09285714],0
b1,1,0.011088,6.451211,[28 69] ; [22 21],[34.64285714 62.35714286] ; [15.35714286 27.64285714],0
d3,1,0.026332,4.934069,[78 19] ; [27 16],[72.75 24.25] ; [32.25 10.75],0
u1,1,0.035127,4.438983,[24 73] ; [ 4 39],[19.4 77.6] ; [ 8.6 34.4],0
n1,1,0.039784,4.227053,[ 4 16] ; [8 7],[ 6.85714286 13.14285714] ; [5.14285714 9.85714286],0
u2,1,0.047221,3.9375,[ 9 19] ; [9 5],[12. 16.] ; [6. 8.],0
a1,1,0.051411,3.79483,[ 1 96] ; [ 3 40],[ 2.77142857 94.22857143] ; [ 1.22857143 41.77142857],0
p1,1,0.099174,2.718772,[ 7 90] ; [ 7 36],[ 9.7 87.3] ; [ 4.3 38.7],0
p7,1,0.110139,2.552226,[56 38] ; [31 11],[60.13235294 33.86764706] ; [26.86764706 15.13235294],0
s7,1,0.123812,2.368421,[53 42] ; [28 12],[57. 38.] ; [24. 16.],0
n6,1,0.141371,2.162976,[85 11] ; [34  9],[82.18705036 13.81294964] ; [36.81294964  6.18705036],0
p3,1,0.189368,1.722525,[47 50] ; [26 17],[50.57857143 46.42142857] ; [22.42142857 20.57857143],0
p8,1,0.189423,1.7221,[45 50] ; [25 17],[48.54014599 46.45985401] ; [21.45985401 20.54014599],0
p4,1,0.198769,1.651397,[63 34] ; [23 20],[59.58571429 37.41428571] ; [26.41428571 16.58571429],0
b4,1,0.198769,1.651397,[63 34] ; [23 20],[59.58571429 37.41428571] ; [26.41428571 16.58571429],0
d2,1,0.209545,1.574567,[43 54] ; [24 19],[46.42142857 50.57857143] ; [20.57857143 22.42142857],0
s2,1,0.211347,1.562173,[71 24] ; [27 15],[67.95620438 27.04379562] ; [30.04379562 11.95620438],0
s5,1,0.212074,1.557211,[47 43] ; [25 14],[50.23255814 39.76744186] ; [21.76744186 17.23255814],0
p2,1,0.213572,1.547046,[79 18] ; [31 12],[76.21428571 20.78571429] ; [33.78571429  9.21428571],0
v2,1,0.278739,1.173227,[49 46] ; [17 24],[46.10294118 48.89705882] ; [19.89705882 21.10294118],0
s1,1,0.286896,1.134131,[ 3 93] ; [ 3 39],[ 4.17391304 91.82608696] ; [ 1.82608696 40.17391304],0
a8,1,0.306626,1.045152,[ 6 82] ; [ 1 40],[ 4.7751938 83.2248062] ; [ 2.2248062 38.7751938],0
p10,1,0.391473,0.734361,[79 17] ; [37  5],[80.69565217 15.30434783] ; [35.30434783  6.69565217],0
a5,1,0.408742,0.682456,[72 25] ; [29 14],[69.97857143 27.02142857] ; [31.02142857 11.97857143],0
r1,1,0.428553,0.626741,[82 15] ; [34  9],[80.37142857 16.62857143] ; [35.62857143  7.37142857],0
v1,1,0.470929,0.519796,[51 45] ; [20 23],[49.03597122 46.96402878] ; [21.96402878 21.03597122],0
p12,1,0.484287,0.489195,[ 6 91] ; [ 4 38],[ 6.97841727 90.02158273] ; [ 3.02158273 38.97841727],0
v3,1,0.488235,0.480413,[29 66] ; [15 26],[30.73529412 64.26470588] ; [13.26470588 27.73529412],0
p9,1,0.527581,0.399048,[85 10] ; [36  6],[83.90510949 11.09489051] ; [37.09489051  4.90510949],0
n4,1,0.577532,0.310241,[63 34] ; [30 13],[64.43571429 32.56428571] ; [28.56428571 14.43571429],0
p11,1,0.602075,0.271877,[68 29] ; [32 11],[69.28571429 27.71428571] ; [30.71428571 12.28571429],0
n2,1,0.604542,0.268199,[16  4] ; [13  2],[16.57142857  3.42857143] ; [12.42857143  2.57142857],0
d4,1,0.632756,0.228342,[80 17] ; [34  9],[78.98571429 18.01428571] ; [35.01428571  7.98571429],0
a3,1,0.660103,0.193399,[69 28] ; [29 14],[67.9 29.1] ; [30.1 12.9],0
s3,1,0.68695,0.162407,[70 26] ; [32 10],[70.95652174 25.04347826] ; [31.04347826 10.95652174],0
p6,1,0.696379,0.152267,[40 56] ; [19 23],[41.04347826 54.95652174] ; [17.95652174 24.04347826],0
a4,1,0.72407,0.124627,[42 55] ; [20 23],[42.95714286 54.04285714] ; [19.04285714 23.95714286],0
d5,1,0.745484,0.105365,[79 18] ; [36  7],[79.67857143 17.32142857] ; [35.32142857  7.67857143],0
n5,1,0.752852,0.09915,[68 29] ; [29 14],[67.20714286 29.79285714] ; [29.79285714 13.20714286],0
s8,1,0.831957,0.045026,[50 47] ; [23 20],[50.57857143 46.42142857] ; [22.42142857 20.57857143],0
v4,1,0.90537,0.014133,[95  2] ; [41  1],[94.90647482  2.09352518] ; [41.09352518  0.90647482],0
b2,1,0.917233,0.010799,[11 37] ; [ 6 19],[11.17808219 36.82191781] ; [ 5.82191781 19.17808219],0
b3,1,0.917233,0.010799,[11 37] ; [ 6 19],[11.17808219 36.82191781] ; [ 5.82191781 19.17808219],0
r3,1,0.93449,0.006756,[93  2] ; [42  1],[92.93478261  2.06521739] ; [42.06521739  0.93478261],0
d1,1,0.940378,0.005594,[58 39] ; [26 17],[58.2 38.8] ; [25.8 17.2],0
s6,1,0.966236,0.001792,[82 12] ; [35  5],[82.07462687 11.92537313] ; [34.92537313  5.07462687],0
p5,1,0.996402,2e-05,[ 9 88] ; [ 4 39],[ 9.00714286 87.99285714] ; [ 3.99285714 39.00714286],0
u3,1,1.0,0.0,[18 10] ; [9 5],[18. 10.] ; [9. 5.],0
n3,1,1.0,0.0,[16  4] ; [12  3],[16.  4.] ; [12.  3.],0
