Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001026,10.780085,[19  5] ; [ 9 18],[13.17647059 10.82352941] ; [14.82352941 12.17647059],0
p8,1,0.001413,10.188148,[13 12] ; [ 3 24],[ 7.69230769 17.30769231] ; [ 8.30769231 18.69230769],0
d1,1,0.006665,7.360988,[10 16] ; [21  7],[14.92592593 11.07407407] ; [16.07407407 11.92592593],0
p6,1,0.006873,7.305952,[12 12] ; [ 4 23],[ 7.52941176 16.47058824] ; [ 8.47058824 18.52941176],0
p9,1,0.009546,6.717703,[21  5] ; [12 14],[16.5  9.5] ; [16.5  9.5],0
n5,1,0.01556,5.851935,[19  5] ; [13 15],[14.76923077  9.23076923] ; [17.23076923 10.76923077],0
v1,1,0.034625,4.46359,[17  8] ; [10 16],[13.23529412 11.76470588] ; [13.76470588 12.23529412],0
n2,1,0.035366,4.427401,[11  1] ; [7 6],[8.64 3.36] ; [9.36 3.64],0
s8,1,0.038493,4.283101,[11 14] ; [ 5 23],[ 7.54716981 17.45283019] ; [ 8.45283019 19.54716981],0
d2,1,0.039043,4.259002,[ 9 17] ; [17 10],[12.75471698 13.24528302] ; [13.24528302 13.75471698],0
p2,1,0.04255,4.113209,[20  5] ; [15 13],[16.50943396  8.49056604] ; [18.49056604  9.50943396],0
p4,1,0.043072,4.092568,[14 11] ; [ 8 20],[10.37735849 14.62264151] ; [11.62264151 16.37735849],0
s7,1,0.045249,4.009342,[13 10] ; [ 7 18],[ 9.58333333 13.41666667] ; [10.41666667 14.58333333],0
p3,1,0.046685,3.956708,[11 14] ; [ 5 22],[ 7.69230769 17.30769231] ; [ 8.30769231 18.69230769],0
n4,1,0.072585,3.223581,[20  6] ; [15 13],[16.85185185  9.14814815] ; [18.14814815  9.85185185],0
b1,1,0.097147,2.75177,[17  9] ; [12 16],[13.96296296 12.03703704] ; [15.03703704 12.96296296],0
b4,1,0.106539,2.604824,[13 13] ; [20  8],[15.88888889 10.11111111] ; [17.11111111 10.88888889],0
