Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,50.592397,[ 21 117] ; [80 63],[49.60142349 88.39857651] ; [51.39857651 91.60142349],1
r1,1,2e-06,22.663285,[85 58] ; [125  23],[103.19587629  39.80412371] ; [106.80412371  41.19587629],1
v1,1,1.2e-05,19.120073,[44 97] ; [83 63],[62.39372822 78.60627178] ; [64.60627178 81.39372822],1
r3,1,2.9e-05,17.50906,[117  27] ; [142   5],[128.16494845  15.83505155] ; [130.83505155  16.16494845],1
p11,1,5.8e-05,16.180008,[92 52] ; [125  23],[107.01369863  36.98630137] ; [109.98630137  38.01369863],1
r4,1,5.8e-05,16.164246,[107  37] ; [136  12],[119.83561644  24.16438356] ; [123.16438356  24.83561644],1
s8,1,0.000349,12.789113,[ 16 128] ; [ 41 107],[ 28.10958904 115.89041096] ; [ 28.89041096 119.10958904],1
p7,1,0.000432,12.387386,[61 80] ; [94 53],[75.88541667 65.11458333] ; [79.11458333 67.88541667],1
p2,1,0.000668,11.576307,[94 48] ; [122  24],[106.5  35.5] ; [109.5  36.5],1
d1,1,0.002405,9.211756,[63 81] ; [91 57],[75.94520548 68.05479452] ; [78.05479452 69.94520548],0
a5,1,0.003814,8.370088,[84 60] ; [110  38],[95.67123288 48.32876712] ; [98.32876712 49.67123288],0
a3,1,0.004053,8.259965,[84 58] ; [111  37],[95.48275862 46.51724138] ; [99.51724138 48.48275862],0
n6,1,0.004459,8.086611,[95 48] ; [120  28],[105.65292096  37.34707904] ; [109.34707904  38.65292096],0
d4,1,0.004481,8.077882,[99 45] ; [122  25],[109.36082474  34.63917526] ; [111.63917526  35.36082474],0
p10,1,0.004571,8.041755,[87 55] ; [112  34],[98.11805556 43.88194444] ; [100.88194444  45.11805556],0
p9,1,0.006987,7.276336,[90 51] ; [115  32],[100.36458333  40.63541667] ; [104.63541667  42.36458333],0
v4,1,0.007722,7.096945,[124  18] ; [142   6],[130.24827586  11.75172414] ; [135.75172414  12.24827586],0
p3,1,0.012903,6.18233,[48 95] ; [70 76],[58.38754325 84.61245675] ; [59.61245675 86.38754325],0
p8,1,0.016955,5.701063,[53 90] ; [74 71],[63.05902778 79.94097222] ; [63.94097222 81.05902778],0
d3,1,0.035847,4.404388,[82 60] ; [103  45],[90.5862069 51.4137931] ; [94.4137931 53.5862069],0
d5,1,0.039772,4.227581,[99 44] ; [118  30],[106.63573883  36.36426117] ; [110.36426117  37.63573883],0
s1,1,0.046917,3.948368,[  8 134] ; [  2 145],[  4.91349481 137.08650519] ; [  5.08650519 141.91349481],0
n3,1,0.050442,3.826697,[25 18] ; [24  6],[28.8630137 14.1369863] ; [20.1369863  9.8630137],0
n4,1,0.05132,3.797803,[94 50] ; [112  36],[101.5890411  42.4109589] ; [104.4109589  43.5890411],0
p4,1,0.055113,3.678657,[54 89] ; [71 74],[62.06597222 80.93402778] ; [62.93402778 82.06597222],0
p12,1,0.060628,3.520111,[  1 141] ; [  6 140],[  3.45138889 138.54861111] ; [  3.54861111 142.45138889],0
s5,1,0.07156,3.24687,[ 14 126] ; [ 25 119],[ 19.22535211 120.77464789] ; [ 19.77464789 124.22535211],0
b3,1,0.137743,2.20299,[28 54] ; [42 51],[32.8 49.2] ; [37.2 55.8],0
b2,1,0.137743,2.20299,[28 54] ; [42 51],[32.8 49.2] ; [37.2 55.8],0
u1,1,0.156562,2.007121,[ 12 132] ; [ 20 128],[ 15.78082192 128.21917808] ; [ 16.21917808 131.78082192],0
s4,1,0.162339,1.952306,[ 14 130] ; [  8 140],[ 10.84931507 133.15068493] ; [ 11.15068493 136.84931507],0
p6,1,0.176951,1.823049,[ 32 111] ; [ 42 101],[ 37. 106.] ; [ 37. 106.],0
b5,1,0.181834,1.78257,[88 56] ; [79 69],[82.35616438 61.64383562] ; [84.64383562 63.35616438],0
a4,1,0.191394,1.706854,[53 90] ; [66 82],[58.47766323 84.52233677] ; [60.52233677 87.47766323],0
p5,1,0.213727,1.546001,[  5 136] ; [ 10 137],[  7.34375 133.65625] ; [  7.65625 139.34375],0
a7,1,0.240749,1.376201,[94 49] ; [106  41],[98.62068966 44.37931034] ; [101.37931034  45.62068966],0
b4,1,0.249402,1.326651,[75 69] ; [87 61],[79.89041096 64.10958904] ; [82.10958904 65.89041096],0
a2,1,0.264918,1.242875,[ 22 122] ; [ 30 118],[ 25.64383562 118.35616438] ; [ 26.35616438 121.64383562],0
u2,1,0.342362,0.901565,[31 29] ; [15 21],[28.75 31.25] ; [17.25 18.75],0
s7,1,0.348009,0.880702,[ 28 109] ; [ 35 104],[ 31.27173913 105.72826087] ; [ 31.72826087 107.27173913],0
a6,1,0.360352,0.836667,[95 49] ; [105  43],[98.63013699 45.36986301] ; [101.36986301  46.63013699],0
u3,1,0.386103,0.751178,[33 27] ; [17 20],[30.92783505 29.07216495] ; [19.07216495 17.92783505],0
n2,1,0.476877,0.505997,[28 18] ; [20  9],[29.44 16.56] ; [18.56 10.44],0
s2,1,0.480925,0.496764,[ 26 116] ; [ 32 116],[ 28.4 113.6] ; [ 29.6 118.4],0
n1,1,0.624929,0.239,[17 28] ; [ 9 19],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
d2,1,0.660721,0.192649,[63 79] ; [69 78],[64.85813149 77.14186851] ; [67.14186851 79.85813149],0
a1,1,0.738155,0.111755,[  7 137] ; [  6 142],[  6.4109589 137.5890411] ; [  6.5890411 141.4109589],0
s3,1,0.754716,0.097611,[ 40 102] ; [ 39 108],[ 38.816609 103.183391] ; [ 40.183391 106.816609],0
n5,1,0.766423,0.088243,[91 52] ; [96 51],[92.21034483 50.78965517] ; [94.78965517 52.21034483],0
b1,1,0.766633,0.088079,[54 90] ; [58 90],[55.23287671 88.76712329] ; [56.76712329 91.23287671],0
a8,1,0.848989,0.036255,[ 12 121] ; [ 13 121],[ 12.45318352 120.54681648] ; [ 12.54681648 121.45318352],0
p1,1,0.919531,0.010206,[ 12 130] ; [ 13 135],[ 12.24137931 129.75862069] ; [ 12.75862069 135.24137931],0
