Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-05,16.458046,[19 13] ; [ 4 30],[11.15151515 20.84848485] ; [11.84848485 22.15151515],1
d1,1,0.001941,9.604274,[ 8 25] ; [21 13],[14.28358209 18.71641791] ; [14.71641791 19.28358209],0
d5,1,0.003512,8.52057,[16 17] ; [28  6],[21.67164179 11.32835821] ; [22.32835821 11.67164179],0
p2,1,0.038105,4.300318,[20 13] ; [12 22],[15.76119403 17.23880597] ; [16.23880597 17.76119403],0
p3,1,0.048796,3.882353,[12 21] ; [ 5 28],[ 8.5 24.5] ; [ 8.5 24.5],0
a2,1,0.050523,3.824022,[ 1 32] ; [ 6 28],[ 3.44776119 29.55223881] ; [ 3.55223881 30.44776119],0
s3,1,0.062504,3.469657,[16 17] ; [ 9 25],[12.31343284 20.68656716] ; [12.68656716 21.31343284],0
d4,1,0.070311,3.275735,[20 12] ; [28  6],[23.27272727  8.72727273] ; [24.72727273  9.27272727],0
v1,1,0.073793,3.196571,[11 22] ; [ 5 29],[ 7.88059701 25.11940299] ; [ 8.11940299 25.88059701],0
b4,1,0.109226,2.565383,[17 16] ; [24 10],[20.19402985 12.80597015] ; [20.80597015 13.19402985],0
a7,1,0.113129,2.509958,[15 18] ; [22 12],[18.2238806 14.7761194] ; [18.7761194 15.2238806],0
n2,1,0.125778,2.343851,[9 3] ; [10 11],[6.90909091 5.09090909] ; [12.09090909  8.90909091],0
s2,1,0.174051,1.847704,[12 21] ; [ 7 26],[ 9.5 23.5] ; [ 9.5 23.5],0
r1,1,0.17834,1.811404,[17 16] ; [23 11],[19.70149254 13.29850746] ; [20.29850746 13.70149254],0
p11,1,0.17834,1.811404,[16 17] ; [11 23],[13.29850746 19.70149254] ; [13.70149254 20.29850746],0
n3,1,0.20082,1.636401,[9 3] ; [11 10],[7.27272727 4.72727273] ; [12.72727273  8.27272727],0
v2,1,0.239261,1.384943,[10 22] ; [15 18],[12.30769231 19.69230769] ; [12.69230769 20.30769231],0
r4,1,0.252161,1.311293,[22 11] ; [18 16],[19.70149254 13.29850746] ; [20.29850746 13.70149254],0
b2,1,0.270132,1.216078,[ 2 16] ; [ 5 15],[ 3.31578947 14.68421053] ; [ 3.68421053 16.31578947],0
b3,1,0.270132,1.216078,[ 2 16] ; [ 5 15],[ 3.31578947 14.68421053] ; [ 3.68421053 16.31578947],0
d3,1,0.270638,1.213509,[14 19] ; [19 15],[16.25373134 16.74626866] ; [16.74626866 17.25373134],0
b1,1,0.270638,1.213509,[19 14] ; [15 19],[16.74626866 16.25373134] ; [17.25373134 16.74626866],0
p4,1,0.273763,1.197796,[16 17] ; [12 22],[13.79104478 19.20895522] ; [14.20895522 19.79104478],0
v4,1,0.281416,1.16024,[27  5] ; [25  9],[25.21212121  6.78787879] ; [26.78787879  7.21212121],0
u1,1,0.317027,1.001171,[ 1 32] ; [ 3 31],[ 1.97014925 31.02985075] ; [ 2.02985075 31.97014925],0
v3,1,0.32175,0.981818,[ 4 29] ; [ 7 26],[ 5.5 27.5] ; [ 5.5 27.5],0
a4,1,0.322995,0.976782,[ 8 25] ; [12 22],[ 9.85074627 23.14925373] ; [10.14925373 23.85074627],0
p10,1,0.323711,0.973896,[ 8 25] ; [ 5 29],[ 6.40298507 26.59701493] ; [ 6.59701493 27.40298507],0
r3,1,0.385963,0.751624,[28  5] ; [26  8],[26.59701493  6.40298507] ; [27.40298507  6.59701493],0
d2,1,0.388899,0.742383,[14 19] ; [18 16],[15.76119403 17.23880597] ; [16.23880597 17.76119403],0
n1,1,0.407016,0.6875,[4 7] ; [ 5 17],[3. 8.] ; [ 6. 16.],0
r2,1,0.415804,0.662145,[27  6] ; [25  9],[25.6119403  7.3880597] ; [26.3880597  7.6119403],0
u2,1,0.464214,0.535714,[9 7] ; [6 8],[8. 8.] ; [7. 7.],0
s4,1,0.506786,0.440698,[ 8 25] ; [ 6 28],[ 6.89552239 26.10447761] ; [ 7.10447761 26.89552239],0
b5,1,0.534095,0.386594,[19 14] ; [17 17],[17.73134328 15.26865672] ; [18.26865672 15.73134328],0
a6,1,0.54448,0.367299,[16 17] ; [19 15],[17.23880597 15.76119403] ; [17.76119403 16.23880597],0
a3,1,0.547546,0.361732,[17 16] ; [20 14],[18.2238806 14.7761194] ; [18.7761194 15.2238806],0
s5,1,0.643498,0.214196,[ 5 26] ; [ 7 27],[ 5.72307692 25.27692308] ; [ 6.27692308 27.72307692],0
a5,1,0.702905,0.145467,[14 19] ; [16 18],[14.7761194 18.2238806] ; [15.2238806 18.7761194],0
n6,1,0.715286,0.133054,[16 17] ; [18 16],[16.74626866 16.25373134] ; [17.25373134 16.74626866],0
s1,1,0.720556,0.12796,[ 3 30] ; [ 4 30],[ 3.44776119 29.55223881] ; [ 3.55223881 30.44776119],0
n5,1,0.724815,0.123926,[ 9 24] ; [ 8 26],[ 8.37313433 24.62686567] ; [ 8.62686567 25.37313433],0
s7,1,0.756033,0.096531,[ 7 25] ; [ 6 26],[ 6.5 25.5] ; [ 6.5 25.5],0
s8,1,0.917107,0.010832,[ 5 27] ; [ 5 29],[ 4.84848485 27.15151515] ; [ 5.15151515 28.84848485],0
u3,1,0.919347,0.010253,[10  6] ; [9 5],[10.13333333  5.86666667] ; [8.86666667 5.13333333],0
s6,1,0.963677,0.002074,[13 19] ; [14 20],[13.09090909 18.90909091] ; [13.90909091 20.09090909],0
