Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,69.686282,[63 70] ; [306  57],[98.94556452 34.05443548] ; [270.05443548  92.94556452],1
a6,1,0.0,54.480573,[59 74] ; [286  77],[92.51008065 40.48991935] ; [252.48991935 110.51008065],1
a2,1,4e-06,21.392164,[ 12 121] ; [105 258],[ 31.37298387 101.62701613] ; [ 85.62701613 277.37298387],1
u1,1,8e-06,19.941178,[  6 127] ; [ 78 285],[ 22.52419355 110.47580645] ; [ 61.47580645 301.52419355],1
b5,1,0.000148,14.391849,[63 70] ; [240 123],[81.24798387 51.75201613] ; [221.75201613 141.24798387],1
d5,1,0.000378,12.637016,[101  32] ; [322  41],[113.42540323  19.57459677] ; [309.57459677  53.42540323],1
v4,1,0.00044,12.352568,[112  21] ; [339  21],[121.6693712  11.3306288] ; [329.3306288  30.6693712],1
d1,1,0.000995,10.837409,[72 61] ; [254 109],[87.41532258 45.58467742] ; [238.58467742 124.41532258],1
r4,1,0.001485,10.096939,[101  32] ; [318  45],[112.35282258  20.64717742] ; [306.64717742  56.35282258],0
r2,1,0.00184,9.702217,[111  19] ; [337  21],[119.3442623  10.6557377] ; [328.6557377  29.3442623],0
r3,1,0.001889,9.653968,[115  18] ; [343  19],[123.05858586   9.94141414] ; [334.94141414  27.05858586],0
b1,1,0.003104,8.745588,[64 69] ; [122 241],[49.875 83.125] ; [136.125 226.875],0
u3,1,0.009977,6.639026,[12 20] ; [64 37],[18.28571429 13.71428571] ; [57.71428571 43.28571429],0
a8,1,0.010613,6.528962,[  9 119] ; [ 53 275],[ 17.40350877 110.59649123] ; [ 44.59649123 283.40350877],0
s6,1,0.021338,5.298972,[68 63] ; [227 131],[79.02862986 51.97137014] ; [215.97137014 142.02862986],0
r1,1,0.022801,5.18358,[97 36] ; [296  64],[106.02231237  26.97768763] ; [286.97768763  73.02231237],0
p2,1,0.023938,5.099118,[91 41] ; [285  77],[100.46963563  31.53036437] ; [275.53036437  86.46963563],0
s1,1,0.028635,4.789429,[  7 126] ; [  6 350],[  3.53578732 129.46421268] ; [  9.46421268 346.53578732],0
b3,1,0.036993,4.350741,[39 48] ; [ 66 140],[31.1774744 55.8225256] ; [ 73.8225256 132.1774744],0
b2,1,0.036993,4.350741,[39 48] ; [ 66 140],[31.1774744 55.8225256] ; [ 73.8225256 132.1774744],0
p8,1,0.052413,3.76255,[44 89] ; [153 205],[53.36252546 79.63747454] ; [143.63747454 214.36252546],0
p1,1,0.07037,3.274369,[ 11 122] ; [ 15 345],[  7.01419878 125.98580122] ; [ 18.98580122 341.01419878],0
b4,1,0.109539,2.560856,[73 60] ; [228 135],[80.71169355 52.28830645] ; [220.28830645 142.71169355],0
p10,1,0.117829,2.445949,[94 38] ; [280  79],[100.54582485  31.45417515] ; [273.45417515  85.54582485],0
p11,1,0.121921,2.392469,[92 41] ; [276  87],[98.67741935 34.32258065] ; [269.32258065  93.67741935],0
v1,1,0.137785,2.202521,[68 62] ; [156 193],[60.79331942 69.20668058] ; [163.20668058 185.79331942],0
s5,1,0.146976,2.103353,[44 84] ; [ 97 255],[37.6 90.4] ; [103.4 248.6],0
v2,1,0.199369,1.646991,[65 64] ; [196 148],[71.18181818 57.81818182] ; [189.81818182 154.18181818],0
p3,1,0.248864,1.329672,[57 75] ; [136 227],[51.46666667 80.53333333] ; [141.53333333 221.46666667],0
