Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,30.245292,[34 41] ; [49  4],[48.6328125 26.3671875] ; [34.3671875 18.6328125],1
d5,1,0.0,29.595593,[35 41] ; [49  4],[49.48837209 26.51162791] ; [34.51162791 18.48837209],1
d2,1,1e-06,24.672329,[15 62] ; [33 20],[28.43076923 48.56923077] ; [19.56923077 33.43076923],1
a5,1,9.3e-05,15.279007,[38 39] ; [44  9],[48.56923077 28.43076923] ; [33.43076923 19.56923077],1
a2,1,0.000182,14.004913,[ 3 74] ; [14 39],[10.06923077 66.93076923] ; [ 6.93076923 46.06923077],1
a4,1,0.000631,11.681973,[17 60] ; [27 26],[26.06153846 50.93846154] ; [17.93846154 35.06153846],1
u1,1,0.002311,9.284694,[ 3 74] ; [11 42],[ 8.29230769 68.70769231] ; [ 5.70769231 47.29230769],0
r4,1,0.00779,7.081012,[57 20] ; [49  4],[62.78461538 14.21538462] ; [43.21538462  9.78461538],0
a3,1,0.012835,6.191733,[41 35] ; [40 13],[47.72093023 28.27906977] ; [33.27906977 19.72093023],0
r2,1,0.013023,6.166033,[62 14] ; [51  2],[66.57364341  9.42635659] ; [46.42635659  6.57364341],0
v2,1,0.013596,6.089901,[30 44] ; [31 18],[36.69918699 37.30081301] ; [24.30081301 24.69918699],0
s6,1,0.013685,6.078309,[39 36] ; [39 14],[45.703125 29.296875] ; [32.296875 20.703125],0
b5,1,0.019167,5.486217,[41 36] ; [39 14],[47.38461538 29.61538462] ; [32.61538462 20.38461538],0
r1,1,0.021568,5.280335,[48 29] ; [43 10],[53.9 23.1] ; [37.1 15.9],0
p10,1,0.023557,5.126951,[50 27] ; [44  9],[55.67692308 21.32307692] ; [38.32307692 14.67692308],0
p3,1,0.024108,5.086836,[31 46] ; [32 21],[37.31538462 39.68461538] ; [25.68461538 27.31538462],0
b4,1,0.024837,5.035247,[37 40] ; [36 17],[43.23846154 33.76153846] ; [29.76153846 23.23846154],0
p9,1,0.025311,5.002459,[52 25] ; [45  8],[57.45384615 19.54615385] ; [39.54615385 13.45384615],0
a6,1,0.029356,4.746603,[39 38] ; [37 16],[45.01538462 31.98461538] ; [30.98461538 22.01538462],0
v4,1,0.040003,4.217773,[67  9] ; [51  1],[70.0625  5.9375] ; [47.9375  4.0625],0
u3,1,0.043784,4.064891,[15 19] ; [10  3],[18.08510638 15.91489362] ; [6.91489362 6.08510638],0
s5,1,0.045278,4.00825,[17 58] ; [20 31],[22.02380952 52.97619048] ; [14.97619048 36.02380952],0
b2,1,0.059967,3.538299,[ 7 31] ; [11 17],[10.36363636 27.63636364] ; [ 7.63636364 20.36363636],0
b3,1,0.059967,3.538299,[ 7 31] ; [11 17],[10.36363636 27.63636364] ; [ 7.63636364 20.36363636],0
a7,1,0.062593,3.467319,[47 29] ; [41 12],[51.84496124 24.15503876] ; [36.15503876 16.84496124],0
s8,1,0.063143,3.452837,[21 55] ; [23 30],[25.92248062 50.07751938] ; [18.07751938 34.92248062],0
a8,1,0.095074,2.786294,[ 7 65] ; [ 1 48],[ 4.76033058 67.23966942] ; [ 3.23966942 45.76033058],0
r3,1,0.111074,2.53888,[68  9] ; [51  2],[70.48461538  6.51538462] ; [48.51538462  4.48461538],0
b1,1,0.167363,1.906407,[37 40] ; [19 34],[33.16923077 43.83076923] ; [22.83076923 30.16923077],0
n5,1,0.168322,1.897826,[32 44] ; [16 37],[28.27906977 47.72093023] ; [19.72093023 33.27906977],0
p8,1,0.16969,1.885683,[41 35] ; [35 18],[44.7751938 31.2248062] ; [31.2248062 21.7751938],0
p2,1,0.171056,1.873668,[61 16] ; [46  6],[63.86821705 13.13178295] ; [43.13178295  8.86821705],0
p1,1,0.176425,1.827485,[ 3 74] ; [ 5 46],[ 4.8125 72.1875] ; [ 3.1875 47.8125],0
p4,1,0.190087,1.716943,[42 35] ; [35 18],[45.60769231 31.39230769] ; [31.39230769 21.60769231],0
a1,1,0.218639,1.513281,[ 5 72] ; [ 1 52],[ 3.55384615 73.44615385] ; [ 2.44615385 50.55384615],0
p11,1,0.222432,1.48861,[52 25] ; [41 12],[55.08461538 21.91538462] ; [37.91538462 15.08461538],0
n2,1,0.281325,1.160678,[21  6] ; [8 5],[19.575  7.425] ; [9.425 3.575],0
s4,1,0.296404,1.090303,[17 60] ; [16 37],[19.54615385 57.45384615] ; [13.45384615 39.54615385],0
s3,1,0.350458,0.871797,[36 40] ; [29 23],[38.59375 37.40625] ; [26.40625 25.59375],0
v3,1,0.415337,0.66347,[18 57] ; [15 34],[19.95967742 55.04032258] ; [13.04032258 35.95967742],0
n1,1,0.420113,0.65,[ 7 19] ; [ 2 11],[ 6. 20.] ; [ 3. 10.],0
u2,1,0.446639,0.579167,[20 15] ; [9 4],[21.14583333 13.85416667] ; [7.85416667 5.14583333],0
s1,1,0.51446,0.424985,[ 3 74] ; [ 1 52],[ 2.36923077 74.63076923] ; [ 1.63076923 51.36923077],0
n3,1,0.519496,0.414894,[23  4] ; [10  3],[22.275  4.725] ; [10.725  2.275],0
s7,1,0.523798,0.406409,[26 48] ; [20 29],[27.67479675 46.32520325] ; [18.32520325 30.67479675],0
s2,1,0.6269,0.236288,[33 44] ; [25 28],[34.35384615 42.64615385] ; [23.64615385 29.35384615],0
p12,1,0.637553,0.221957,[ 3 74] ; [ 3 50],[ 3.55384615 73.44615385] ; [ 2.44615385 50.55384615],0
v1,1,0.675107,0.175686,[31 44] ; [23 28],[32.14285714 42.85714286] ; [21.85714286 29.14285714],0
n6,1,0.683824,0.165853,[50 26] ; [36 16],[51.0625 24.9375] ; [34.9375 17.0625],0
p6,1,0.777546,0.079817,[27 48] ; [20 32],[27.75590551 47.24409449] ; [19.24409449 32.75590551],0
p5,1,0.831467,0.045293,[ 5 71] ; [ 3 50],[ 4.71317829 71.28682171] ; [ 3.28682171 49.71317829],0
