Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1.8e-05,18.402535,[53 45] ; [169 366],[34.36966825 63.63033175] ; [187.63033175 347.36966825],1
s6,1,5e-05,16.451754,[90 14] ; [361 181],[72.60681115 31.39318885] ; [378.39318885 163.60681115],1
s2,1,6.7e-05,15.892208,[75 31] ; [270 274],[56.26153846 49.73846154] ; [288.73846154 255.26153846],1
s3,1,0.00017,14.140296,[79 27] ; [296 244],[61.53250774 44.46749226] ; [313.46749226 226.53250774],1
v3,1,0.000762,11.332301,[30 75] ; [245 283],[45.61611374 59.38388626] ; [229.38388626 298.61611374],1
b3,1,0.002243,9.338928,[12 44] ; [150 199],[22.4 33.6] ; [139.6 209.4],0
b2,1,0.002243,9.338928,[12 44] ; [150 199],[22.4 33.6] ; [139.6 209.4],0
a8,1,0.00917,6.789379,[ 7 95] ; [ 84 408],[15.62626263 86.37373737] ; [ 75.37373737 416.62626263],0
v2,1,0.009534,6.72,[48 57] ; [312 213],[60. 45.] ; [300. 225.],0
n4,1,0.009933,6.646924,[87 21] ; [489  58],[94.9740458 13.0259542] ; [481.0259542  65.9740458],0
r2,1,0.058837,3.569862,[99  8] ; [525  19],[102.56221198   4.43778802] ; [521.43778802  22.56221198],0
r1,1,0.094247,2.800299,[82 26] ; [451  94],[88.15313936 19.84686064] ; [444.84686064 100.15313936],0
n1,1,0.130915,2.281626,[ 8 19] ; [52 62],[11.4893617 15.5106383] ; [48.5106383 65.4893617],0
a6,1,0.139008,2.188908,[67 41] ; [377 167],[73.54601227 34.45398773] ; [370.45398773 173.54601227],0
s8,1,0.150433,2.067857,[58 50] ; [251 293],[51.18404908 56.81595092] ; [257.81595092 286.18404908],0
n2,1,0.173192,1.855093,[24  3] ; [91 27],[21.4137931  5.5862069] ; [93.5862069 24.4137931],0
v1,1,0.17655,1.826431,[56 51] ; [316 216],[62.29107981 44.70892019] ; [309.70892019 222.29107981],0
r4,1,0.180181,1.796129,[96 12] ; [508  40],[99.43902439  8.56097561] ; [504.56097561  43.43902439],0
p6,1,0.205072,1.605881,[47 59] ; [204 336],[41.18575851 64.81424149] ; [209.81424149 330.18575851],0
s7,1,0.205297,1.604284,[63 43] ; [273 245],[57.07692308 48.92307692] ; [278.92307692 239.07692308],0
u4,1,0.205737,1.601172,[  1 107] ; [ 17 531],[  2.96341463 105.03658537] ; [ 15.03658537 532.96341463],0
a5,1,0.212088,1.557118,[76 32] ; [416 131],[81.12366412 26.87633588] ; [410.87633588 136.12366412],0
a3,1,0.233433,1.419818,[74 34] ; [403 141],[79.01226994 28.98773006] ; [397.98773006 146.01226994],0
p8,1,0.249577,1.325669,[64 41] ; [294 242],[58.64274571 46.35725429] ; [299.35725429 236.64274571],0
u3,1,0.250519,1.320409,[16 18] ; [84 61],[18.99441341 15.00558659] ; [81.00558659 63.99441341],0
