Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00116,10.55338,[10 25] ; [23 11],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
d5,1,0.001868,9.67537,[15 20] ; [27  7],[21.30434783 13.69565217] ; [20.69565217 13.30434783],0
r3,1,0.005033,7.867396,[16 19] ; [26  7],[21.61764706 13.38235294] ; [20.38235294 12.61764706],0
a8,1,0.006025,7.542857,[ 1 32] ; [ 9 24],[ 5. 28.] ; [ 5. 28.],0
b4,1,0.016805,5.716583,[17 18] ; [26  8],[21.8115942 13.1884058] ; [21.1884058 12.8115942],0
a2,1,0.021449,5.289897,[ 1 34] ; [ 7 27],[ 4.05797101 30.94202899] ; [ 3.94202899 30.05797101],0
d3,1,0.022342,5.218927,[12 23] ; [21 13],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
a3,1,0.076883,3.129598,[17 18] ; [23 10],[20.58823529 14.41176471] ; [19.41176471 13.58823529],0
r4,1,0.095086,2.786092,[ 7 28] ; [13 21],[10.14492754 24.85507246] ; [ 9.85507246 24.14492754],0
n2,1,0.102069,2.672919,[ 7 10] ; [8 3],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
s4,1,0.111373,2.534629,[ 8 27] ; [ 3 31],[ 5.57971014 29.42028986] ; [ 5.42028986 28.57971014],0
a5,1,0.112836,2.514049,[16 19] ; [22 12],[19.27536232 15.72463768] ; [18.72463768 15.27536232],0
v2,1,0.134328,2.241758,[10 24] ; [16 18],[13. 21.] ; [13. 21.],0
b2,1,0.14062,2.171166,[12 14] ; [ 5 15],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
b3,1,0.14062,2.171166,[12 14] ; [ 5 15],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
p2,1,0.186135,1.747943,[12 23] ; [17 17],[14.71014493 20.28985507] ; [14.28985507 19.71014493],0
p3,1,0.202864,1.621637,[12 23] ; [ 7 27],[ 9.63768116 25.36231884] ; [ 9.36231884 24.63768116],0
p6,1,0.203225,1.619048,[ 4 30] ; [ 8 26],[ 6. 28.] ; [ 6. 28.],0
p9,1,0.220734,1.499595,[14 20] ; [18 14],[16.48484848 17.51515152] ; [15.51515152 16.48484848],0
b5,1,0.279272,1.170627,[15 20] ; [19 15],[17.24637681 17.75362319] ; [16.75362319 17.24637681],0
r1,1,0.280031,1.166937,[12 23] ; [16 18],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
p8,1,0.314006,1.013752,[ 6 29] ; [ 9 24],[ 7.72058824 27.27941176] ; [ 7.27941176 25.72058824],0
v1,1,0.342127,0.902443,[ 9 26] ; [12 21],[10.80882353 24.19117647] ; [10.19117647 22.80882353],0
v3,1,0.380275,0.769811,[ 6 28] ; [ 9 25],[ 7.5 26.5] ; [ 7.5 26.5],0
n1,1,0.39033,0.737913,[9 8] ; [4 7],[7.89285714 9.10714286] ; [5.10714286 5.89285714],0
d1,1,0.402804,0.69994,[12 23] ; [15 19],[13.69565217 21.30434783] ; [13.30434783 20.69565217],0
u2,1,0.408384,0.683502,[ 4 14] ; [4 7],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
s1,1,0.413684,0.668187,[ 4 31] ; [ 2 32],[ 3.04347826 31.95652174] ; [ 2.95652174 31.04347826],0
r2,1,0.432294,0.616652,[18 16] ; [20 12],[19.57575758 14.42424242] ; [18.42424242 13.57575758],0
s5,1,0.461155,0.54309,[ 4 30] ; [ 6 27],[ 5.07462687 28.92537313] ; [ 4.92537313 28.07462687],0
p1,1,0.47862,0.502006,[ 5 30] ; [ 3 31],[ 4.05797101 30.94202899] ; [ 3.94202899 30.05797101],0
s8,1,0.489859,0.476835,[ 5 30] ; [ 7 27],[ 6.08695652 28.91304348] ; [ 5.91304348 28.08695652],0
s6,1,0.544658,0.366975,[10 24] ; [12 21],[11.1641791 22.8358209] ; [10.8358209 22.1641791],0
p10,1,0.549184,0.358781,[13 21] ; [15 18],[14.20895522 19.79104478] ; [13.79104478 19.20895522],0
u3,1,0.565927,0.329545,[ 3 15] ; [ 1 10],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
d2,1,0.625222,0.238596,[14 20] ; [16 18],[15. 19.] ; [15. 19.],0
p7,1,0.649954,0.205959,[11 24] ; [ 9 25],[10.14492754 24.85507246] ; [ 9.85507246 24.14492754],0
a1,1,0.660497,0.192921,[ 3 32] ; [ 4 30],[ 3.55072464 31.44927536] ; [ 3.44927536 30.55072464],0
s2,1,0.685918,0.16354,[10 25] ; [ 8 25],[ 9.26470588 25.73529412] ; [ 8.73529412 24.26470588],0
s7,1,0.719772,0.128711,[ 9 24] ; [ 7 23],[ 8.38095238 24.61904762] ; [ 7.61904762 22.38095238],0
