Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.531268,[44  9] ; [13 26],[32.83695652 20.16304348] ; [24.16304348 14.83695652],1
p10,1,5e-06,20.850679,[39 11] ; [12 28],[28.33333333 21.66666667] ; [22.66666667 17.33333333],1
p2,1,1.2e-05,19.132925,[41 11] ; [13 26],[30.85714286 21.14285714] ; [23.14285714 15.85714286],1
p8,1,7.1e-05,15.794447,[24 29] ; [ 3 37],[15.38709677 37.61290323] ; [11.61290323 28.38709677],1
n6,1,0.000748,11.366,[40 12] ; [17 23],[32.2173913 19.7826087] ; [24.7826087 15.2173913],1
r3,1,0.000946,10.930037,[39 12] ; [17 23],[31.38461538 19.61538462] ; [24.61538462 15.38461538],1
p7,1,0.001204,10.483459,[27 25] ; [ 7 31],[19.64444444 32.35555556] ; [14.35555556 23.64444444],0
p4,1,0.001735,9.810213,[30 24] ; [ 9 30],[22.64516129 31.35483871] ; [16.35483871 22.64516129],0
n2,1,0.003729,8.411118,[17  5] ; [ 7 14],[12.27906977  9.72093023] ; [11.72093023  9.27906977],0
s6,1,0.006698,7.352175,[29 23] ; [11 29],[22.60869565 29.39130435] ; [17.39130435 22.60869565],0
s7,1,0.00758,7.130032,[26 27] ; [ 7 27],[20.10344828 32.89655172] ; [12.89655172 21.10344828],0
b1,1,0.008095,7.012256,[22 33] ; [27 13],[28.36842105 26.63157895] ; [20.63157895 19.36842105],0
s2,1,0.009027,6.817436,[24 28] ; [ 8 32],[18.08695652 33.91304348] ; [13.91304348 26.08695652],0
p5,1,0.011484,6.388823,[11 43] ; [ 1 38],[ 6.96774194 47.03225806] ; [ 5.03225806 33.96774194],0
n5,1,0.038286,4.292269,[37 15] ; [20 20],[32.2173913 19.7826087] ; [24.7826087 15.2173913],0
s8,1,0.048682,3.886292,[16 38] ; [ 5 35],[12.06382979 41.93617021] ; [ 8.93617021 31.06382979],0
p6,1,0.060098,3.534687,[17 35] ; [ 6 33],[13.14285714 38.85714286] ; [ 9.85714286 29.14285714],0
n1,1,0.064721,3.412087,[10 12] ; [ 4 17],[ 7.1627907 14.8372093] ; [ 6.8372093 14.1627907],0
v1,1,0.085005,2.966514,[23 28] ; [11 29],[19.05494505 31.94505495] ; [14.94505495 25.05494505],0
p3,1,0.088339,2.904391,[22 32] ; [ 9 29],[18.19565217 35.80434783] ; [12.80434783 25.19565217],0
s3,1,0.114752,2.48753,[25 25] ; [13 26],[21.34831461 28.65168539] ; [16.65168539 22.34831461],0
v2,1,0.139729,2.180939,[30 23] ; [16 23],[26.5 26.5] ; [19.5 19.5],0
a1,1,0.225633,1.468182,[ 4 51] ; [ 6 34],[ 5.78947368 49.21052632] ; [ 4.21052632 35.78947368],0
a8,1,0.261808,1.259173,[ 4 44] ; [ 1 37],[ 2.79069767 45.20930233] ; [ 2.20930233 35.79069767],0
b3,1,0.261926,1.258551,[11 29] ; [ 8 11],[12.88135593 27.11864407] ; [ 6.11864407 12.88135593],0
b2,1,0.261926,1.258551,[11 29] ; [ 8 11],[12.88135593 27.11864407] ; [ 6.11864407 12.88135593],0
u3,1,0.264521,1.244942,[10  8] ; [5 9],[8.4375 9.5625] ; [6.5625 7.4375],0
u1,1,0.289322,1.122774,[ 8 47] ; [ 3 37],[ 6.36842105 48.63157895] ; [ 4.63157895 35.36842105],0
s5,1,0.346246,0.887168,[14 38] ; [ 7 31],[12.13333333 39.86666667] ; [ 8.86666667 29.13333333],0
b4,1,0.396243,0.719697,[35 20] ; [22 18],[33. 22.] ; [24. 16.],0
s1,1,0.405041,0.693308,[ 2 53] ; [ 3 37],[ 2.89473684 52.10526316] ; [ 2.10526316 37.89473684],0
v3,1,0.456733,0.553888,[17 36] ; [10 30],[15.38709677 37.61290323] ; [11.61290323 28.38709677],0
r1,1,0.458993,0.548349,[16 37] ; [15 25],[17.66666667 35.33333333] ; [13.33333333 26.66666667],0
n4,1,0.465346,0.533006,[37 18] ; [24 16],[35.31578947 19.68421053] ; [25.68421053 14.31578947],0
u2,1,0.529651,0.395062,[11  7] ; [7 7],[10.125  7.875] ; [7.875 6.125],0
n3,1,0.536632,0.381818,[11 10] ; [ 9 12],[10. 11.] ; [10. 11.],0
d2,1,0.541218,0.373287,[27 27] ; [22 17],[28.4516129 25.5483871] ; [20.5483871 18.4516129],0
a6,1,0.586335,0.296104,[36 19] ; [24 16],[34.73684211 20.26315789] ; [25.26315789 14.73684211],0
s4,1,0.725225,0.123541,[ 8 46] ; [ 7 33],[ 8.61702128 45.38297872] ; [ 6.38297872 33.61702128],0
d4,1,0.725225,0.123541,[46  8] ; [33  7],[45.38297872  8.61702128] ; [33.61702128  6.38297872],0
p1,1,0.762483,0.091338,[ 5 49] ; [ 3 37],[ 4.59574468 49.40425532] ; [ 3.40425532 36.59574468],0
r2,1,0.773561,0.082783,[31 17] ; [25 12],[31.62352941 16.37647059] ; [24.37647059 12.62352941],0
v4,1,0.788608,0.071887,[33 16] ; [28 12],[33.58426966 15.41573034] ; [27.41573034 12.58426966],0
d1,1,0.805128,0.060869,[33 22] ; [25 15],[33.57894737 21.42105263] ; [24.42105263 15.57894737],0
d3,1,0.840969,0.040262,[37 18] ; [27 12],[37.44680851 17.55319149] ; [26.55319149 12.44680851],0
a5,1,0.869178,0.027127,[38 17] ; [27 13],[37.63157895 17.36842105] ; [27.36842105 12.63157895],0
a7,1,0.891063,0.018758,[33 21] ; [25 15],[33.31914894 20.68085106] ; [24.68085106 15.31914894],0
b5,1,0.89488,0.017459,[31 24] ; [22 18],[30.68421053 24.31578947] ; [22.31578947 17.68421053],0
a2,1,0.931785,0.007327,[10 45] ; [ 7 33],[ 9.84210526 45.15789474] ; [ 7.15789474 32.84210526],0
a4,1,0.946539,0.004496,[25 30] ; [18 21],[25.15957447 29.84042553] ; [17.84042553 21.15957447],0
a3,1,0.963358,0.002111,[36 19] ; [26 14],[35.89473684 19.10526316] ; [26.10526316 13.89473684],0
