Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,126.11213,[ 17 116] ; [198  77],[70.08578431 62.91421569] ; [144.91421569 130.08578431],1
d3,1,0.0,113.412154,[68 65] ; [263  13],[107.63569682  25.36430318] ; [223.36430318  52.63569682],1
d4,1,0.0,112.103711,[78 55] ; [271   5],[113.48899756  19.51100244] ; [235.51100244  40.48899756],1
d5,1,0.0,94.568969,[82 51] ; [269   7],[114.1393643  18.8606357] ; [236.8606357  39.1393643],1
u1,1,0.0,51.202859,[  5 128] ; [102 174],[34.79462103 98.20537897] ; [ 72.20537897 203.79462103],1
a2,1,0.0,45.645793,[ 13 120] ; [119 157],[42.92420538 90.07579462] ; [ 89.07579462 186.92420538],1
a3,1,1e-06,24.407239,[76 57] ; [221  54],[96.81617647 36.18382353] ; [200.18382353  74.81617647],1
a4,1,2e-06,22.697507,[42 91] ; [156 119],[64.54411765 68.45588235] ; [133.45588235 141.54411765],1
a5,1,4e-06,21.423384,[90 43] ; [240  36],[107.31051345  25.68948655] ; [222.68948655  53.31051345],1
s2,1,0.00023,13.566703,[56 75] ; [168 102],[73.17705736 57.82294264] ; [150.82294264 119.17705736],1
s8,1,0.000302,13.055899,[46 87] ; [146 126],[63.05185185 69.94814815] ; [128.94814815 143.05185185],1
r1,1,0.000328,12.901472,[100  32] ; [244  29],[112.11851852  19.88148148] ; [231.88148148  41.11851852],1
n4,1,0.001545,10.024231,[95 37] ; [235  41],[106.76470588  25.23529412] ; [223.23529412  52.76470588],0
v2,1,0.003235,8.670159,[65 65] ; [174  92],[78.45959596 51.54040404] ; [160.54040404 105.45959596],0
v1,1,0.004609,8.026925,[66 65] ; [174  93],[78.99497487 52.00502513] ; [161.00502513 105.99497487],0
r2,1,0.008273,6.97339,[121  11] ; [266   7],[126.13333333   5.86666667] ; [260.86666667  12.13333333],0
s3,1,0.00923,6.777785,[64 68] ; [166 101],[76.09022556 55.90977444] ; [153.90977444 113.09022556],0
a6,1,0.009344,6.755793,[95 38] ; [228  48],[105.03422983  27.96577017] ; [217.96577017  58.03422983],0
v3,1,0.01767,5.628591,[43 88] ; [117 141],[53.88174807 77.11825193] ; [106.11825193 151.88174807],0
s6,1,0.047635,3.922824,[88 44] ; [203  64],[96.27067669 35.72932331] ; [194.72932331  72.27067669],0
s5,1,0.053416,3.730862,[38 92] ; [103 160],[46.64122137 83.35877863] ; [ 94.35877863 168.64122137],0
s7,1,0.067976,3.331238,[57 65] ; [148 113],[65.3002611 56.6997389] ; [139.6997389 121.3002611],0
b1,1,0.071704,3.243585,[57 76] ; [ 93 183],[48.77750611 84.22249389] ; [101.22249389 174.77750611],0
n1,1,0.110808,2.542654,[12 13] ; [14 34],[ 8.90410959 16.09589041] ; [17.09589041 30.90410959],0
b3,1,0.114546,2.490359,[21 52] ; [ 73 113],[26.49420849 46.50579151] ; [ 67.50579151 118.49420849],0
b2,1,0.114546,2.490359,[21 52] ; [ 73 113],[26.49420849 46.50579151] ; [ 67.50579151 118.49420849],0
p11,1,0.121523,2.397577,[104  29] ; [233  43],[109.58679707  23.41320293] ; [227.41320293  48.58679707],0
u3,1,0.137633,2.204224,[32 22] ; [40 15],[35.66972477 18.33027523] ; [36.33027523 18.66972477],0
p12,1,0.142207,2.153916,[ 10 123] ; [ 34 242],[ 14.30806846 118.69193154] ; [ 29.69193154 246.30806846],0
p9,1,0.170752,1.876325,[112  21] ; [243  30],[116.29310345  16.70689655] ; [238.70689655  34.29310345],0
p10,1,0.231714,1.430307,[109  22] ; [240  34],[112.88641975  18.11358025] ; [236.11358025  37.88641975],0
p3,1,0.261784,1.259299,[85 48] ; [191  84],[89.97058824 43.02941176] ; [186.02941176  88.97058824],0
r4,1,0.270832,1.212528,[122  11] ; [261  15],[124.54523227   8.45476773] ; [258.45476773  17.54523227],0
u2,1,0.276867,1.182403,[31 25] ; [36 19],[33.8018018 22.1981982] ; [33.1981982 21.8018018],0
n5,1,0.307172,1.042797,[100  31] ; [222  53],[103.89655172  27.10344828] ; [218.10344828  56.89655172],0
p6,1,0.339352,0.912879,[61 72] ; [139 134],[65.51724138 67.48275862] ; [134.48275862 138.51724138],0
u4,1,0.389504,0.74049,[  2 131] ; [  8 267],[  3.25980392 129.74019608] ; [  6.74019608 268.25980392],0
r3,1,0.412596,0.671307,[127   6] ; [265   8],[128.4137931   4.5862069] ; [263.5862069   9.4137931],0
a1,1,0.497921,0.459365,[  6 127] ; [ 17 259],[  7.4792176 125.5207824] ; [ 15.5207824 260.4792176],0
n6,1,0.502416,0.449829,[115  17] ; [244  29],[117.00740741  14.99259259] ; [241.99259259  31.00740741],0
v4,1,0.504496,0.445465,[128   5] ; [266   7],[129.06896552   3.93103448] ; [264.93103448   8.06896552],0
n3,1,0.505217,0.44396,[20  5] ; [35 13],[18.83561644  6.16438356] ; [36.16438356 11.83561644],0
s1,1,0.631843,0.22957,[  4 127] ; [ 11 263],[  4.85185185 126.14814815] ; [ 10.14814815 263.85185185],0
s4,1,0.663737,0.189016,[ 21 110] ; [ 48 222],[ 22.54114713 108.45885287] ; [ 46.45885287 223.54114713],0
p2,1,0.726117,0.122707,[121  12] ; [253  22],[121.91666667  11.08333333] ; [252.08333333  22.91666667],0
p8,1,0.732357,0.116958,[85 46] ; [173 101],[83.45185185 47.54814815] ; [174.54814815  99.45185185],0
b4,1,0.772322,0.083717,[78 55] ; [166 110],[79.34474328 53.65525672] ; [164.65525672 111.34474328],0
b5,1,0.792124,0.06946,[84 49] ; [178  98],[85.19804401 47.80195599] ; [176.80195599  99.19804401],0
p7,1,0.829604,0.046315,[96 35] ; [198  76],[95.0962963 35.9037037] ; [198.9037037  75.0962963],0
p1,1,0.920851,0.009873,[ 15 118] ; [ 30 244],[ 14.70515971 118.29484029] ; [ 30.29484029 243.70515971],0
p5,1,0.967372,0.001673,[ 21 111] ; [ 43 230],[ 20.85925926 111.14074074] ; [ 43.14074074 229.85925926],0
a8,1,0.969775,0.001436,[ 16 105] ; [ 31 206],[ 15.88547486 105.11452514] ; [ 31.11452514 205.88547486],0
n2,1,0.975506,0.000943,[18  7] ; [34 13],[18.05555556  6.94444444] ; [33.94444444 13.05555556],0
