Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,46.542109,[67  5] ; [19 34],[49.536 22.464] ; [36.464 16.536],1
d5,1,0.0,35.048113,[69  2] ; [28 25],[55.54032258 15.45967742] ; [41.45967742 11.54032258],1
d2,1,0.0,28.36174,[51 21] ; [12 41],[36.288 35.712] ; [26.712 26.288],1
d4,1,1e-06,24.786588,[70  1] ; [35 18],[60.12096774 10.87903226] ; [44.87903226  8.12096774],1
a5,1,1e-06,23.828379,[63  9] ; [25 28],[50.688 21.312] ; [37.312 15.688],1
a4,1,2e-06,23.137087,[49 23] ; [13 40],[35.712 36.288] ; [26.288 26.712],1
a2,1,1.8e-05,18.365476,[26 46] ; [ 2 51],[16.128 55.872] ; [11.872 41.128],1
u1,1,0.000375,12.652588,[18 54] ; [ 1 52],[10.944 61.056] ; [ 8.056 44.944],1
a3,1,0.002914,8.860553,[58 14] ; [29 23],[50.51612903 21.48387097] ; [36.48387097 15.51612903],0
s8,1,0.005788,7.615022,[43 29] ; [18 34],[35.41935484 36.58064516] ; [25.58064516 26.41935484],0
p4,1,0.006971,7.280325,[53 19] ; [26 26],[45.87096774 26.12903226] ; [33.12903226 18.87096774],0
p6,1,0.007567,7.13322,[41 31] ; [17 35],[33.67741935 38.32258065] ; [24.32258065 27.67741935],0
r2,1,0.00763,7.118343,[71  1] ; [46  7],[67.392  4.608] ; [49.608  3.392],0
p10,1,0.00813,7.004558,[66  6] ; [37 13],[60.78688525 11.21311475] ; [42.21311475  7.78688525],0
p3,1,0.009772,6.67608,[44 28] ; [20 33],[36.864 35.136] ; [27.136 25.864],0
r1,1,0.022693,5.191831,[62 10] ; [36 16],[56.90322581 15.09677419] ; [41.09677419 10.90322581],0
a8,1,0.044786,4.02669,[ 5 62] ; [10 40],[ 8.58974359 58.41025641] ; [ 6.41025641 43.58974359],0
r4,1,0.073607,3.200698,[68  4] ; [45  8],[65.088  6.912] ; [47.912  5.088],0
r3,1,0.07794,3.107336,[67  4] ; [45  8],[64.12903226  6.87096774] ; [47.87096774  5.12903226],0
p9,1,0.106925,2.599097,[65  7] ; [40 10],[61.96721311 10.03278689] ; [43.03278689  6.96721311],0
s3,1,0.129374,2.299999,[54 17] ; [33 19],[50.2195122 20.7804878] ; [36.7804878 15.2195122],0
a6,1,0.146736,2.105859,[46 26] ; [27 26],[42.048 29.952] ; [30.952 22.048],0
u3,1,0.196851,1.665584,[10  4] ; [12 12],[8.10526316 5.89473684] ; [13.89473684 10.10526316],0
b4,1,0.212258,1.555958,[41 31] ; [36 17],[44.352 27.648] ; [32.648 20.352],0
s7,1,0.288818,1.125124,[42 26] ; [26 24],[39.18644068 28.81355932] ; [28.81355932 21.18644068],0
p2,1,0.322197,0.980007,[64  8] ; [43  9],[62.12903226  9.87096774] ; [44.87096774  7.12903226],0
b3,1,0.327448,0.958966,[22 26] ; [10 19],[19.94805195 28.05194805] ; [12.05194805 16.94805195],0
b2,1,0.327448,0.958966,[22 26] ; [10 19],[19.94805195 28.05194805] ; [12.05194805 16.94805195],0
n4,1,0.373455,0.792137,[55 17] ; [36 16],[52.83870968 19.16129032] ; [38.16129032 13.83870968],0
v3,1,0.398639,0.712428,[15 55] ; [ 8 44],[13.19672131 56.80327869] ; [ 9.80327869 42.19672131],0
p8,1,0.410596,0.677075,[40 32] ; [25 27],[37.74193548 34.25806452] ; [27.25806452 24.74193548],0
s6,1,0.477601,0.504336,[61 10] ; [46  5],[62.2704918  8.7295082] ; [44.7295082  6.2704918],0
v1,1,0.47776,0.503973,[36 35] ; [23 29],[34.05691057 36.94308943] ; [24.94308943 27.05691057],0
b5,1,0.499727,0.455516,[35 37] ; [29 24],[36.864 35.136] ; [27.136 25.864],0
n5,1,0.519412,0.415061,[54 18] ; [37 16],[52.416 19.584] ; [38.584 14.416],0
p5,1,0.525854,0.402397,[12 60] ; [11 41],[13.35483871 58.64516129] ; [ 9.64516129 42.35483871],0
n1,1,0.61093,0.258824,[10  8] ; [7 8],[9.27272727 8.72727273] ; [7.72727273 7.27272727],0
p7,1,0.615817,0.251791,[47 23] ; [32 19],[45.70247934 24.29752066] ; [33.29752066 17.70247934],0
n3,1,0.622301,0.242647,[12  5] ; [10  6],[11.33333333  5.66666667] ; [10.66666667  5.33333333],0
s1,1,0.626791,0.236438,[ 4 67] ; [ 4 47],[ 4.6557377 66.3442623] ; [ 3.3442623 47.6557377],0
u2,1,0.670556,0.180952,[8 6] ; [12 12],[7.36842105 6.63157895] ; [12.63157895 11.36842105],0
s4,1,0.673961,0.177004,[23 48] ; [15 37],[21.93495935 49.06504065] ; [16.06504065 35.93495935],0
v4,1,0.681533,0.168405,[69  3] ; [49  3],[68.51612903  3.48387097] ; [49.48387097  2.51612903],0
a7,1,0.68875,0.160442,[46 26] ; [32 21],[44.928 27.072] ; [33.072 19.928],0
s2,1,0.725779,0.123022,[49 22] ; [35 18],[48.09677419 22.90322581] ; [35.90322581 17.09677419],0
a1,1,0.771913,0.084027,[ 5 67] ; [ 3 50],[ 4.608 67.392] ; [ 3.392 49.608],0
p12,1,0.848912,0.036293,[ 6 65] ; [ 5 48],[ 6.2983871 64.7016129] ; [ 4.7016129 48.2983871],0
n6,1,0.84954,0.035988,[62 10] ; [45  8],[61.632 10.368] ; [45.368  7.632],0
n2,1,0.873628,0.025298,[15  3] ; [13  3],[14.82352941  3.17647059] ; [13.17647059  2.82352941],0
p11,1,0.951877,0.003642,[54 18] ; [40 13],[54.144 17.856] ; [39.856 13.144],0
b1,1,0.969689,0.001444,[31 41] ; [23 30],[31.104 40.896] ; [22.896 30.104],0
p1,1,0.979362,0.000669,[10 62] ; [ 7 44],[ 9.95121951 62.04878049] ; [ 7.04878049 43.95121951],0
