Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.8e-05,18.359965,[10 34] ; [336 263],[23.67651633 20.32348367] ; [322.32348367 276.67651633],1
n5,1,2.9e-05,17.471937,[24 20] ; [483 113],[34.85625  9.14375] ; [472.14375 123.85625],1
p4,1,0.000387,12.594493,[17 27] ; [390 207],[27.9375975 16.0624025] ; [379.0624025 217.9375975],1
a5,1,0.002617,9.056946,[25 19] ; [462 138],[33.27329193 10.72670807] ; [453.72670807 146.27329193],0
s2,1,0.003143,8.722536,[13 31] ; [312 281],[22.44897959 21.55102041] ; [302.55102041 290.44897959],0
p8,1,0.004988,7.88374,[17 27] ; [356 235],[25.84566929 18.15433071] ; [347.15433071 243.84566929],0
p7,1,0.005725,7.635001,[21 22] ; [405 180],[29.16878981 13.83121019] ; [396.83121019 188.16878981],0
n6,1,0.008175,6.994658,[33 11] ; [528  68],[38.56875  5.43125] ; [522.43125  73.56875],0
s6,1,0.012572,6.22834,[23 21] ; [412 174],[30.38095238 13.61904762] ; [404.61904762 181.38095238],0
n4,1,0.020655,5.35563,[29 15] ; [483 117],[34.98136646  9.01863354] ; [477.01863354 122.98136646],0
p5,1,0.021802,5.261485,[ 1 43] ; [ 87 508],[ 6.05946792 37.94053208] ; [ 81.94053208 513.05946792],0
v1,1,0.031664,4.616575,[18 25] ; [339 239],[24.71980676 18.28019324] ; [332.28019324 245.71980676],0
a8,1,0.047493,3.927841,[10 30] ; [ 75 476],[ 5.75296108 34.24703892] ; [ 79.24703892 471.75296108],0
u2,1,0.048124,3.905652,[5 9] ; [99 59],[8.46511628 5.53488372] ; [95.53488372 62.46511628],0
a1,1,0.051815,3.781737,[ 5 39] ; [ 28 572],[ 2.25465839 41.74534161] ; [ 30.74534161 569.25465839],0
u4,1,0.056091,3.649355,[ 3 41] ; [ 13 586],[ 1.09486781 42.90513219] ; [ 14.90513219 584.09486781],0
s5,1,0.0617,3.491076,[ 9 33] ; [206 372],[14.56451613 27.43548387] ; [200.43548387 377.56451613],0
v4,1,0.066869,3.35826,[40  4] ; [573  21],[42.27586207  1.72413793] ; [570.72413793  23.27586207],0
s7,1,0.082058,3.023659,[16 27] ; [294 283],[21.5 21.5] ; [288.5 288.5],0
p2,1,0.097245,2.750154,[35  9] ; [526  71],[38.50858034  5.49141966] ; [522.49141966  74.50858034],0
a7,1,0.10329,2.653991,[27 17] ; [436 163],[31.68273717 12.31726283] ; [431.31726283 167.68273717],0
p1,1,0.105001,2.627889,[ 1 43] ; [ 57 541],[ 3.97507788 40.02492212] ; [ 54.02492212 543.97507788],0
v3,1,0.142235,2.153616,[13 30] ; [239 335],[17.5623987 25.4376013] ; [234.4376013 339.5623987],0
d1,1,0.170359,1.879784,[22 22] ; [363 237],[26.30434783 17.69565217] ; [358.69565217 241.30434783],0
s4,1,0.187406,1.737894,[ 4 39] ; [101 492],[ 7.0990566 35.9009434] ; [ 97.9009434 495.0990566],0
p12,1,0.202679,1.622965,[ 2 42] ; [ 63 534],[ 4.46177847 39.53822153] ; [ 60.53822153 536.46177847],0
b5,1,0.214916,1.538001,[30 14] ; [352 248],[26.09937888 17.90062112] ; [355.90062112 244.09937888],0
a2,1,0.221432,1.495067,[ 7 37] ; [144 456],[10.31677019 33.68322981] ; [140.68322981 459.31677019],0
