Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,28.514779,[ 6 21] ; [37  6],[16.58571429 10.41428571] ; [26.41428571 16.58571429],1
p11,1,0.000224,13.618484,[ 7 21] ; [30 13],[14.5915493 13.4084507] ; [22.4084507 20.5915493],1
p2,1,0.001185,10.51372,[10 18] ; [32 11],[16.56338028 11.43661972] ; [25.43661972 17.56338028],0
n6,1,0.008569,6.910569,[ 9 18] ; [27 14],[14.29411765 12.70588235] ; [21.70588235 19.29411765],0
v4,1,0.01368,6.078947,[14 14] ; [30  8],[18.66666667  9.33333333] ; [25.33333333 12.66666667],0
s2,1,0.015986,5.80438,[ 4 24] ; [17 24],[ 8.52173913 19.47826087] ; [12.47826087 28.52173913],0
s7,1,0.024935,5.028403,[ 4 22] ; [17 24],[ 8.14925373 17.85074627] ; [12.85074627 28.14925373],0
a1,1,0.028889,4.774238,[ 6 22] ; [ 2 41],[ 3.15492958 24.84507042] ; [ 4.84507042 38.15492958],0
p8,1,0.036343,4.380952,[ 5 22] ; [18 24],[ 9. 18.] ; [14. 28.],0
s8,1,0.044682,4.030589,[ 2 26] ; [11 31],[ 5.2 22.8] ; [ 7.8 34.2],0
s1,1,0.054235,3.705467,[ 4 24] ; [ 1 42],[ 1.97183099 26.02816901] ; [ 3.02816901 39.97183099],0
r3,1,0.068863,3.309915,[14 14] ; [28 11],[17.55223881 10.44776119] ; [24.44776119 14.55223881],0
s5,1,0.074861,3.173077,[ 2 24] ; [10 30],[ 4.72727273 21.27272727] ; [ 7.27272727 32.72727273],0
u3,1,0.092521,2.829947,[2 8] ; [9 8],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
p5,1,0.107463,2.591134,[ 1 26] ; [ 7 36],[ 3.08571429 23.91428571] ; [ 4.91428571 38.08571429],0
s4,1,0.112776,2.514881,[ 3 25] ; [11 31],[ 5.6 22.4] ; [ 8.4 33.6],0
r2,1,0.118465,2.4375,[13 13] ; [27 12],[16. 10.] ; [24. 15.],0
d2,1,0.141649,2.159951,[14 14] ; [14 29],[11.04225352 16.95774648] ; [16.95774648 26.04225352],0
b1,1,0.146003,2.113518,[16 12] ; [17 26],[13.01408451 14.98591549] ; [19.98591549 23.01408451],0
p7,1,0.169175,1.890236,[ 9 19] ; [20 21],[11.76811594 16.23188406] ; [17.23188406 23.76811594],0
n2,1,0.182566,1.776608,[8 8] ; [11  4],[9.80645161 6.19354839] ; [9.19354839 5.80645161],0
a4,1,0.23936,1.384358,[13 15] ; [14 29],[10.64788732 17.35211268] ; [16.35211268 26.64788732],0
d3,1,0.280087,1.166667,[18 10] ; [32 10],[20.  8.] ; [30. 12.],0
s6,1,0.286227,1.137282,[ 9 19] ; [18 22],[11.11764706 16.88235294] ; [15.88235294 24.11764706],0
b4,1,0.286283,1.13702,[14 14] ; [27 16],[16.16901408 11.83098592] ; [24.83098592 18.16901408],0
n5,1,0.321999,0.98081,[13 15] ; [24 17],[15.01449275 12.98550725] ; [21.98550725 19.01449275],0
s3,1,0.342964,0.899322,[ 9 19] ; [17 22],[10.86567164 17.13432836] ; [15.13432836 23.86567164],0
a2,1,0.366729,0.814718,[ 7 21] ; [ 7 36],[ 5.52112676 22.47887324] ; [ 8.47887324 34.52112676],0
a6,1,0.40976,0.679496,[19  9] ; [25 18],[17.35211268 10.64788732] ; [26.64788732 16.35211268],0
a5,1,0.40976,0.679496,[19  9] ; [25 18],[17.35211268 10.64788732] ; [26.64788732 16.35211268],0
b5,1,0.477872,0.503715,[18 10] ; [24 19],[16.56338028 11.43661972] ; [25.43661972 17.56338028],0
p6,1,0.493345,0.469224,[ 5 22] ; [11 32],[ 6.17142857 20.82857143] ; [ 9.82857143 33.17142857],0
b3,1,0.49478,0.466115,[ 6 11] ; [ 5 15],[ 5.05405405 11.94594595] ; [ 5.94594595 14.05405405],0
b2,1,0.49478,0.466115,[ 6 11] ; [ 5 15],[ 5.05405405 11.94594595] ; [ 5.94594595 14.05405405],0
