Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.191925,[15 27] ; [92 16],[29.96 12.04] ; [77.04 30.96],1
p2,1,1e-06,24.844425,[18 25] ; [90 19],[30.55263158 12.44736842] ; [77.44736842 31.55263158],1
p9,1,1e-06,23.558377,[20 20] ; [97 14],[30.99337748  9.00662252] ; [86.00662252 24.99337748],1
r3,1,3.5e-05,17.114323,[28 15] ; [103   9],[36.34193548  6.65806452] ; [94.65806452 17.34193548],1
p8,1,0.00065,11.628368,[ 7 35] ; [51 58],[16.13245033 25.86754967] ; [41.86754967 67.13245033],1
n6,1,0.00195,9.596318,[26 17] ; [93 18],[33.22727273  9.77272727] ; [85.77272727 25.22727273],0
b1,1,0.002314,9.282029,[27 16] ; [40 72],[18.58709677 24.41290323] ; [48.41290323 63.58709677],0
r4,1,0.004285,8.158742,[18 25] ; [75 37],[25.8 17.2] ; [67.2 44.8],0
s6,1,0.005332,7.763238,[14 27] ; [65 44],[21.59333333 19.40666667] ; [57.40666667 51.59333333],0
n2,1,0.010993,6.466467,[8 9] ; [30  7],[11.96296296  5.03703704] ; [26.03703704 10.96296296],0
n5,1,0.013837,6.058803,[22 21] ; [80 31],[28.48051948 14.51948052] ; [73.51948052 37.48051948],0
s8,1,0.014257,6.006004,[ 7 36] ; [41 71],[13.31612903 29.68387097] ; [34.68387097 77.31612903],0
v4,1,0.014485,5.978036,[31 12] ; [98 13],[36.01948052  6.98051948] ; [92.98051948 18.01948052],0
v1,1,0.015649,5.841884,[12 31] ; [53 54],[18.63333333 24.36666667] ; [46.36666667 60.63333333],0
p3,1,0.03054,4.678628,[13 29] ; [56 55],[18.94117647 23.05882353] ; [50.05882353 60.94117647],0
p4,1,0.042856,4.101054,[15 27] ; [60 51],[20.58823529 21.41176471] ; [54.41176471 56.58823529],0
p6,1,0.047472,3.928581,[ 9 32] ; [42 65],[14.12837838 26.87162162] ; [36.87162162 70.12837838],0
p7,1,0.0476,3.924045,[16 27] ; [60 49],[21.5 21.5] ; [54.5 54.5],0
s4,1,0.04845,3.894311,[13 30] ; [18 94],[ 8.6 34.4] ; [22.4 89.6],0
b2,1,0.069231,3.301158,[12  9] ; [26 48],[ 8.4 12.6] ; [29.6 44.4],0
b3,1,0.069231,3.301158,[12  9] ; [26 48],[ 8.4 12.6] ; [29.6 44.4],0
s7,1,0.075941,3.149691,[10 28] ; [46 62],[14.57534247 23.42465753] ; [41.42465753 66.57534247],0
s3,1,0.08127,3.039318,[14 27] ; [56 56],[18.75816993 22.24183007] ; [51.24183007 60.75816993],0
n3,1,0.100906,2.691162,[8 9] ; [26 11],[10.7037037  6.2962963] ; [23.2962963 13.7037037],0
b4,1,0.108727,2.572633,[22 21] ; [73 39],[26.35483871 16.64516129] ; [68.64516129 43.35483871],0
n4,1,0.113055,2.510995,[25 18] ; [80 32],[29.12903226 13.87096774] ; [75.87096774 36.12903226],0
n1,1,0.12295,2.379328,[ 4 13] ; [16 19],[ 6.53846154 10.46153846] ; [13.46153846 21.53846154],0
s2,1,0.142657,2.149064,[14 29] ; [51 61],[18.03225806 24.96774194] ; [46.96774194 65.03225806],0
d4,1,0.174063,1.847599,[32 11] ; [94 18],[34.95483871  8.04516129] ; [91.04516129 20.95483871],0
v3,1,0.179911,1.798358,[10 32] ; [38 70],[13.44 28.56] ; [34.56 73.44],0
v2,1,0.205947,1.599692,[17 26] ; [55 53],[20.50331126 22.49668874] ; [51.49668874 56.50331126],0
p5,1,0.227509,1.456367,[ 2 41] ; [12 98],[ 3.93464052 39.06535948] ; [10.06535948 99.93464052],0
u1,1,0.262004,1.258136,[ 5 38] ; [  7 105],[ 3.32903226 39.67096774] ; [  8.67096774 103.32903226],0
r2,1,0.26779,1.22803,[31  9] ; [92 16],[33.24324324  6.75675676] ; [89.75675676 18.24324324],0
d2,1,0.282881,1.153195,[23 19] ; [50 61],[20.03921569 21.96078431] ; [52.96078431 58.03921569],0
s5,1,0.303681,1.057959,[13 26] ; [26 79],[10.5625 28.4375] ; [28.4375 76.5625],0
a2,1,0.329529,0.950748,[ 8 35] ; [14 98],[ 6.10322581 36.89677419] ; [15.89677419 96.10322581],0
a4,1,0.350021,0.87338,[20 22] ; [44 68],[17.45454545 24.54545455] ; [46.54545455 65.45454545],0
u3,1,0.356605,0.849815,[ 6 10] ; [17 16],[7.51020408 8.48979592] ; [15.48979592 17.51020408],0
a1,1,0.367108,0.813432,[ 5 38] ; [  8 104],[ 3.60645161 39.39354839] ; [  9.39354839 102.60645161],0
a3,1,0.413891,0.667596,[27 16] ; [78 34],[29.12903226 13.87096774] ; [75.87096774 36.12903226],0
p1,1,0.495476,0.464613,[ 5 38] ; [  9 102],[ 3.90909091 39.09090909] ; [ 10.09090909 100.90909091],0
a6,1,0.546449,0.363717,[25 18] ; [71 41],[26.63225806 16.36774194] ; [69.36774194 42.63225806],0
a8,1,0.570809,0.32133,[ 3 38] ; [11 95],[ 3.9047619 37.0952381] ; [10.0952381 95.9047619],0
d3,1,0.579608,0.306868,[29 13] ; [72 40],[27.54545455 14.45454545] ; [73.45454545 38.54545455],0
u2,1,0.697051,0.151558,[8 8] ; [19 15],[8.64 7.36] ; [18.36 15.64],0
a7,1,0.701115,0.147314,[27 16] ; [74 38],[28.01935484 14.98064516] ; [72.98064516 39.01935484],0
s1,1,0.763117,0.090836,[ 2 41] ; [  4 107],[ 1.67532468 41.32467532] ; [  4.32467532 106.67532468],0
d1,1,0.802231,0.062731,[24 19] ; [65 47],[24.69032258 18.30967742] ; [64.30967742 47.69032258],0
b5,1,0.81529,0.054573,[26 17] ; [70 42],[26.63225806 16.36774194] ; [69.36774194 42.63225806],0
a5,1,0.871473,0.026175,[29 14] ; [74 38],[28.57419355 14.42580645] ; [74.42580645 37.57419355],0
