Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,83.011635,[438  49] ; [14 24],[419.28380952  67.71619048] ; [32.71619048  5.28380952],1
r3,1,0.0,77.62977,[479   8] ; [26 11],[469.34160305  17.65839695] ; [35.65839695  1.34160305],1
v4,1,0.0,72.981928,[479   9] ; [26 11],[469.40952381  18.59047619] ; [35.59047619  1.40952381],1
p2,1,0.0,29.080556,[414  72] ; [18 18],[402.20689655  83.79310345] ; [29.79310345  6.20689655],1
n6,1,3e-06,21.60926,[424  61] ; [22 15],[414.38697318  70.61302682] ; [31.61302682  5.38697318],1
p7,1,5e-06,20.702173,[318 157] ; [11 26],[305.22460938 169.77539062] ; [23.77539062 13.22460938],1
p9,1,7e-06,20.281375,[422  59] ; [24 15],[412.55  68.45] ; [33.45  5.55],1
s6,1,1.8e-05,18.372804,[343 136] ; [14 23],[331.40116279 147.59883721] ; [25.59883721 11.40116279],1
p11,1,0.000127,14.684087,[392  97] ; [21 18],[382.49431818 106.50568182] ; [30.50568182  8.49431818],1
p8,1,0.000133,14.59241,[272 207] ; [ 9 28],[260.85077519 218.14922481] ; [20.14922481 16.85077519],1
p10,1,0.0002,13.831943,[408  76] ; [23 15],[399.62452107  84.37547893] ; [31.37547893  6.62452107],1
p4,1,0.000263,13.319078,[321 163] ; [14 24],[310.61302682 173.38697318] ; [24.38697318 13.61302682],1
s8,1,0.002236,9.345236,[252 232] ; [10 28],[242.92720307 241.07279693] ; [19.07279693 18.92720307],0
u1,1,0.0109,6.481495,[143 346] ; [ 4 35],[136.14204545 352.85795455] ; [10.85795455 28.14204545],0
a7,1,0.011982,6.313572,[383 106] ; [23 15],[376.72485769 112.27514231] ; [29.27514231  8.72485769],0
v1,1,0.012321,6.264024,[275 201] ; [14 24],[267.63424125 208.36575875] ; [21.36575875 16.63424125],0
n3,1,0.012832,6.192194,[74 27] ; [ 9 11],[69.28099174 31.71900826] ; [13.71900826  6.28099174],0
a6,1,0.012994,6.169872,[363 123] ; [22 17],[356.4 129.6] ; [28.6 10.4],0
