Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000231,13.559322,[47 43] ; [ 8 35],[37.21804511 52.78195489] ; [17.78195489 25.21804511],1
p11,1,0.000317,12.965693,[69 22] ; [19 24],[59.76119403 31.23880597] ; [28.23880597 14.76119403],1
s1,1,0.000438,12.364189,[ 1 88] ; [ 7 34],[ 5.47692308 83.52307692] ; [ 2.52307692 38.47692308],1
p7,1,0.000525,12.024146,[53 36] ; [11 30],[43.81538462 45.18461538] ; [20.18461538 20.81538462],1
v4,1,0.000543,11.963061,[83  7] ; [29 13],[76.36363636 13.63636364] ; [35.63636364  6.36363636],1
p4,1,0.000764,11.327166,[47 44] ; [ 9 34],[38.02985075 52.97014925] ; [17.97014925 25.02985075],1
r3,1,0.00119,10.506122,[78 12] ; [26 16],[70.90909091 19.09090909] ; [33.09090909  8.90909091],0
p10,1,0.00341,8.574039,[61 28] ; [17 24],[53.4 35.6] ; [24.6 16.4],0
p9,1,0.00427,8.165359,[66 24] ; [19 21],[58.84615385 31.15384615] ; [26.15384615 13.84615385],0
a1,1,0.005939,7.56882,[ 1 90] ; [ 5 38],[ 4.07462687 86.92537313] ; [ 1.92537313 41.07462687],0
n6,1,0.006163,7.501913,[71 20] ; [23 19],[64.31578947 26.68421053] ; [29.68421053 12.31578947],0
p6,1,0.011741,6.349512,[29 60] ; [ 5 37],[23.09923664 65.90076336] ; [10.90076336 31.09923664],0
s7,1,0.016541,5.744485,[22 63] ; [ 3 37],[17. 68.] ; [ 8. 32.],0
d3,1,0.042069,4.132414,[32 57] ; [ 8 35],[26.96969697 62.03030303] ; [13.03030303 29.96969697],0
r4,1,0.051781,3.782836,[68 23] ; [25 18],[63.15671642 27.84328358] ; [29.84328358 13.15671642],0
b3,1,0.067212,3.349821,[ 9 41] ; [ 9 15],[12.16216216 37.83783784] ; [ 5.83783784 18.16216216],0
b2,1,0.067212,3.349821,[ 9 41] ; [ 9 15],[12.16216216 37.83783784] ; [ 5.83783784 18.16216216],0
n1,1,0.078127,3.103448,[ 7 22] ; [8 8],[ 9.66666667 19.33333333] ; [ 5.33333333 10.66666667],0
p8,1,0.090624,2.863253,[41 47] ; [13 29],[36.55384615 51.44615385] ; [17.44615385 24.55384615],0
n3,1,0.098416,2.731034,[24  5] ; [9 6],[21.75  7.25] ; [11.25  3.75],0
b5,1,0.101233,2.686012,[56 35] ; [20 23],[51.6119403 39.3880597] ; [24.3880597 18.6119403],0
p3,1,0.103722,2.647359,[36 54] ; [11 32],[31.80451128 58.19548872] ; [15.19548872 27.80451128],0
p12,1,0.149319,2.079199,[ 3 87] ; [ 4 39],[ 4.73684211 85.26315789] ; [ 2.26315789 40.73684211],0
b1,1,0.165983,1.918852,[33 58] ; [21 22],[36.67164179 54.32835821] ; [17.32835821 25.67164179],0
v2,1,0.169284,1.889271,[34 53] ; [10 28],[30.624 56.376] ; [13.376 24.624],0
n2,1,0.173726,1.850494,[22  7] ; [9 7],[19.97777778  9.02222222] ; [11.02222222  4.97777778],0
s3,1,0.210064,1.570983,[35 55] ; [11 29],[31.84615385 58.15384615] ; [14.15384615 25.84615385],0
r2,1,0.225652,1.468063,[79 12] ; [33  9],[76.63157895 14.36842105] ; [35.36842105  6.63157895],0
b4,1,0.296416,1.090249,[49 42] ; [19 24],[46.17910448 44.82089552] ; [21.82089552 21.17910448],0
u2,1,0.306293,1.046592,[21 28] ; [ 8 18],[18.94666667 30.05333333] ; [10.05333333 15.94666667],0
v1,1,0.342687,0.900353,[37 53] ; [14 29],[34.5112782 55.4887218] ; [16.4887218 26.5112782],0
s5,1,0.359445,0.839831,[14 75] ; [ 4 37],[12.32307692 76.67692308] ; [ 5.67692308 35.32307692],0
s4,1,0.39636,0.719341,[18 72] ; [ 6 37],[16.2406015 73.7593985] ; [ 7.7593985 35.2406015],0
a7,1,0.402511,0.700813,[52 38] ; [21 21],[49.77272727 40.22727273] ; [23.22727273 18.77272727],0
n4,1,0.406993,0.687566,[65 26] ; [27 15],[62.94736842 28.05263158] ; [29.05263158 12.94736842],0
u3,1,0.428111,0.627943,[18 31] ; [12 14],[19.6 29.4] ; [10.4 15.6],0
r1,1,0.450905,0.568376,[54 37] ; [22 20],[52. 39.] ; [24. 18.],0
v3,1,0.496318,0.462802,[24 66] ; [13 27],[25.61538462 64.38461538] ; [11.38461538 28.61538462],0
a2,1,0.51147,0.431059,[ 7 84] ; [ 2 41],[ 6.1119403 84.8880597] ; [ 2.8880597 40.1119403],0
a6,1,0.515781,0.422322,[52 39] ; [22 21],[50.25373134 40.74626866] ; [23.74626866 19.25373134],0
p5,1,0.563393,0.333864,[ 6 84] ; [ 4 38],[ 6.81818182 83.18181818] ; [ 3.18181818 38.81818182],0
u1,1,0.584596,0.298864,[ 1 90] ; [ 1 42],[ 1.35820896 89.64179104] ; [ 0.64179104 42.35820896],0
s6,1,0.603934,0.269103,[36 53] ; [15 27],[34.64885496 54.35114504] ; [16.35114504 25.64885496],0
a3,1,0.615975,0.251565,[42 49] ; [17 24],[40.67424242 50.32575758] ; [18.32575758 22.67424242],0
n5,1,0.630463,0.231433,[65 25] ; [32 10],[66.13636364 23.86363636] ; [30.86363636 11.13636364],0
a5,1,0.651983,0.20341,[44 47] ; [19 24],[42.78358209 48.21641791] ; [20.21641791 22.78358209],0
a8,1,0.668846,0.182954,[ 8 75] ; [ 3 38],[ 7.36290323 75.63709677] ; [ 3.63709677 37.36290323],0
s2,1,0.748456,0.102833,[20 71] ; [ 8 33],[19.3030303 71.6969697] ; [ 8.6969697 32.3030303],0
d1,1,0.757797,0.095095,[ 3 88] ; [ 1 42],[ 2.71641791 88.28358209] ; [ 1.28358209 41.71641791],0
p1,1,0.800183,0.064065,[12 79] ; [ 5 38],[11.54477612 79.45522388] ; [ 5.45522388 37.54477612],0
d2,1,0.876876,0.024003,[18 73] ; [ 9 34],[18.3358209 72.6641791] ; [ 8.6641791 34.3358209],0
