Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,153.689013,[195  84] ; [ 57 245],[121.01204819 157.98795181] ; [130.98795181 171.01204819],1
s2,1,0.0,122.020483,[208  72] ; [ 84 213],[141.69844021 138.30155979] ; [150.30155979 146.69844021],1
s6,1,0.0,79.028662,[233  43] ; [148 152],[182.5625  93.4375] ; [198.4375 101.5625],1
s3,1,0.0,77.367999,[208  70] ; [114 183],[155.68 122.32] ; [166.32 130.68],1
a3,1,0.0,33.702439,[231  48] ; [183 117],[199.49222798  79.50777202] ; [214.50777202  85.49222798],1
s5,1,0.0,33.095712,[113 158] ; [ 58 239],[ 81.58626761 189.41373239] ; [ 89.41373239 207.58626761],1
u1,1,1e-06,24.611124,[ 77 204] ; [ 34 268],[ 53.50085763 227.49914237] ; [ 57.49914237 244.50085763],1
p4,1,2.4e-05,17.823164,[184  96] ; [145 155],[158.82758621 121.17241379] ; [170.17241379 129.82758621],1
p6,1,6.4e-05,15.979646,[119 159] ; [ 80 217],[ 96.21217391 181.78782609] ; [102.78782609 194.21217391],1
v3,1,0.000117,14.833677,[129 145] ; [ 91 200],[106.69026549 167.30973451] ; [113.30973451 177.69026549],1
a5,1,0.000131,14.633723,[228  53] ; [203  99],[207.73756432  73.26243568] ; [223.26243568  78.73756432],1
p9,1,0.000176,14.07284,[250  28] ; [233  64],[233.52  44.48] ; [249.48  47.52],1
p3,1,0.000279,13.207257,[150 130] ; [116 185],[128.19277108 151.80722892] ; [137.80722892 163.19277108],1
p7,1,0.000341,12.829432,[187  84] ; [162 136],[166.21968366 104.78031634] ; [182.78031634 115.21968366],1
r1,1,0.000697,11.49799,[236  44] ; [218  82],[219.17241379  60.82758621] ; [234.82758621  65.17241379],1
p10,1,0.000856,11.116046,[242  36] ; [228  71],[226.44714038  51.55285962] ; [243.55285962  55.44714038],1
v2,1,0.001087,10.672925,[172 104] ; [138 146],[152.78571429 123.21428571] ; [157.21428571 126.78571429],0
v4,1,0.001198,10.492912,[271   9] ; [272  30],[261.2371134  18.7628866] ; [281.7628866  20.2371134],0
p2,1,0.001808,9.73505,[243  37] ; [231  70],[228.43373494  51.56626506] ; [245.56626506  55.43373494],0
n6,1,0.001955,9.591689,[258  22] ; [252  49],[245.78313253  34.21686747] ; [264.21686747  36.78313253],0
d2,1,0.002825,8.917252,[156 124] ; [129 169],[138.06228374 141.93771626] ; [146.93771626 151.06228374],0
a2,1,0.00291,8.863351,[ 88 193] ; [ 62 240],[ 72.29845626 208.70154374] ; [ 77.70154374 224.29845626],0
d1,1,0.003288,8.640335,[179 102] ; [156 146],[161.46655232 119.53344768] ; [173.53344768 128.46655232],0
r3,1,0.003729,8.411255,[268  12] ; [268  32],[258.75862069  21.24137931] ; [277.24137931  22.75862069],0
d4,1,0.008423,6.941151,[235  44] ; [227  74],[222.23793103  56.76206897] ; [239.76206897  61.23793103],0
r2,1,0.017089,5.687163,[267  10] ; [274  25],[260.16840278  16.83159722] ; [280.83159722  18.16840278],0
u3,1,0.018798,5.520202,[33 17] ; [55 64],[26.03550296 23.96449704] ; [61.96449704 57.03550296],0
n4,1,0.026785,4.904646,[252  28] ; [253  49],[242.95532646  37.04467354] ; [262.04467354  39.95532646],0
a4,1,0.031643,4.617727,[142 138] ; [125 174],[129.11917098 150.88082902] ; [137.88082902 161.11917098],0
u4,1,0.036067,4.393938,[ 10 271] ; [  3 299],[  6.26586621 274.73413379] ; [  6.73413379 295.26586621],0
d3,1,0.03625,4.385282,[197  83] ; [187 114],[185.06024096  94.93975904] ; [198.93975904 102.06024096],0
a8,1,0.038146,4.298515,[ 49 202] ; [ 36 243],[ 40.25471698 210.74528302] ; [ 44.74528302 234.25471698],0
r4,1,0.040375,4.202068,[254  27] ; [256  46],[245.81475129  35.18524871] ; [264.18524871  37.81475129],0
s1,1,0.050397,3.828189,[ 11 265] ; [  4 290],[  7.26315789 268.73684211] ; [  7.73684211 286.26315789],0
s4,1,0.059466,3.552229,[ 57 222] ; [ 43 254],[ 48.4375 230.5625] ; [ 51.5625 245.4375],0
b1,1,0.070838,3.263495,[122 159] ; [109 193],[111.33962264 169.66037736] ; [119.66037736 182.33962264],0
p8,1,0.07357,3.201526,[146 128] ; [136 161],[135.32049037 138.67950963] ; [146.67950963 150.32049037],0
b4,1,0.077858,3.10906,[149 132] ; [182 120],[159.53859348 121.46140652] ; [171.46140652 130.53859348],0
u2,1,0.081823,3.028309,[30 20] ; [53 64],[24.8502994 25.1497006] ; [58.1497006 58.8502994],0
d5,1,0.163733,1.939407,[230  49] ; [235  67],[223.29604131  55.70395869] ; [241.70395869  60.29604131],0
v1,1,0.169057,1.891288,[157 118] ; [152 144],[148.8178634 126.1821366] ; [160.1821366 135.8178634],0
b3,1,0.238221,1.391089,[ 80 116] ; [ 57 107],[ 74.58888889 121.41111111] ; [ 62.41111111 101.58888889],0
b2,1,0.238221,1.391089,[ 80 116] ; [ 57 107],[ 74.58888889 121.41111111] ; [ 62.41111111 101.58888889],0
p12,1,0.273952,1.196849,[ 20 259] ; [ 15 285],[ 16.86528497 262.13471503] ; [ 18.13471503 281.86528497],0
a7,1,0.28714,1.132985,[189  92] ; [214  86],[194.91049914  86.08950086] ; [208.08950086  91.91049914],0
n1,1,0.342788,0.899976,[29 30] ; [29 42],[26.32307692 32.67692308] ; [31.67692308 39.32307692],0
n2,1,0.379441,0.772513,[49 11] ; [55 18],[46.91729323 13.08270677] ; [57.08270677 15.91729323],0
p11,1,0.490007,0.47651,[227  54] ; [237  65],[223.6432247  57.3567753] ; [240.3567753  61.6432247],0
b5,1,0.561963,0.336317,[175 106] ; [181 121],[171.58833619 109.41166381] ; [184.41166381 117.58833619],0
a6,1,0.573038,0.317626,[187  92] ; [209  93],[190.16179002  88.83820998] ; [205.83820998  96.16179002],0
n3,1,0.795879,0.066918,[41 19] ; [50 21],[41.67938931 18.32061069] ; [49.32061069 21.67938931],0
p1,1,0.963113,0.002139,[ 17 263] ; [ 18 283],[ 16.86746988 263.13253012] ; [ 18.13253012 282.86746988],0
a1,1,0.983763,0.000414,[ 12 269] ; [ 13 289],[ 12.04974271 268.95025729] ; [ 12.95025729 289.04974271],0
