Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.033769,4.506349,[4 1] ; [15 32],[1.82692308 3.17307692] ; [17.17307692 29.82692308],0
v1,1,0.045879,3.986037,[4 1] ; [15 29],[1.93877551 3.06122449] ; [17.06122449 26.93877551],0
p12,1,0.048191,3.903319,[1 4] ; [ 1 46],[0.19230769 4.80769231] ; [ 1.80769231 45.19230769],0
p8,1,0.113972,2.498261,[3 2] ; [12 34],[1.47058824 3.52941176] ; [13.52941176 32.47058824],0
a7,1,0.158185,1.991489,[4 1] ; [22 25],[2.5 2.5] ; [23.5 23.5],0
r1,1,0.170936,1.874715,[3 2] ; [14 33],[1.63461538 3.36538462] ; [15.36538462 31.63461538],0
n6,1,0.201818,1.629167,[4 1] ; [23 23],[2.64705882 2.35294118] ; [24.35294118 21.64705882],0
s2,1,0.209487,1.574969,[2 3] ; [32 15],[3.26923077 1.73076923] ; [30.73076923 16.26923077],0
p3,1,0.268019,1.226859,[3 2] ; [16 30],[1.8627451 3.1372549] ; [17.1372549 28.8627451],0
s5,1,0.281374,1.16044,[2 2] ; [11 33],[1.08333333 2.91666667] ; [11.91666667 32.08333333],0
b3,1,0.313439,1.016129,[2 2] ; [ 8 23],[1.14285714 2.85714286] ; [ 8.85714286 22.14285714],0
b2,1,0.313439,1.016129,[2 2] ; [ 8 23],[1.14285714 2.85714286] ; [ 8.85714286 22.14285714],0
s7,1,0.317597,0.998817,[4 1] ; [25 19],[2.95918367 2.04081633] ; [26.04081633 17.95918367],0
d3,1,0.328504,0.954786,[4 1] ; [27 20],[2.98076923 2.01923077] ; [28.01923077 18.98076923],0
b5,1,0.347085,0.884087,[2 3] ; [29 18],[2.98076923 2.01923077] ; [28.01923077 18.98076923],0
p11,1,0.372113,0.796596,[4 1] ; [28 19],[3.07692308 1.92307692] ; [28.92307692 18.07692308],0
n1,1,0.384938,0.754872,[2 1] ; [ 8 12],[1.30434783 1.69565217] ; [ 8.69565217 11.30434783],0
a2,1,0.407382,0.686428,[1 4] ; [ 4 43],[0.48076923 4.51923077] ; [ 4.51923077 42.48076923],0
s1,1,0.407382,0.686428,[1 4] ; [ 4 43],[0.48076923 4.51923077] ; [ 4.51923077 42.48076923],0
a6,1,0.419207,0.652537,[4 1] ; [29 18],[3.17307692 1.82692308] ; [29.82692308 17.17307692],0
n4,1,0.419207,0.652537,[4 1] ; [29 18],[3.17307692 1.82692308] ; [29.82692308 17.17307692],0
d2,1,0.513589,0.426748,[3 2] ; [21 26],[2.30769231 2.69230769] ; [21.69230769 25.30769231],0
d1,1,0.513589,0.426748,[3 2] ; [21 26],[2.30769231 2.69230769] ; [21.69230769 25.30769231],0
n3,1,0.534428,0.385965,[2 1] ; [ 9 10],[1.5 1.5] ; [9.5 9.5],0
v4,1,0.54429,0.367647,[4 1] ; [30 15],[3.4 1.6] ; [30.6 14.4],0
r3,1,0.584292,0.299348,[3 2] ; [33 13],[3.52941176 1.47058824] ; [32.47058824 13.52941176],0
p2,1,0.638069,0.221277,[3 2] ; [33 14],[3.46153846 1.53846154] ; [32.53846154 14.46153846],0
b1,1,0.703782,0.144567,[2 3] ; [23 24],[2.40384615 2.59615385] ; [22.59615385 24.40384615],0
b4,1,0.703782,0.144567,[3 2] ; [24 23],[2.59615385 2.40384615] ; [24.40384615 22.59615385],0
a3,1,0.739156,0.11087,[3 2] ; [31 15],[3.33333333 1.66666667] ; [30.66666667 15.33333333],0
r2,1,0.756428,0.096209,[3 1] ; [29 14],[2.72340426 1.27659574] ; [29.27659574 13.72340426],0
a5,1,0.771558,0.084296,[3 2] ; [25 22],[2.69230769 2.30769231] ; [25.30769231 21.69230769],0
u2,1,0.787221,0.072857,[1 1] ; [9 6],[1.17647059 0.82352941] ; [8.82352941 6.17647059],0
a4,1,0.865739,0.028586,[2 3] ; [17 30],[1.82692308 3.17307692] ; [17.17307692 29.82692308],0
p4,1,0.865739,0.028586,[2 3] ; [17 30],[1.82692308 3.17307692] ; [17.17307692 29.82692308],0
u3,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
p6,1,0.889198,0.01941,[1 3] ; [13 33],[1.12 2.88] ; [12.88 33.12],0
v2,1,0.923909,0.009122,[2 3] ; [19 26],[2.1 2.9] ; [18.9 26.1],0
p7,1,0.933476,0.006968,[2 2] ; [24 22],[2.08 1.92] ; [23.92 22.08],0
s6,1,0.940711,0.005532,[3 2] ; [29 18],[3.07692308 1.92307692] ; [28.92307692 18.07692308],0
v3,1,0.963385,0.002107,[1 4] ; [ 9 38],[0.96153846 4.03846154] ; [ 9.03846154 37.96153846],0
n5,1,0.969829,0.001431,[3 2] ; [28 18],[3.03921569 1.96078431] ; [27.96078431 18.03921569],0
