Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,33.762594,[37 81] ; [164  94],[63.07978723 54.92021277] ; [137.92021277 120.07978723],1
r3,1,0.000297,13.087128,[108  11] ; [261   4],[114.3515625   4.6484375] ; [254.6484375  10.3515625],1
b1,1,0.002762,8.958637,[61 59] ; [ 92 173],[47.68831169 72.31168831] ; [105.31168831 159.68831169],0
p7,1,0.012943,6.176873,[72 45] ; [190  66],[82.18230563 34.81769437] ; [179.81769437  76.18230563],0
p3,1,0.014943,5.923158,[59 60] ; [164  97],[69.83421053 49.16578947] ; [153.16578947 107.83421053],0
d4,1,0.020393,5.377922,[92 27] ; [229  35],[99.73629243 19.26370757] ; [221.26370757  42.73629243],0
d1,1,0.026657,4.912881,[67 53] ; [179  86],[76.67532468 43.32467532] ; [169.32467532  95.67532468],0
s4,1,0.030342,4.689838,[24 94] ; [ 31 230],[ 17.12401055 100.87598945] ; [ 37.87598945 223.12401055],0
s7,1,0.033707,4.509518,[53 58] ; [150 101],[62.24585635 48.75414365] ; [140.75414365 110.24585635],0
s8,1,0.071369,3.251246,[55 65] ; [145 115],[63.15789474 56.84210526] ; [136.84210526 123.15789474],0
p2,1,0.073708,3.198452,[99 20] ; [235  27],[104.32020997  14.67979003] ; [229.67979003  32.32020997],0
d2,1,0.078479,3.096113,[55 65] ; [146 117],[62.97650131 57.02349869] ; [138.02349869 124.97650131],0
a3,1,0.105577,2.61921,[83 35] ; [206  58],[89.27225131 28.72774869] ; [199.72774869  64.27225131],0
p11,1,0.112994,2.511838,[94 26] ; [225  40],[99.42857143 20.57142857] ; [219.57142857  45.42857143],0
p6,1,0.128627,2.309002,[49 71] ; [126 130],[55.85106383 64.14893617] ; [119.14893617 136.85106383],0
d3,1,0.147096,2.102115,[80 40] ; [195  69],[85.9375 34.0625] ; [189.0625  74.9375],0
r2,1,0.157794,1.995237,[118   2] ; [249  12],[115.59055118   4.40944882] ; [251.40944882   9.59055118],0
n6,1,0.163712,1.939599,[103  16] ; [239  23],[106.81889764  12.18110236] ; [235.18110236  26.81889764],0
p4,1,0.172091,1.864631,[78 42] ; [187  73],[83.68421053 36.31578947] ; [181.31578947  78.68421053],0
a5,1,0.231895,1.429198,[89 31] ; [211  54],[93.50649351 26.49350649] ; [206.49350649  58.50649351],0
n3,1,0.239963,1.380814,[14  7] ; [29  7],[15.84210526  5.15789474] ; [27.15789474  8.84210526],0
p10,1,0.247101,1.339621,[98 21] ; [225  34],[101.68518519  17.31481481] ; [221.31481481  37.68518519],0
