Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000122,14.756551,[ 2 12] ; [37 15],[8.27272727 5.72727273] ; [30.72727273 21.27272727],1
r2,1,0.000537,11.984098,[6 8] ; [45  7],[10.81818182  3.18181818] ; [40.18181818 11.81818182],1
u3,1,0.002777,8.948609,[1 6] ; [17  5],[4.34482759 2.65517241] ; [13.65517241  8.34482759],0
d5,1,0.005644,7.660714,[5 9] ; [39 13],[9.33333333 4.66666667] ; [34.66666667 17.33333333],0
r3,1,0.014098,6.025886,[8 6] ; [45  7],[11.24242424  2.75757576] ; [41.75757576 10.24242424],0
p2,1,0.030985,4.65379,[ 3 11] ; [28 24],[6.57575758 7.42424242] ; [24.42424242 27.57575758],0
n2,1,0.032201,4.587744,[2 6] ; [17  8],[4.60606061 3.39393939] ; [14.39393939 10.60606061],0
r1,1,0.163977,1.937165,[6 8] ; [33 19],[8.27272727 5.72727273] ; [30.72727273 21.27272727],0
a6,1,0.182618,1.77619,[5 9] ; [29 23],[7.21212121 6.78787879] ; [26.78787879 25.21212121],0
n6,1,0.182618,1.77619,[5 9] ; [29 23],[7.21212121 6.78787879] ; [26.78787879 25.21212121],0
a4,1,0.190244,1.715725,[6 8] ; [13 39],[4.03030303 9.96969697] ; [14.96969697 37.03030303],0
u2,1,0.23099,1.434756,[2 5] ; [12 10],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
p4,1,0.237392,1.396018,[ 4 10] ; [24 28],[5.93939394 8.06060606] ; [22.06060606 29.93939394],0
p3,1,0.253979,1.301285,[ 2 12] ; [15 36],[ 3.66153846 10.33846154] ; [13.33846154 37.66153846],0
a7,1,0.262111,1.257571,[6 8] ; [31 21],[7.84848485 6.15151515] ; [29.15151515 22.84848485],0
d3,1,0.281416,1.16024,[5 9] ; [27 25],[6.78787879 7.21212121] ; [25.21212121 26.78787879],0
p7,1,0.281416,1.16024,[5 9] ; [27 25],[6.78787879 7.21212121] ; [25.21212121 26.78787879],0
d2,1,0.390203,0.73831,[8 6] ; [23 29],[6.57575758 7.42424242] ; [24.42424242 27.57575758],0
v2,1,0.390497,0.737395,[ 4 10] ; [21 30],[5.38461538 8.61538462] ; [19.61538462 31.38461538],0
s2,1,0.468685,0.525074,[ 3 11] ; [16 35],[4.09230769 9.90769231] ; [14.90769231 36.09230769],0
s4,1,0.475103,0.510083,[ 2 12] ; [12 40],[ 2.96969697 11.03030303] ; [11.03030303 40.96969697],0
s3,1,0.494718,0.466248,[ 4 10] ; [20 32],[5.09090909 8.90909091] ; [18.90909091 33.09090909],0
p6,1,0.525996,0.40212,[ 2 12] ; [11 39],[ 2.84375 11.15625] ; [10.15625 39.84375],0
b1,1,0.547045,0.362637,[6 8] ; [27 25],[7. 7.] ; [26. 26.],0
p10,1,0.566276,0.328953,[ 2 12] ; [11 41],[ 2.75757576 11.24242424] ; [10.24242424 41.75757576],0
d1,1,0.567116,0.327532,[5 9] ; [23 29],[5.93939394 8.06060606] ; [22.06060606 29.93939394],0
p1,1,0.59914,0.276295,[ 1 13] ; [ 2 50],[ 0.63636364 13.36363636] ; [ 2.36363636 49.63636364],0
a3,1,0.606729,0.264965,[7 7] ; [30 22],[7.84848485 6.15151515] ; [29.15151515 22.84848485],0
v3,1,0.611753,0.25763,[ 3 11] ; [ 8 43],[ 2.36923077 11.63076923] ; [ 8.63076923 42.36923077],0
s1,1,0.614441,0.253758,[ 2 12] ; [ 5 47],[ 1.48484848 12.51515152] ; [ 5.51515152 46.48484848],0
a2,1,0.614441,0.253758,[ 2 12] ; [ 5 47],[ 1.48484848 12.51515152] ; [ 5.51515152 46.48484848],0
s6,1,0.61761,0.249241,[5 9] ; [22 29],[5.81538462 8.18461538] ; [21.18461538 29.81538462],0
n5,1,0.670242,0.181319,[ 4 10] ; [12 40],[ 3.39393939 10.60606061] ; [12.60606061 39.39393939],0
p8,1,0.697203,0.151398,[4 9] ; [19 33],[4.6 8.4] ; [18.4 33.6],0
a5,1,0.70038,0.148077,[7 7] ; [23 29],[6.36363636 7.63636364] ; [23.63636364 28.36363636],0
b5,1,0.728324,0.120656,[8 6] ; [27 25],[7.42424242 6.57575758] ; [27.57575758 24.42424242],0
b3,1,0.754674,0.097645,[1 6] ; [ 6 25],[1.28947368 5.71052632] ; [ 5.71052632 25.28947368],0
b2,1,0.754674,0.097645,[1 6] ; [ 6 25],[1.28947368 5.71052632] ; [ 5.71052632 25.28947368],0
b4,1,0.765114,0.089265,[8 6] ; [32 20],[8.48484848 5.51515152] ; [31.51515152 20.48484848],0
s5,1,0.771427,0.084396,[ 3 11] ; [ 9 41],[ 2.625 11.375] ; [ 9.375 40.625],0
s7,1,0.781376,0.077021,[ 3 10] ; [10 41],[ 2.640625 10.359375] ; [10.359375 40.640625],0
v1,1,0.781949,0.076607,[ 3 11] ; [13 39],[ 3.39393939 10.60606061] ; [12.60606061 39.39393939],0
n3,1,0.832682,0.044632,[4 3] ; [16 10],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
p11,1,0.867355,0.027895,[6 8] ; [21 31],[5.72727273 8.27272727] ; [21.27272727 30.72727273],0
n1,1,0.86829,0.0275,[2 6] ; [ 7 18],[2.18181818 5.81818182] ; [ 6.81818182 18.18181818],0
d4,1,0.902169,0.01511,[10  4] ; [38 14],[10.18181818  3.81818182] ; [37.81818182 14.18181818],0
