Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,30.350999,[17 97] ; [22 14],[29.64 84.36] ; [ 9.36 26.64],1
s6,1,0.0,29.67666,[41 73] ; [31  4],[55.08724832 58.91275168] ; [16.91275168 18.08724832],1
s2,1,0.000118,14.830754,[35 79] ; [24 12],[44.84 69.16] ; [14.16 21.84],1
s7,1,0.000405,12.511233,[29 78] ; [21 14],[37.67605634 69.32394366] ; [12.32394366 22.67605634],1
r3,1,0.001954,9.592593,[77 35] ; [34  2],[84. 28.] ; [27.  9.],0
r4,1,0.002018,9.533523,[66 48] ; [31  5],[73.72 40.28] ; [23.28 12.72],0
s4,1,0.002061,9.494407,[15 99] ; [13 23],[21.28 92.72] ; [ 6.72 29.28],0
s3,1,0.003459,8.547822,[43 68] ; [24 12],[50.59183673 60.40816327] ; [16.40816327 19.59183673],0
p10,1,0.003943,8.309798,[47 64] ; [24 10],[54.35172414 56.64827586] ; [16.64827586 17.35172414],0
a8,1,0.008274,6.97314,[ 7 98] ; [ 7 23],[10.88888889 94.11111111] ; [ 3.11111111 26.88888889],0
v1,1,0.010471,6.552997,[32 82] ; [18 17],[38.25503356 75.74496644] ; [11.74496644 23.25503356],0
r2,1,0.022249,5.226224,[90 20] ; [35  1],[94.17808219 15.82191781] ; [30.82191781  5.17808219],0
p4,1,0.023707,5.115911,[26 86] ; [15 20],[31.23809524 80.76190476] ; [ 9.76190476 25.23809524],0
v4,1,0.050369,3.829118,[86 26] ; [33  3],[90.05405405 21.94594595] ; [28.94594595  7.05405405],0
p9,1,0.055163,3.677143,[54 54] ; [24 11],[58.90909091 49.09090909] ; [19.09090909 15.90909091],0
p6,1,0.075441,3.160478,[14 97] ; [ 9 27],[17.36734694 93.63265306] ; [ 5.63265306 30.36734694],0
p2,1,0.080262,3.059581,[57 57] ; [24 12],[61.56 52.44] ; [19.44 16.56],0
n6,1,0.082583,3.013322,[66 46] ; [27  9],[70.37837838 41.62162162] ; [22.62162162 13.37837838],0
d5,1,0.082894,3.007229,[73 39] ; [29  7],[77.18918919 34.81081081] ; [24.81081081 11.18918919],0
d3,1,0.104193,2.640167,[60 51] ; [25 11],[64.18367347 46.81632653] ; [20.81632653 15.18367347],0
r1,1,0.110469,2.547495,[70 42] ; [27  8],[73.9047619 38.0952381] ; [23.0952381 11.9047619],0
a7,1,0.110612,2.545458,[71 41] ; [28  8],[74.91891892 37.08108108] ; [24.08108108 11.91891892],0
n2,1,0.123841,2.368054,[30 24] ; [13  4],[32.70422535 21.29577465] ; [10.29577465  6.70422535],0
p5,1,0.131226,2.277939,[  3 110] ; [ 3 33],[  4.55033557 108.44966443] ; [ 1.44966443 34.55033557],0
a1,1,0.185227,1.755181,[ 11 103] ; [ 1 35],[  9.12 104.88] ; [ 2.88 33.12],0
