Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,77.919399,[90 21] ; [ 32 100],[55.72839506 55.27160494] ; [66.27160494 65.72839506],1
s2,1,0.0,71.998059,[87 27] ; [ 31 106],[53.5936255 60.4063745] ; [64.4063745 72.5936255],1
s6,1,0.0,47.772589,[95 16] ; [57 77],[68.86530612 42.13469388] ; [83.13469388 50.86530612],1
s3,1,0.0,31.27884,[87 27] ; [56 80],[65.208 48.792] ; [77.792 58.208],1
p3,1,1.3e-05,18.967446,[70 44] ; [46 90],[52.896 61.104] ; [63.104 72.896],1
v3,1,4.7e-05,16.584694,[56 54] ; [34 99],[40.74074074 69.25925926] ; [49.25925926 83.74074074],1
p6,1,9.4e-05,15.25002,[53 59] ; [ 31 101],[38.55737705 73.44262295] ; [45.44262295 86.55737705],1
v1,1,0.000138,14.535,[71 39] ; [55 82],[56.11336032 53.88663968] ; [69.88663968 67.11336032],1
p10,1,0.000278,13.215565,[94 18] ; [86 50],[81.29032258 30.70967742] ; [98.70967742 37.29032258],1
p4,1,0.000295,13.103018,[71 43] ; [53 82],[56.77108434 57.22891566] ; [67.22891566 67.77108434],1
r4,1,0.000343,12.817342,[107   7] ; [108  31],[96.87747036 17.12252964] ; [118.12252964  20.87747036],1
p8,1,0.00048,12.19188,[63 48] ; [47 89],[49.43319838 61.56680162] ; [60.56680162 75.43319838],1
n6,1,0.000735,11.397952,[100  13] ; [98 40],[89.13944223 23.86055777] ; [108.86055777  29.13944223],1
a3,1,0.00077,11.312918,[91 23] ; [83 55],[78.71428571 35.28571429] ; [95.28571429 42.71428571],1
n4,1,0.000787,11.271451,[97 16] ; [94 45],[85.6468254 27.3531746] ; [105.3531746  33.6468254],1
v4,1,0.000913,10.996889,[112   2] ; [119  18],[104.91633466   9.08366534] ; [126.08366534  10.91633466],1
p9,1,0.000975,10.874747,[98 14] ; [96 41],[87.26104418 24.73895582] ; [106.73895582  30.26104418],1
a5,1,0.001256,10.405602,[89 25] ; [82 57],[77.0513834 36.9486166] ; [93.9486166 45.0513834],0
r3,1,0.002097,9.462743,[110   4] ; [118  21],[102.73517787  11.26482213] ; [125.26482213  13.73517787],0
d1,1,0.00254,9.111848,[66 48] ; [54 85],[54.07114625 59.92885375] ; [65.92885375 73.07114625],0
d5,1,0.002753,8.964033,[93 20] ; [91 48],[82.50793651 30.49206349] ; [101.49206349  37.50793651],0
r1,1,0.004197,8.196635,[93 21] ; [91 48],[82.90909091 31.09090909] ; [101.09090909  37.90909091],0
s5,1,0.006321,7.456548,[51 57] ; [40 93],[40.78008299 67.21991701] ; [50.21991701 82.78008299],0
p7,1,0.007072,7.254536,[77 35] ; [70 65],[66.65587045 45.34412955] ; [80.34412955 54.65587045],0
n5,1,0.007921,7.051307,[94 19] ; [94 43],[84.976 28.024] ; [103.024  33.976],0
p12,1,0.008332,6.960696,[11 99] ; [  3 134],[  6.23481781 103.76518219] ; [  7.76518219 129.23481781],0
d4,1,0.019218,5.481602,[91 22] ; [93 45],[82.83665339 30.16334661] ; [101.16334661  36.83665339],0
b2,1,0.025983,4.957132,[44 38] ; [29 51],[36.95061728 45.04938272] ; [36.04938272 43.95061728],0
b3,1,0.025983,4.957132,[44 38] ; [29 51],[36.95061728 45.04938272] ; [36.04938272 43.95061728],0
b1,1,0.026819,4.902456,[61 53] ; [55 84],[52.2687747 61.7312253] ; [63.7312253 75.2687747],0
p11,1,0.036609,4.3685,[94 20] ; [99 40],[86.96442688 27.03557312] ; [106.03557312  32.96442688],0
d2,1,0.039102,4.256422,[64 50] ; [59 78],[55.86454183 58.13545817] ; [67.13545817 69.86454183],0
u4,1,0.05652,3.636679,[  5 109] ; [  1 138],[  2.70355731 111.29644269] ; [  3.29644269 135.70355731],0
