Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.60932,[103  24] ; [ 2 12],[94.57446809 32.42553191] ; [10.42553191  3.57446809],1
r2,1,2.5e-05,17.784614,[115  12] ; [7 7],[109.88652482  17.11347518] ; [12.11347518  1.88652482],1
r3,1,9e-05,15.340451,[117  10] ; [8 6],[112.58865248  14.41134752] ; [12.41134752  1.58865248],1
p9,1,0.004287,8.158083,[89 33] ; [5 9],[84.32352941 37.67647059] ; [9.67647059 4.32352941],0
s2,1,0.007038,7.263205,[56 70] ; [ 1 13],[51.3 74.7] ; [5.7 8.3],0
a7,1,0.018684,5.530864,[85 41] ; [5 9],[81. 45.] ; [9. 5.],0
r1,1,0.022424,5.212602,[84 42] ; [5 9],[80.1 45.9] ; [8.9 5.1],0
p2,1,0.029775,4.722262,[83 44] ; [5 9],[79.26241135 47.73758865] ; [8.73758865 5.26241135],0
u3,1,0.030524,4.679547,[33 15] ; [1 4],[30.79245283 17.20754717] ; [3.20754717 1.79245283],0
a6,1,0.041031,4.17472,[81 46] ; [5 9],[77.46099291 49.53900709] ; [8.53900709 5.46099291],0
p10,1,0.04888,3.879472,[78 46] ; [5 9],[74.57971014 49.42028986] ; [8.42028986 5.57971014],0
n6,1,0.085282,2.961252,[84 43] ; [6 8],[81.06382979 45.93617021] ; [8.93617021 5.06382979],0
n2,1,0.092167,2.836103,[42 20] ; [2 4],[40.11764706 21.88235294] ; [3.88235294 2.11764706],0
b4,1,0.102762,2.662144,[71 56] ; [11  3],[73.85815603 53.14184397] ; [8.14184397 5.85815603],0
s6,1,0.10823,2.579882,[64 61] ; [ 4 10],[61.15107914 63.84892086] ; [6.84892086 7.15107914],0
p1,1,0.1422,2.153989,[  6 121] ; [ 2 12],[  7.20567376 119.79432624] ; [ 0.79432624 13.20567376],0
v1,1,0.15848,1.988673,[51 74] ; [ 3 11],[48.56115108 76.43884892] ; [5.43884892 8.56115108],0
s3,1,0.182918,1.773752,[60 67] ; [ 4 10],[57.64539007 69.35460993] ; [6.35460993 7.64539007],0
a4,1,0.184285,1.762724,[41 86] ; [7 7],[43.23404255 83.76595745] ; [4.76595745 9.23404255],0
v3,1,0.198691,1.651967,[28 93] ; [ 1 12],[26.18656716 94.81343284] ; [ 2.81343284 10.18656716],0
s7,1,0.232739,1.424041,[31 90] ; [5 7],[32.7518797 88.2481203] ; [3.2481203 8.7518797],0
v2,1,0.293183,1.104946,[51 67] ; [ 4 10],[49.16666667 68.83333333] ; [5.83333333 8.16666667],0
b1,1,0.295477,1.094499,[54 73] ; [8 6],[55.84397163 71.15602837] ; [6.15602837 7.84397163],0
d5,1,0.299187,1.077812,[89 37] ; [8 6],[87.3 38.7] ; [9.7 4.3],0
d4,1,0.336222,0.924784,[94 33] ; [12  2],[95.4751773 31.5248227] ; [10.5248227  3.4751773],0
d2,1,0.342584,0.900738,[47 80] ; [7 7],[48.63829787 78.36170213] ; [5.36170213 8.63829787],0
p6,1,0.453501,0.561887,[ 18 107] ; [ 1 13],[ 17.08633094 107.91366906] ; [ 1.91366906 12.08633094],0
d3,1,0.470657,0.520432,[75 50] ; [7 7],[73.74100719 51.25899281] ; [8.25899281 5.74100719],0
p7,1,0.492901,0.470186,[47 77] ; [ 4 10],[45.82608696 78.17391304] ; [5.17391304 8.82608696],0
n1,1,0.553248,0.35153,[14 48] ; [2 4],[14.58823529 47.41176471] ; [1.41176471 4.58823529],0
d1,1,0.591856,0.287456,[54 73] ; [7 7],[54.94326241 72.05673759] ; [6.05673759 7.94326241],0
s4,1,0.732255,0.117051,[31 96] ; [ 4 10],[31.5248227 95.4751773] ; [ 3.4751773 10.5248227],0
b3,1,0.742078,0.108309,[17 45] ; [2 7],[16.5915493 45.4084507] ; [2.4084507 6.5915493],0
b2,1,0.742078,0.108309,[17 45] ; [2 7],[16.5915493 45.4084507] ; [2.4084507 6.5915493],0
n3,1,0.761674,0.091981,[42 21] ; [3 2],[41.69117647 21.30882353] ; [3.30882353 1.69117647],0
p4,1,0.76295,0.090968,[41 85] ; [ 4 10],[40.5 85.5] ; [4.5 9.5],0
n5,1,0.778201,0.079335,[40 85] ; [5 9],[40.4676259 84.5323741] ; [4.5323741 9.4676259],0
s5,1,0.784236,0.074968,[31 92] ; [ 4 10],[31.42335766 91.57664234] ; [ 3.57664234 10.42335766],0
p11,1,0.84103,0.040231,[69 58] ; [8 6],[69.35460993 57.64539007] ; [7.64539007 6.35460993],0
p3,1,0.842169,0.039649,[30 96] ; [ 3 11],[29.7 96.3] ; [ 3.3 10.7],0
b5,1,0.845121,0.038161,[76 51] ; [8 6],[75.65957447 51.34042553] ; [8.34042553 5.65957447],0
u1,1,0.846762,0.037346,[ 11 116] ; [ 1 13],[ 10.80851064 116.19148936] ; [ 1.19148936 12.80851064],0
a3,1,0.861671,0.030362,[78 48] ; [9 5],[78.3 47.7] ; [8.7 5.3],0
a2,1,0.886213,0.020477,[ 20 107] ; [ 2 12],[ 19.81560284 107.18439716] ; [ 2.18439716 11.81560284],0
a5,1,0.933134,0.00704,[62 65] ; [7 7],[62.14893617 64.85106383] ; [6.85106383 7.14893617],0
