Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,6e-06,20.387819,[36 23] ; [16 56],[23.41984733 35.58015267] ; [28.58015267 43.41984733],1
v3,1,0.003953,8.305409,[24 34] ; [13 58],[16.63565891 41.36434109] ; [20.36434109 50.63565891],0
r3,1,0.033165,4.537232,[56  4] ; [58 14],[51.81818182  8.18181818] ; [62.18181818  9.81818182],0
p11,1,0.04157,4.152627,[34 26] ; [28 44],[28.18181818 31.81818182] ; [33.81818182 38.18181818],0
u3,1,0.05151,3.791609,[ 7 12] ; [16  8],[10.1627907  8.8372093] ; [12.8372093 11.1627907],0
s1,1,0.053794,3.719079,[ 1 58] ; [ 7 64],[ 3.63076923 55.36923077] ; [ 4.36923077 66.63076923],0
d4,1,0.070324,3.275443,[53  7] ; [54 17],[49.00763359 10.99236641] ; [57.99236641 13.00763359],0
n6,1,0.088643,2.898842,[44 16] ; [42 29],[39.38931298 20.61068702] ; [46.61068702 24.38931298],0
d3,1,0.088745,2.896989,[47 13] ; [46 25],[42.59541985 17.40458015] ; [50.40458015 20.59541985],0
p2,1,0.100446,2.698442,[44 16] ; [43 29],[39.54545455 20.45454545] ; [47.45454545 24.54545455],0
s7,1,0.128788,2.307049,[23 35] ; [18 49],[19.024 38.976] ; [21.976 45.024],0
p1,1,0.135499,2.228344,[ 2 58] ; [ 7 63],[ 4.15384615 55.84615385] ; [ 4.84615385 65.15384615],0
s8,1,0.155057,2.02178,[18 41] ; [14 57],[14.52307692 44.47692308] ; [17.47692308 53.52307692],0
p4,1,0.156118,2.011429,[29 31] ; [26 46],[25. 35.] ; [30. 42.],0
n1,1,0.168863,1.893008,[ 6 13] ; [15 14],[ 8.3125 10.6875] ; [12.6875 16.3125],0
p8,1,0.204909,1.607034,[24 35] ; [21 49],[20.58139535 38.41860465] ; [24.41860465 45.58139535],0
s6,1,0.205417,1.603435,[34 25] ; [33 38],[30.40769231 28.59230769] ; [36.59230769 34.40769231],0
d1,1,0.265098,1.241935,[35 25] ; [35 37],[31.81818182 28.18181818] ; [38.18181818 33.81818182],0
b4,1,0.270382,1.214808,[39 21] ; [40 32],[35.90909091 24.09090909] ; [43.09090909 28.90909091],0
n2,1,0.295101,1.096201,[13  6] ; [16 14],[11.24489796  7.75510204] ; [17.75510204 12.24489796],0
v4,1,0.308029,1.039107,[53  7] ; [59 13],[50.90909091  9.09090909] ; [61.09090909 10.90909091],0
n3,1,0.342774,0.900029,[15  5] ; [18 11],[13.46938776  6.53061224] ; [19.53061224  9.46938776],0
n5,1,0.353134,0.862162,[31 29] ; [43 29],[33.63636364 26.36363636] ; [40.36363636 31.63636364],0
a6,1,0.376914,0.780742,[44 16] ; [47 24],[41.67938931 18.32061069] ; [49.32061069 21.67938931],0
b5,1,0.406608,0.688696,[44 16] ; [48 24],[41.81818182 18.18181818] ; [50.18181818 21.81818182],0
a2,1,0.407666,0.685596,[18 42] ; [17 55],[15.90909091 44.09090909] ; [19.09090909 52.90909091],0
s5,1,0.435777,0.607378,[10 46] ; [ 9 61],[ 8.44444444 47.55555556] ; [10.55555556 59.44444444],0
a8,1,0.478611,0.502027,[ 8 41] ; [ 8 60],[ 6.7008547 42.2991453] ; [ 9.2991453 58.7008547],0
r1,1,0.49899,0.457084,[47 13] ; [52 19],[45.34351145 14.65648855] ; [53.65648855 17.34351145],0
s2,1,0.516712,0.420451,[20 38] ; [21 51],[18.29230769 39.70769231] ; [22.70769231 49.29230769],0
p3,1,0.561195,0.337639,[20 39] ; [21 51],[18.46564885 40.53435115] ; [22.53435115 49.46564885],0
p6,1,0.564322,0.332276,[16 41] ; [17 55],[14.58139535 42.41860465] ; [18.41860465 53.58139535],0
s4,1,0.575334,0.313839,[ 8 51] ; [12 58],[ 9.14728682 49.85271318] ; [10.85271318 59.14728682],0
p7,1,0.601702,0.272437,[26 32] ; [29 43],[24.53846154 33.46153846] ; [30.46153846 41.53846154],0
a5,1,0.618622,0.24781,[40 20] ; [45 27],[38.63636364 21.36363636] ; [46.36363636 25.63636364],0
b2,1,0.636859,0.222874,[12 28] ; [16 30],[13.02325581 26.97674419] ; [14.97674419 31.02325581],0
b3,1,0.636859,0.222874,[12 28] ; [16 30],[13.02325581 26.97674419] ; [14.97674419 31.02325581],0
a1,1,0.718602,0.129836,[ 4 56] ; [ 6 66],[ 4.54545455 55.45454545] ; [ 5.45454545 66.54545455],0
u1,1,0.752635,0.09933,[13 47] ; [14 58],[12.27272727 47.72727273] ; [14.72727273 57.27272727],0
p9,1,0.75928,0.093897,[22 36] ; [24 44],[21.17460317 36.82539683] ; [24.82539683 43.17460317],0
d2,1,0.809543,0.058089,[30 30] ; [37 34],[30.6870229 29.3129771] ; [36.3129771 34.6870229],0
r2,1,0.840632,0.040435,[53  6] ; [63  8],[52.64615385  6.35384615] ; [63.35384615  7.64615385],0
u4,1,0.852911,0.034375,[ 2 58] ; [ 2 70],[ 1.81818182 58.18181818] ; [ 2.18181818 69.81818182],0
u2,1,0.855977,0.032941,[ 7 11] ; [10 14],[ 7.28571429 10.71428571] ; [ 9.71428571 14.28571429],0
n4,1,0.866881,0.028097,[40 20] ; [47 25],[39.54545455 20.45454545] ; [47.45454545 24.54545455],0
d5,1,0.873791,0.025232,[48 12] ; [56 15],[47.63358779 12.36641221] ; [56.36641221 14.63358779],0
a4,1,0.877914,0.023597,[27 33] ; [31 40],[26.5648855 33.4351145] ; [31.4351145 39.5648855],0
s3,1,0.894499,0.017586,[26 32] ; [31 40],[25.62790698 32.37209302] ; [31.37209302 39.62790698],0
r4,1,0.907166,0.013599,[47 13] ; [57 15],[47.27272727 12.72727273] ; [56.72727273 15.27272727],0
b1,1,0.94903,0.004086,[27 33] ; [32 40],[26.81818182 33.18181818] ; [32.18181818 39.81818182],0
a3,1,0.976765,0.000848,[41 19] ; [48 22],[41.07692308 18.92307692] ; [47.92307692 22.07692308],0
