Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000826,11.182373,[ 1 10] ; [37 21],[6.05797101 4.94202899] ; [31.94202899 26.05797101],1
a4,1,0.020354,5.38124,[ 1 10] ; [27 31],[4.46376812 6.53623188] ; [23.53623188 34.46376812],0
d2,1,0.03181,4.608685,[2 9] ; [31 27],[5.26086957 5.73913043] ; [27.73913043 30.26086957],0
s7,1,0.039416,4.242857,[2 8] ; [31 25],[5. 5.] ; [28. 28.],0
p11,1,0.041091,4.172249,[10  1] ; [34 24],[7.01449275 3.98550725] ; [36.98550725 21.01449275],0
d3,1,0.05802,3.593106,[5 6] ; [43 15],[7.65217391 3.34782609] ; [40.34782609 17.65217391],0
r2,1,0.132847,2.25892,[9 2] ; [54  3],[10.19117647  0.80882353] ; [52.80882353  4.19117647],0
p12,1,0.132847,2.25892,[2 9] ; [ 3 54],[ 0.80882353 10.19117647] ; [ 4.19117647 52.80882353],0
b5,1,0.136636,2.215446,[8 3] ; [28 30],[5.73913043 5.26086957] ; [30.26086957 27.73913043],0
a1,1,0.223274,1.483206,[2 9] ; [ 4 54],[ 0.95652174 10.04347826] ; [ 5.04347826 52.95652174],0
d4,1,0.223274,1.483206,[9 2] ; [54  4],[10.04347826  0.95652174] ; [52.95652174  5.04347826],0
p3,1,0.228922,1.447546,[7 4] ; [25 32],[5.17647059 5.82352941] ; [26.82352941 30.17647059],0
s4,1,0.24495,1.351881,[2 9] ; [21 37],[3.66666667 7.33333333] ; [19.33333333 38.66666667],0
p6,1,0.257942,1.27977,[2 8] ; [22 35],[3.58208955 6.41791045] ; [20.41791045 36.58208955],0
a5,1,0.29216,1.109641,[6 5] ; [41 17],[7.49275362 3.50724638] ; [39.50724638 18.49275362],0
p9,1,0.29219,1.109504,[10  1] ; [43 13],[8.70149254 2.29850746] ; [44.29850746 11.70149254],0
v2,1,0.298747,1.079778,[4 7] ; [31 27],[5.57971014 5.42028986] ; [29.42028986 28.57971014],0
v1,1,0.308315,1.037881,[3 7] ; [27 30],[4.47761194 5.52238806] ; [25.52238806 31.47761194],0
b1,1,0.335391,0.92797,[2 9] ; [19 39],[3.34782609 7.65217391] ; [17.65217391 40.34782609],0
a3,1,0.347272,0.8834,[5 5] ; [38 20],[6.32352941 3.67647059] ; [36.67647059 21.32352941],0
u2,1,0.35188,0.866667,[4 2] ; [ 9 11],[3. 3.] ; [10. 10.],0
p5,1,0.359001,0.841385,[2 9] ; [ 5 51],[1.14925373 9.85074627] ; [ 5.85074627 50.14925373],0
a2,1,0.428253,0.627557,[ 1 10] ; [11 47],[1.91304348 9.08695652] ; [10.08695652 47.91304348],0
s2,1,0.487626,0.481761,[6 5] ; [38 20],[7.01449275 3.98550725] ; [36.98550725 21.01449275],0
r4,1,0.498388,0.458368,[10  1] ; [48 10],[9.24637681 1.75362319] ; [48.75362319  9.24637681],0
a7,1,0.55634,0.346082,[7 4] ; [42 16],[7.8115942 3.1884058] ; [41.1884058 16.8115942],0
p7,1,0.579188,0.307549,[7 4] ; [30 25],[6.16666667 4.83333333] ; [30.83333333 24.16666667],0
n4,1,0.587832,0.293744,[2 9] ; [15 43],[2.71014493 8.28985507] ; [14.28985507 43.71014493],0
u3,1,0.663674,0.189091,[3 3] ; [12  8],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
n6,1,0.667356,0.184711,[7 4] ; [40 17],[7.60294118 3.39705882] ; [39.39705882 17.60294118],0
p8,1,0.689742,0.159364,[4 7] ; [24 32],[4.59701493 6.40298507] ; [23.40298507 32.59701493],0
a6,1,0.702959,0.145412,[5 6] ; [30 28],[5.57971014 5.42028986] ; [29.42028986 28.57971014],0
p4,1,0.741912,0.108453,[6 5] ; [28 29],[5.5 5.5] ; [28.5 28.5],0
p1,1,0.749891,0.101623,[ 1 10] ; [ 7 49],[1.31343284 9.68656716] ; [ 6.68656716 49.31343284],0
s8,1,0.756109,0.096469,[4 7] ; [24 34],[4.46376812 6.53623188] ; [23.53623188 34.46376812],0
p10,1,0.772864,0.083307,[8 3] ; [43 13],[8.37313433 2.62686567] ; [42.62686567 13.37313433],0
r1,1,0.777157,0.080104,[8 3] ; [39 18],[7.60294118 3.39705882] ; [39.39705882 17.60294118],0
b2,1,0.778947,0.078788,[2 4] ; [13 20],[2.30769231 3.69230769] ; [12.69230769 20.30769231],0
b3,1,0.778947,0.078788,[2 4] ; [13 20],[2.30769231 3.69230769] ; [12.69230769 20.30769231],0
v3,1,0.838057,0.041771,[3 8] ; [17 39],[3.28358209 7.71641791] ; [16.71641791 39.28358209],0
s6,1,0.849605,0.035957,[9 2] ; [46 12],[8.76811594 2.23188406] ; [46.23188406 11.76811594],0
p2,1,0.874167,0.02508,[8 3] ; [42 14],[8.20895522 2.79104478] ; [41.79104478 14.20895522],0
s3,1,0.889039,0.019466,[7 4] ; [35 22],[6.79411765 4.20588235] ; [35.20588235 21.79411765],0
b4,1,0.982975,0.000455,[8 3] ; [42 16],[7.97101449 3.02898551] ; [42.02898551 15.97101449],0
