Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,81.737836,[149 178] ; [202  42],[201.01050788 125.98949212] ; [149.98949212  94.01050788],1
a2,1,0.264195,1.246639,[ 86 254] ; [ 73 175],[ 91.93877551 248.06122449] ; [ 67.06122449 180.93877551],0
r3,1,0.277798,1.177833,[326  12] ; [242   5],[328.17777778   9.82222222] ; [239.82222222   7.17777778],0
b5,1,0.339091,0.913864,[208 132] ; [142 106],[202.38095238 137.61904762] ; [147.61904762 100.38095238],0
a4,1,0.400014,0.708285,[161 178] ; [126 121],[166.02901024 172.97098976] ; [120.97098976 126.02901024],0
a6,1,0.402217,0.70169,[238 102] ; [180  66],[242.52559727  97.47440273] ; [175.47440273  70.52559727],0
r4,1,0.40333,0.698377,[326  14] ; [241   7],[327.85714286  12.14285714] ; [239.14285714   8.85714286],0
b3,1,0.416122,0.66124,[ 76 127] ; [65 91],[ 79.72980501 123.27019499] ; [61.27019499 94.72980501],0
b2,1,0.416122,0.66124,[ 76 127] ; [65 91],[ 79.72980501 123.27019499] ; [61.27019499 94.72980501],0
d3,1,0.416723,0.659538,[243  97] ; [184  63],[247.3253833  92.6746167] ; [179.6746167  67.3253833],0
s3,1,0.473329,0.514194,[195 143] ; [148  96],[199.19931271 138.80068729] ; [143.80068729 100.19931271],0
n2,1,0.527298,0.399597,[56 21] ; [32  9],[57.42372881 19.57627119] ; [30.57627119 10.42372881],0
d5,1,0.540129,0.375301,[281  59] ; [208  38],[283.72013652  56.27986348] ; [205.27986348  40.72013652],0
p6,1,0.589235,0.291541,[134 202] ; [104 143],[137.16638079 198.83361921] ; [100.83361921 146.16638079],0
b4,1,0.628727,0.233791,[192 148] ; [145 103],[194.86394558 145.13605442] ; [142.13605442 105.86394558],0
r2,1,0.699768,0.148713,[327  10] ; [240   6],[327.75128645   9.24871355] ; [239.24871355   6.75128645],0
s6,1,0.766921,0.087855,[245  89] ; [177  68],[243.43350604  90.56649396] ; [178.56649396  66.43350604],0
b1,1,0.787613,0.072582,[117 223] ; [ 88 160],[118.53741497 221.46258503] ; [ 86.46258503 161.53741497],0
d4,1,0.794278,0.067996,[289  51] ; [211  35],[290.10238908  49.89761092] ; [209.89761092  36.10238908],0
u3,1,0.80191,0.062938,[56 33] ; [31 20],[55.30714286 33.69285714] ; [31.69285714 19.30714286],0
a8,1,0.813273,0.055793,[ 48 266] ; [ 32 188],[ 47.0411985 266.9588015] ; [ 32.9588015 187.0411985],0
n3,1,0.828835,0.046741,[57 19] ; [30 11],[56.51282051 19.48717949] ; [30.48717949 10.51282051],0
p2,1,0.84542,0.038011,[296  43] ; [217  30],[296.76962457  42.23037543] ; [216.23037543  30.76962457],0
s1,1,0.873877,0.025197,[  9 328] ; [  6 238],[  8.70051635 328.29948365] ; [  6.29948365 237.70051635],0
a7,1,0.977708,0.000781,[255  85] ; [185  62],[254.85519591  85.14480409] ; [185.14480409  61.85519591],0
