Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.3107,[61 13] ; [ 2 28],[44.82692308 29.17307692] ; [18.17307692 11.82692308],1
v4,1,0.0,26.649393,[64  8] ; [12 18],[53.64705882 18.35294118] ; [22.35294118  7.64705882],1
p11,1,1.1e-05,19.310913,[45 29] ; [ 4 26],[34.86538462 39.13461538] ; [14.13461538 15.86538462],1
p2,1,0.000203,13.805315,[47 27] ; [ 7 23],[38.42307692 35.57692308] ; [15.57692308 14.42307692],1
r1,1,0.000925,10.972707,[55 19] ; [12 18],[47.67307692 26.32692308] ; [19.32692308 10.67307692],1
n5,1,0.001602,9.958014,[29 45] ; [22  8],[36.28846154 37.71153846] ; [14.71153846 15.28846154],0
a1,1,0.002407,9.210026,[ 1 73] ; [ 5 25],[ 4.26923077 69.73076923] ; [ 1.73076923 28.26923077],0
r2,1,0.003237,8.668781,[66  8] ; [18 10],[60.94117647 13.05882353] ; [23.05882353  4.94117647],0
v2,1,0.01105,6.457281,[31 41] ; [ 5 25],[25.41176471 46.58823529] ; [10.58823529 19.41176471],0
a7,1,0.01251,6.237162,[47 27] ; [11 19],[41.26923077 32.73076923] ; [16.73076923 13.26923077],0
n6,1,0.036018,4.396273,[45 29] ; [11 18],[40.23300971 33.76699029] ; [15.76699029 13.23300971],0
v1,1,0.046658,3.957678,[24 50] ; [ 4 26],[19.92307692 54.07692308] ; [ 8.07692308 21.92307692],0
d4,1,0.056258,3.644399,[51 22] ; [15 15],[46.77669903 26.22330097] ; [19.22330097 10.77669903],0
u3,1,0.05711,3.61937,[15 18] ; [ 2 11],[12.19565217 20.80434783] ; [4.80434783 8.19565217],0
b5,1,0.094943,2.788503,[38 36] ; [10 20],[34.15384615 39.84615385] ; [13.84615385 16.15384615],0
p7,1,0.112735,2.515462,[33 41] ; [ 8 21],[29.45631068 44.54368932] ; [11.54368932 17.45631068],0
n2,1,0.118787,2.433239,[17 10] ; [ 8 12],[14.36170213 12.63829787] ; [10.63829787  9.36170213],0
n3,1,0.120608,2.409413,[17  9] ; [ 8 11],[14.44444444 11.55555556] ; [10.55555556  8.44444444],0
d5,1,0.132554,2.26233,[51 23] ; [16 14],[47.67307692 26.32692308] ; [19.32692308 10.67307692],0
b2,1,0.152931,2.042773,[11 29] ; [10 12],[13.5483871 26.4516129] ; [ 7.4516129 14.5483871],0
b3,1,0.152931,2.042773,[11 29] ; [10 12],[13.5483871 26.4516129] ; [ 7.4516129 14.5483871],0
d3,1,0.15451,2.027153,[41 33] ; [12 18],[37.71153846 36.28846154] ; [15.28846154 14.71153846],0
a6,1,0.15991,1.975076,[48 26] ; [15 15],[44.82692308 29.17307692] ; [18.17307692 11.82692308],0
p3,1,0.186866,1.742156,[21 51] ; [ 5 25],[18.35294118 53.64705882] ; [ 7.64705882 22.35294118],0
u1,1,0.219164,1.509838,[ 8 66] ; [ 1 29],[ 6.40384615 67.59615385] ; [ 2.59615385 27.40384615],0
s7,1,0.249354,1.326918,[14 54] ; [ 3 25],[12.04166667 55.95833333] ; [ 4.95833333 23.04166667],0
s4,1,0.279825,1.167938,[ 5 69] ; [ 4 26],[ 6.40384615 67.59615385] ; [ 2.59615385 27.40384615],0
s1,1,0.289707,1.120984,[ 5 68] ; [ 4 26],[ 6.37864078 66.62135922] ; [ 2.62135922 27.37864078],0
p4,1,0.291602,1.112212,[23 51] ; [ 6 23],[20.83495146 53.16504854] ; [ 8.16504854 20.83495146],0
u2,1,0.321466,0.982974,[15 17] ; [4 9],[13.51111111 18.48888889] ; [5.48888889 7.51111111],0
n1,1,0.321561,0.982587,[ 8 18] ; [ 9 11],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
p6,1,0.336966,0.921942,[13 59] ; [ 3 26],[11.40594059 60.59405941] ; [ 4.59405941 24.40594059],0
d1,1,0.350753,0.870732,[32 42] ; [10 20],[29.88461538 44.11538462] ; [12.11538462 17.88461538],0
p8,1,0.362467,0.829328,[19 55] ; [ 5 24],[17.24271845 56.75728155] ; [ 6.75728155 22.24271845],0
s2,1,0.399987,0.708366,[12 61] ; [ 3 27],[10.63106796 62.36893204] ; [ 4.36893204 25.63106796],0
a5,1,0.450694,0.568905,[43 31] ; [15 15],[41.26923077 32.73076923] ; [16.73076923 13.26923077],0
b1,1,0.458674,0.549129,[36 38] ; [17 13],[37.71153846 36.28846154] ; [15.28846154 14.71153846],0
b4,1,0.482969,0.492151,[45 29] ; [16 14],[43.40384615 30.59615385] ; [17.59615385 12.40384615],0
a8,1,0.483207,0.491618,[ 5 65] ; [ 1 28],[ 4.24242424 65.75757576] ; [ 1.75757576 27.24242424],0
s5,1,0.503833,0.446854,[ 8 65] ; [ 2 28],[ 7.08737864 65.91262136] ; [ 2.91262136 27.08737864],0
a2,1,0.510195,0.433668,[11 63] ; [ 3 27],[ 9.96153846 64.03846154] ; [ 4.03846154 25.96153846],0
