Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.007368,7.181041,[ 7 16] ; [25 13],[12.06557377 10.93442623] ; [19.93442623 18.06557377],0
b1,1,0.0117,6.355763,[14 10] ; [10 28],[ 9.29032258 14.70967742] ; [14.70967742 23.29032258],0
v3,1,0.024964,5.026399,[14  9] ; [12 26],[ 9.80327869 13.19672131] ; [16.19672131 21.80327869],0
n5,1,0.028642,4.789026,[12 11] ; [30  8],[15.83606557  7.16393443] ; [26.16393443 11.83606557],0
p7,1,0.041517,4.15478,[11 12] ; [28 10],[14.70491803  8.29508197] ; [24.29508197 13.70491803],0
p9,1,0.087333,2.922865,[15  8] ; [32  6],[17.72131148  5.27868852] ; [29.27868852  8.72131148],0
p2,1,0.087333,2.922865,[15  8] ; [32  6],[17.72131148  5.27868852] ; [29.27868852  8.72131148],0
n2,1,0.087375,2.922078,[3 4] ; [9 2],[4.66666667 2.33333333] ; [7.33333333 3.66666667],0
p10,1,0.099945,2.706419,[16  7] ; [33  5],[18.47540984  4.52459016] ; [30.52459016  7.47540984],0
n6,1,0.12056,2.410035,[18  5] ; [35  3],[19.98360656  3.01639344] ; [33.01639344  4.98360656],0
d1,1,0.120884,2.405824,[11 13] ; [25 13],[13.93548387 10.06451613] ; [22.06451613 15.93548387],0
v4,1,0.123408,2.373525,[21  3] ; [37  1],[22.4516129  1.5483871] ; [35.5483871  2.4516129],0
n4,1,0.134654,2.238012,[14 10] ; [29  9],[16.64516129  7.35483871] ; [26.35483871 11.64516129],0
a4,1,0.212968,1.551133,[14 10] ; [16 22],[11.61290323 12.38709677] ; [18.38709677 19.61290323],0
a6,1,0.257745,1.280829,[13 11] ; [26 12],[15.09677419  8.90322581] ; [23.90322581 14.09677419],0
u2,1,0.284117,1.14729,[5 3] ; [5 8],[3.80952381 4.19047619] ; [6.19047619 6.80952381],0
a7,1,0.2949,1.097113,[14  9] ; [28 10],[15.83606557  7.16393443] ; [26.16393443 11.83606557],0
u3,1,0.33235,0.939719,[6 2] ; [7 6],[4.95238095 3.04761905] ; [8.04761905 4.95238095],0
b4,1,0.335371,0.928046,[15  9] ; [19 19],[13.16129032 10.83870968] ; [20.83870968 17.16129032],0
s5,1,0.337774,0.91886,[10 14] ; [11 26],[ 8.26229508 15.73770492] ; [12.73770492 24.26229508],0
d2,1,0.353865,0.859548,[13 11] ; [16 22],[11.22580645 12.77419355] ; [17.77419355 20.22580645],0
p5,1,0.393904,0.726855,[ 1 22] ; [ 4 34],[ 1.8852459 21.1147541] ; [ 3.1147541 34.8852459],0
s7,1,0.396218,0.719775,[11  9] ; [16 21],[ 9.47368421 10.52631579] ; [17.52631579 19.47368421],0
r4,1,0.423492,0.640604,[19  5] ; [33  5],[20.12903226  3.87096774] ; [31.87096774  6.12903226],0
s6,1,0.443532,0.587129,[18  6] ; [25 13],[16.64516129  7.35483871] ; [26.35483871 11.64516129],0
