Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,69.015604,[104  55] ; [ 1 57],[76.93548387 82.06451613] ; [28.06451613 29.93548387],1
d4,1,0.0,48.097285,[142  17] ; [26 32],[123.09677419  35.90322581] ; [44.90322581 13.09677419],1
a5,1,0.0,36.088526,[128  31] ; [22 36],[109.9078341  49.0921659] ; [40.0921659 17.9078341],1
a4,1,0.0,28.087435,[89 70] ; [ 9 49],[71.80645161 87.19354839] ; [26.19354839 31.80645161],1
a3,1,1e-06,25.102454,[132  27] ; [28 29],[117.77777778  41.22222222] ; [42.22222222 14.77777778],1
d2,1,5e-06,21.033298,[91 67] ; [13 45],[76.07407407 81.92592593] ; [27.92592593 30.07407407],1
d3,1,3.5e-05,17.145194,[83 76] ; [12 46],[69.60829493 89.39170507] ; [25.39170507 32.60829493],1
r2,1,0.000118,14.822491,[149   8] ; [44 13],[141.59345794  15.40654206] ; [51.40654206  5.59345794],1
r4,1,0.000358,12.73937,[140  19] ; [39 19],[131.15668203  27.84331797] ; [47.84331797 10.15668203],1
v3,1,0.000678,11.547451,[70 84] ; [11 45],[59.4 94.6] ; [21.6 34.4],1
v2,1,0.000833,11.165916,[88 67] ; [16 37],[77.5 77.5] ; [26.5 26.5],1
s5,1,0.00108,10.685768,[68 83] ; [11 44],[57.90776699 93.09223301] ; [21.09223301 33.90776699],0
r1,1,0.001804,9.739431,[120  39] ; [31 27],[110.640553  48.359447] ; [40.359447 17.640553],0
n4,1,0.001808,9.735361,[134  24] ; [38 20],[125.81481481  32.18518519] ; [46.18518519 11.81481481],0
s6,1,0.002761,8.959153,[112  42] ; [29 28],[102.90995261  51.09004739] ; [38.09004739 18.90995261],0
s7,1,0.003784,8.38476,[93 62] ; [21 35],[83.74407583 71.25592417] ; [30.25592417 25.74407583],0
p6,1,0.004158,8.213519,[65 88] ; [12 45],[56.1 96.9] ; [20.9 36.1],0
n6,1,0.00491,7.91228,[139  19] ; [41 16],[132.27906977  25.72093023] ; [47.72093023  9.27906977],0
p4,1,0.006132,7.510958,[99 58] ; [24 33],[90.23831776 66.76168224] ; [32.76168224 24.23831776],0
s2,1,0.009078,6.807381,[85 74] ; [19 38],[76.55555556 82.44444444] ; [27.44444444 29.55555556],0
