Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.407426,[95  5] ; [23 15],[85.50724638 14.49275362] ; [32.49275362  5.50724638],1
a5,1,0.000755,11.348684,[75 25] ; [17 21],[66.66666667 33.33333333] ; [25.33333333 12.66666667],1
p10,1,0.00232,9.277713,[78 22] ; [19 18],[70.80291971 29.19708029] ; [26.19708029 10.80291971],0
d1,1,0.003989,8.288917,[59 41] ; [12 26],[51.44927536 48.55072464] ; [19.55072464 18.44927536],0
p11,1,0.005296,7.77544,[79 21] ; [21 17],[72.46376812 27.53623188] ; [27.53623188 10.46376812],0
d3,1,0.006062,7.53168,[80 20] ; [21 16],[73.72262774 26.27737226] ; [27.27737226  9.72262774],0
a7,1,0.019738,5.434903,[77 23] ; [21 16],[71.53284672 28.46715328] ; [26.46715328 10.53284672],0
r3,1,0.022551,5.202796,[97  3] ; [33  5],[94.20289855  5.79710145] ; [35.79710145  2.20289855],0
p9,1,0.027268,4.873793,[79 21] ; [23 15],[73.91304348 26.08695652] ; [28.08695652  9.91304348],0
v2,1,0.028064,4.824108,[52 42] ; [13 25],[46.28787879 47.71212121] ; [18.71212121 19.28787879],0
d4,1,0.028305,4.809388,[85 15] ; [26 12],[80.43478261 19.56521739] ; [30.56521739  7.43478261],0
u1,1,0.042638,4.109712,[15 85] ; [ 1 37],[11.5942029 88.4057971] ; [ 4.4057971 33.5942029],0
r2,1,0.045305,4.007267,[91  7] ; [30  7],[87.83703704 10.16296296] ; [33.16296296  3.83703704],0
a1,1,0.051618,3.788103,[ 4 96] ; [ 5 33],[ 6.52173913 93.47826087] ; [ 2.47826087 35.52173913],0
n1,1,0.071019,3.259305,[ 2 21] ; [ 5 11],[ 4.12820513 18.87179487] ; [ 2.87179487 13.12820513],0
a4,1,0.073591,3.201052,[40 60] ; [ 9 29],[35.50724638 64.49275362] ; [13.49275362 24.50724638],0
b4,1,0.084302,2.979942,[66 34] ; [19 19],[61.5942029 38.4057971] ; [23.4057971 14.5942029],0
a2,1,0.088291,2.905263,[20 80] ; [ 3 35],[16.66666667 83.33333333] ; [ 6.33333333 31.66666667],0
a3,1,0.089779,2.878336,[72 28] ; [21 16],[67.88321168 32.11678832] ; [25.11678832 11.88321168],0
p2,1,0.131729,2.272005,[88 11] ; [30  8],[85.27007299 13.72992701] ; [32.72992701  5.27007299],0
d5,1,0.139286,2.185825,[75 25] ; [23 14],[71.53284672 28.46715328] ; [26.46715328 10.53284672],0
n4,1,0.152621,2.04586,[45 55] ; [12 26],[41.30434783 58.69565217] ; [15.69565217 22.30434783],0
b5,1,0.159055,1.983189,[58 42] ; [27 11],[61.5942029 38.4057971] ; [23.4057971 14.5942029],0
a6,1,0.182061,1.780723,[65 35] ; [20 18],[61.5942029 38.4057971] ; [23.4057971 14.5942029],0
b1,1,0.200936,1.635556,[38 62] ; [19 19],[41.30434783 58.69565217] ; [15.69565217 22.30434783],0
v3,1,0.229107,1.446396,[28 68] ; [ 7 30],[25.26315789 70.73684211] ; [ 9.73684211 27.26315789],0
v4,1,0.246773,1.341479,[94  5] ; [34  4],[92.49635036  6.50364964] ; [35.50364964  2.49635036],0
v1,1,0.271596,1.208671,[36 61] ; [10 27],[33.29850746 63.70149254] ; [12.70149254 24.29850746],0
n3,1,0.355582,0.853437,[21  2] ; [13  3],[20.05128205  2.94871795] ; [13.94871795  2.05128205],0
p8,1,0.422128,0.644385,[59 41] ; [19 18],[56.93430657 43.06569343] ; [21.06569343 15.93430657],0
s2,1,0.470264,0.521356,[38 62] ; [17 21],[39.85507246 60.14492754] ; [15.14492754 22.85507246],0
p6,1,0.478773,0.501656,[35 62] ; [15 20],[36.74242424 60.25757576] ; [13.25757576 21.74242424],0
s7,1,0.492207,0.471698,[39 57] ; [13 25],[37.25373134 58.74626866] ; [14.74626866 23.25373134],0
a8,1,0.507789,0.438621,[ 8 82] ; [ 2 35],[ 7.08661417 82.91338583] ; [ 2.91338583 34.08661417],0
p4,1,0.568086,0.325895,[54 46] ; [22 15],[55.47445255 44.52554745] ; [20.52554745 16.47445255],0
u3,1,0.570603,0.321675,[13 13] ; [10  7],[13.90697674 12.09302326] ; [9.09302326 7.90697674],0
s8,1,0.599206,0.276195,[36 63] ; [12 26],[34.68613139 64.31386861] ; [13.31386861 24.68613139],0
s3,1,0.620917,0.24458,[51 47] ; [17 19],[49.73134328 48.26865672] ; [18.26865672 17.73134328],0
