Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,87.617858,[198 131] ; [ 45 180],[144.30866426 184.69133574] ; [ 98.69133574 126.30866426],1
v1,1,0.0,39.262715,[225 101] ; [ 94 129],[189.42440801 136.57559199] ; [129.57559199  93.42440801],1
r3,1,0.002309,9.286359,[328   4] ; [215  13],[321.92142857  10.07857143] ; [221.07857143   6.92142857],0
d1,1,0.0025,9.140535,[225 110] ; [125 104],[207.89007092 127.10992908] ; [142.10992908  86.89007092],0
s4,1,0.003472,8.541187,[ 36 296] ; [ 44 179],[ 47.85585586 284.14414414] ; [ 32.14414414 190.85585586],0
d2,1,0.007881,7.060409,[185 147] ; [101 127],[169.55714286 162.44285714] ; [116.44285714 111.55714286],0
p3,1,0.00821,6.987067,[198 132] ; [111 117],[182.74193548 147.25806452] ; [126.25806452 101.74193548],0
d4,1,0.014393,5.989273,[288  44] ; [180  48],[277.45714286  54.54285714] ; [190.54285714  37.45714286],0
p7,1,0.015652,5.841503,[234  91] ; [140  85],[221. 104.] ; [153.  72.],0
p9,1,0.018499,5.548277,[299  28] ; [193  34],[290.40433213  36.59566787] ; [201.59566787  25.40433213],0
s1,1,0.023164,5.156198,[  6 322] ; [ 12 214],[ 10.65703971 317.34296029] ; [  7.34296029 218.65703971],0
a1,1,0.024959,5.026695,[ 23 312] ; [  6 223],[ 17.2251773 317.7748227] ; [ 11.7748227 217.2251773],0
p12,1,0.033387,4.525834,[ 40 290] ; [ 15 211],[ 32.64388489 297.35611511] ; [ 22.35611511 203.64388489],0
d3,1,0.038792,4.269968,[237  96] ; [144  85],[225.75266904 107.24733096] ; [155.24733096  73.75266904],0
a3,1,0.039657,4.232503,[257  76] ; [159  70],[246.4911032  86.5088968] ; [169.5088968  59.4911032],0
s7,1,0.047109,3.941508,[183 135] ; [107 112],[171.73184358 146.26815642] ; [118.26815642 100.73184358],0
s8,1,0.047348,3.932988,[170 160] ; [ 98 130],[158.49462366 171.50537634] ; [109.50537634 118.49462366],0
a7,1,0.050927,3.810687,[247  85] ; [153  76],[236.7201426  95.2798574] ; [163.2798574  65.7201426],0
d5,1,0.070241,3.277373,[286  48] ; [182  46],[278.13523132  55.86476868] ; [189.86476868  38.13523132],0
r1,1,0.076626,3.135041,[282  52] ; [180  49],[274.08170515  59.91829485] ; [187.91829485  41.08170515],0
b1,1,0.095623,2.777073,[113 222] ; [ 93 136],[122.35815603 212.64184397] ; [ 83.64184397 145.35815603],0
u1,1,0.097259,2.749918,[ 73 262] ; [ 37 192],[ 65.33687943 269.66312057] ; [ 44.66312057 184.33687943],0
p10,1,0.09764,2.743673,[293  35] ; [192  35],[286.63063063  41.36936937] ; [198.36936937  28.63063063],0
p8,1,0.098618,2.727747,[197 127] ; [122 105],[187.57894737 136.42105263] ; [131.42105263  95.57894737],0
a5,1,0.124508,2.359673,[269  65] ; [172  57],[261.62344583  72.37655417] ; [179.37655417  49.62344583],0
a8,1,0.185874,1.750023,[ 54 245] ; [ 29 183],[ 48.56555773 250.43444227] ; [ 34.43444227 177.56555773],0
n5,1,0.209125,1.577475,[291  40] ; [192  36],[285.99821109  45.00178891] ; [197.00178891  30.99821109],0
n3,1,0.228757,1.448572,[40  9] ; [32 13],[37.53191489 11.46808511] ; [34.46808511 10.53191489],0
n6,1,0.246845,1.341072,[303  28] ; [202  26],[299.02504472  31.97495528] ; [205.97495528  22.02504472],0
u4,1,0.26592,1.237674,[  9 326] ; [  3 226],[  7.12765957 327.87234043] ; [  4.87234043 224.12765957],0
a6,1,0.302144,1.064706,[234  98] ; [152  77],[228.43493761 103.56506239] ; [157.56506239  71.43493761],0
p2,1,0.332313,0.939863,[291  40] ; [194  34],[287.18246869  43.81753131] ; [197.81753131  30.18246869],0
p4,1,0.361455,0.832832,[222 107] ; [146  83],[216.97491039 112.02508961] ; [151.02508961  77.97491039],0
s6,1,0.428938,0.625698,[220 108] ; [156  66],[224.23272727 103.76727273] ; [151.76727273  70.23272727],0
s5,1,0.462504,0.539827,[115 205] ; [ 73 149],[110.99630996 209.00369004] ; [ 77.00369004 144.99630996],0
v4,1,0.549569,0.358089,[316  15] ; [220   8],[317.38103757  13.61896243] ; [218.61896243   9.38103757],0
r4,1,0.552105,0.353559,[309  26] ; [208  21],[307.08333333  27.91666667] ; [209.91666667  19.08333333],0
n2,1,0.552507,0.352845,[37 11] ; [33 13],[35.74468085 12.25531915] ; [34.25531915 11.74468085],0
a2,1,0.57242,0.31865,[ 86 249] ; [ 54 175],[ 83.15602837 251.84397163] ; [ 56.84397163 172.15602837],0
n1,1,0.611302,0.258283,[17 30] ; [19 27],[18.19354839 28.80645161] ; [17.80645161 28.19354839],0
s3,1,0.652537,0.202717,[185 140] ; [133  93],[187.56805808 137.43194192] ; [130.43194192  95.56805808],0
s2,1,0.730959,0.118233,[173 156] ; [116 111],[171.00899281 157.99100719] ; [117.99100719 109.00899281],0
p1,1,0.795397,0.067241,[ 33 300] ; [ 21 206],[ 32.11071429 300.88928571] ; [ 21.88928571 205.11071429],0
p6,1,0.81161,0.05681,[133 192] ; [ 91 137],[131.64556962 193.35443038] ; [ 92.35443038 135.64556962],0
u3,1,0.831947,0.045031,[45 33] ; [41 28],[45.63265306 32.36734694] ; [40.36734694 28.63265306],0
b4,1,0.833252,0.044324,[199 136] ; [134  95],[197.79255319 137.20744681] ; [135.20744681  93.79255319],0
p5,1,0.883073,0.021631,[ 47 285] ; [ 31 195],[ 46.40860215 285.59139785] ; [ 31.59139785 194.40860215],0
b5,1,0.89009,0.019097,[197 138] ; [136  93],[197.79255319 137.20744681] ; [135.20744681  93.79255319],0
b2,1,0.923348,0.009258,[ 91 139] ; [59 92],[ 90.5511811 139.4488189] ; [59.4488189 91.5511811],0
b3,1,0.923348,0.009258,[ 91 139] ; [59 92],[ 90.5511811 139.4488189] ; [59.4488189 91.5511811],0
u2,1,0.933993,0.00686,[44 32] ; [41 29],[44.24657534 31.75342466] ; [40.75342466 29.24657534],0
r2,1,0.957073,0.002897,[311  17] ; [215  12],[310.86126126  17.13873874] ; [215.13873874  11.86126126],0
a4,1,0.985311,0.000339,[158 175] ; [108 120],[157.89304813 175.10695187] ; [108.10695187 119.89304813],0
