Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7e-06,20.213103,[185 152] ; [ 9 37],[170.6997389 166.3002611] ; [23.3002611 22.6997389],1
s7,1,1.9e-05,18.310196,[256  83] ; [22 26],[243.51937984  95.48062016] ; [34.48062016 13.51937984],1
r4,1,4e-05,16.875446,[331  20] ; [38 11],[323.7975  27.2025] ; [45.2025  3.7975],1
s8,1,4.5e-05,16.628047,[239 110] ; [19 30],[226.2361809 122.7638191] ; [31.7638191 17.2361809],1
s3,1,9.9e-05,15.156887,[317  33] ; [35 14],[308.77192982  41.22807018] ; [43.22807018  5.77192982],1
r1,1,0.001263,10.395973,[294  55] ; [32 17],[285.86432161  63.13567839] ; [40.13567839  8.86432161],0
p4,1,0.001584,9.978596,[243 106] ; [23 26],[233.25125628 115.74874372] ; [32.74874372 16.25125628],0
a5,1,0.002987,8.815121,[281  70] ; [30 19],[272.9025  78.0975] ; [38.0975 10.9025],0
d5,1,0.003828,8.363793,[297  51] ; [33 15],[290.  58.] ; [40.  8.],0
n6,1,0.018878,5.512784,[308  38] ; [37 11],[302.96954315  43.03045685] ; [42.03045685  5.96954315],0
a2,1,0.022462,5.209605,[105 246] ; [ 7 42],[ 98.28 252.72] ; [13.72 35.28],0
r3,1,0.03946,4.24096,[340   9] ; [45  4],[337.60050251  11.39949749] ; [47.39949749  1.60050251],0
d1,1,0.045706,3.992382,[237 114] ; [26 23],[230.7825 120.2175] ; [32.2175 16.7825],0
p5,1,0.049568,3.85601,[ 52 296] ; [ 2 44],[ 47.69543147 300.30456853] ; [ 6.30456853 39.69543147],0
a3,1,0.049868,3.8459,[273  77] ; [32 17],[267.54385965  82.45614035] ; [37.45614035 11.54385965],0
p6,1,0.052096,3.772674,[165 183] ; [16 33],[158.65994962 189.34005038] ; [22.34005038 26.65994962],0
d2,1,0.067684,3.338308,[191 158] ; [20 29],[185.02261307 163.97738693] ; [25.97738693 23.02261307],0
p3,1,0.076994,3.127243,[197 153] ; [21 28],[191.22807018 158.77192982] ; [26.77192982 22.22807018],0
v4,1,0.078502,3.095652,[342   7] ; [45  3],[340.20906801   8.79093199] ; [46.79093199  1.20906801],0
