Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.838702,[74  4] ; [15 11],[66.75 11.25] ; [22.25  3.75],1
s6,1,0.000312,12.9989,[65 11] ; [12 12],[58.52 17.48] ; [18.48  5.52],1
d5,1,0.002291,9.300813,[67 11] ; [15 11],[61.5 16.5] ; [20.5  5.5],0
d4,1,0.004023,8.273504,[64 14] ; [14 12],[58.5 19.5] ; [19.5  6.5],0
v4,1,0.004579,8.038647,[73  5] ; [19  7],[69.  9.] ; [23.  3.],0
r2,1,0.005548,7.691575,[74  4] ; [19  6],[70.42718447  7.57281553] ; [22.57281553  2.42718447],0
p10,1,0.006888,7.302068,[50 27] ; [ 9 17],[44.10679612 32.89320388] ; [14.89320388 11.10679612],0
r3,1,0.007751,7.090164,[73  4] ; [20  6],[69.52427184  7.47572816] ; [23.47572816  2.52427184],0
d1,1,0.016901,5.706607,[48 30] ; [ 9 17],[42.75 35.25] ; [14.25 11.75],0
a7,1,0.020826,5.3413,[58 20] ; [13 13],[53.25 24.75] ; [17.75  8.25],0
b4,1,0.02313,5.15873,[47 31] ; [ 9 17],[42. 36.] ; [14. 12.],0
n4,1,0.024651,5.048272,[55 23] ; [12 14],[50.25 27.75] ; [16.75  9.25],0
p6,1,0.033662,4.511809,[36 41] ; [ 6 20],[31.39805825 45.60194175] ; [10.60194175 15.39805825],0
v3,1,0.042062,4.132704,[32 43] ; [ 5 20],[27.75 47.25] ; [ 9.25 15.75],0
u1,1,0.066747,3.361255,[19 59] ; [ 2 24],[15.75 62.25] ; [ 5.25 20.75],0
a5,1,0.068066,3.329065,[57 21] ; [14 12],[53.25 24.75] ; [17.75  8.25],0
p8,1,0.069148,3.303124,[38 40] ; [ 7 18],[34.0776699 43.9223301] ; [10.9223301 14.0776699],0
n5,1,0.083553,2.994403,[53 24] ; [13 13],[49.33980583 27.66019417] ; [16.66019417  9.33980583],0
p2,1,0.084747,2.971429,[66 12] ; [18  8],[63. 15.] ; [21.  5.],0
s7,1,0.10266,2.663727,[42 27] ; [10 14],[38.58064516 30.41935484] ; [13.41935484 10.58064516],0
a3,1,0.14007,2.177185,[51 26] ; [13 13],[47.84466019 29.15533981] ; [16.15533981  9.84466019],0
d2,1,0.140958,2.167468,[43 35] ; [10 16],[39.75 38.25] ; [13.25 12.75],0
p9,1,0.152044,2.051624,[56 21] ; [15 11],[53.0776699 23.9223301] ; [17.9223301  8.0776699],0
a2,1,0.191063,1.709402,[22 56] ; [ 4 22],[19.5 58.5] ; [ 6.5 19.5],0
d3,1,0.191063,1.709402,[61 17] ; [17  9],[58.5 19.5] ; [19.5  6.5],0
s8,1,0.233427,1.419858,[37 40] ; [ 9 17],[34.38834951 42.61165049] ; [11.61165049 14.38834951],0
a1,1,0.238969,1.386667,[ 2 76] ; [ 2 24],[ 3. 75.] ; [ 1. 25.],0
b1,1,0.254332,1.29935,[41 37] ; [17  9],[43.5 34.5] ; [14.5 11.5],0
a6,1,0.254332,1.29935,[46 32] ; [12 14],[43.5 34.5] ; [14.5 11.5],0
v2,1,0.363458,0.825911,[40 36] ; [11 15],[38. 38.] ; [13. 13.],0
a4,1,0.363607,0.825397,[38 40] ; [10 16],[36. 42.] ; [12. 14.],0
p5,1,0.423961,0.639309,[11 67] ; [ 2 23],[ 9.84466019 68.15533981] ; [ 3.15533981 21.84466019],0
p1,1,0.46687,0.529374,[10 67] ; [ 2 24],[ 8.97087379 68.02912621] ; [ 3.02912621 22.97087379],0
s3,1,0.488756,0.479263,[48 30] ; [14 12],[46.5 31.5] ; [15.5 10.5],0
u2,1,0.495628,0.464286,[13 13] ; [5 8],[12. 14.] ; [6. 7.],0
n6,1,0.515432,0.423025,[61 16] ; [19  7],[59.80582524 17.19417476] ; [20.19417476  5.80582524],0
n3,1,0.519149,0.415584,[15  9] ; [6 2],[15.75  8.25] ; [5.25 2.75],0
v1,1,0.534111,0.386564,[38 39] ; [11 15],[36.63106796 40.36893204] ; [12.36893204 13.63106796],0
s4,1,0.613356,0.255316,[17 60] ; [ 7 19],[17.94174757 59.05825243] ; [ 6.05825243 19.94174757],0
b3,1,0.663594,0.189188,[11 32] ; [ 3 12],[10.37931034 32.62068966] ; [ 3.62068966 11.37931034],0
b2,1,0.663594,0.189188,[11 32] ; [ 3 12],[10.37931034 32.62068966] ; [ 3.62068966 11.37931034],0
n1,1,0.680724,0.169312,[10 14] ; [4 4],[10.5 13.5] ; [3.5 4.5],0
u3,1,0.690397,0.158656,[17  8] ; [8 5],[16.44736842  8.55263158] ; [8.55263158 4.44736842],0
s5,1,0.703941,0.144405,[29 45] ; [ 8 15],[28.22680412 45.77319588] ; [ 8.77319588 14.22680412],0
s2,1,0.763093,0.090855,[47 30] ; [15 11],[46.34951456 30.65048544] ; [15.65048544 10.34951456],0
a8,1,0.81488,0.054819,[ 6 59] ; [ 2 24],[ 5.71428571 59.28571429] ; [ 2.28571429 23.71428571],0
p3,1,0.817499,0.053251,[47 31] ; [15 11],[46.5 31.5] ; [15.5 10.5],0
p7,1,0.819663,0.051974,[44 34] ; [14 12],[43.5 34.5] ; [14.5 11.5],0
n2,1,0.829856,0.046176,[16  8] ; [5 3],[15.75  8.25] ; [5.25 2.75],0
s1,1,0.83367,0.044099,[ 5 72] ; [ 2 24],[ 5.23300971 71.76699029] ; [ 1.76699029 24.23300971],0
b5,1,0.906907,0.013675,[49 29] ; [16 10],[48.75 29.25] ; [16.25  9.75],0
