Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,23.421475,[29  5] ; [63 96],[16.20725389 17.79274611] ; [75.79274611 83.20725389],1
b4,1,0.156022,2.012362,[18 17] ; [106  59],[21.7 13.3] ; [102.3  62.7],0
p11,1,0.164138,1.93568,[32  3] ; [135  30],[29.225  5.775] ; [137.775  27.225],0
d5,1,0.201521,1.631317,[31  3] ; [135  29],[28.50505051  5.49494949] ; [137.49494949  26.50505051],0
v2,1,0.212424,1.554828,[25 10] ; [131  31],[27.71573604  7.28426396] ; [128.28426396  33.71573604],0
n3,1,0.229654,1.443001,[4 3] ; [26  7],[5.25 1.75] ; [24.75  8.25],0
d1,1,0.282636,1.154369,[26  9] ; [107  58],[23.275 11.725] ; [109.725  55.275],0
n1,1,0.289651,1.121245,[4 3] ; [11 20],[2.76315789 4.23684211] ; [12.23684211 18.76315789],0
r2,1,0.300028,1.074069,[33  2] ; [161   4],[33.95  1.05] ; [160.05   4.95],0
s4,1,0.334007,0.933298,[ 4 31] ; [ 30 135],[ 5.95 29.05] ; [ 28.05 136.95],0
a7,1,0.358993,0.841413,[22 13] ; [116  48],[24.27135678 10.72864322] ; [113.72864322  50.27135678],0
d4,1,0.492604,0.470833,[30  4] ; [137  27],[28.67676768  5.32323232] ; [138.32323232  25.67676768],0
r4,1,0.521911,0.410116,[34  1] ; [156   9],[33.25  1.75] ; [156.75   8.25],0
u1,1,0.537362,0.380451,[ 6 29] ; [ 36 129],[ 7.35 27.65] ; [ 34.65 130.35],0
p10,1,0.569918,0.32282,[31  4] ; [140  25],[29.925  5.075] ; [141.075  23.925],0
u3,1,0.640245,0.218423,[5 2] ; [23 14],[4.45454545 2.54545455] ; [23.54545455 13.45454545],0
b1,1,0.654657,0.200079,[15 20] ; [ 64 101],[13.825 21.175] ; [65.175 99.825],0
r3,1,0.690056,0.159025,[34  1] ; [162   3],[34.3  0.7] ; [161.7   3.3],0
b2,1,0.739463,0.110599,[12 15] ; [38 55],[11.25 15.75] ; [38.75 54.25],0
b3,1,0.739463,0.110599,[12 15] ; [38 55],[11.25 15.75] ; [38.75 54.25],0
a3,1,0.740317,0.109848,[28  7] ; [127  37],[27.26130653  7.73869347] ; [127.73869347  36.26130653],0
p9,1,0.751627,0.100169,[31  4] ; [142  22],[30.42713568  4.57286432] ; [142.57286432  21.42713568],0
a5,1,0.766481,0.088198,[27  8] ; [131  34],[27.65  7.35] ; [130.35  34.65],0
p2,1,0.803352,0.062007,[30  5] ; [144  21],[30.45  4.55] ; [143.55  21.45],0
v4,1,0.819773,0.05191,[34  1] ; [159   6],[33.775  1.225] ; [159.225   5.775],0
a4,1,0.837513,0.042056,[17 18] ; [77 88],[16.45 18.55] ; [77.55 87.45],0
a8,1,0.949585,0.003998,[ 5 29] ; [ 22 132],[ 4.88297872 29.11702128] ; [ 22.11702128 131.88297872],0
d3,1,0.960484,0.002455,[25  9] ; [122  43],[25.11557789  8.88442211] ; [121.88442211  43.11557789],0
u2,1,0.970476,0.00137,[4 3] ; [22 16],[4.04444444 2.95555556] ; [21.95555556 16.04444444],0
d2,1,0.98185,0.000518,[18 16] ; [87 78],[17.93969849 16.06030151] ; [87.06030151 77.93969849],0
