Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,57.797915,[ 33 127] ; [76 39],[63.41818182 96.58181818] ; [45.58181818 69.41818182],1
s2,1,0.0,37.362621,[ 36 124] ; [68 48],[60.28985507 99.71014493] ; [43.71014493 72.28985507],1
s3,1,0.0,35.954232,[ 49 107] ; [79 37],[73.41176471 82.58823529] ; [54.58823529 61.41176471],1
s6,1,1e-06,24.26215,[71 87] ; [86 29],[90.86446886 67.13553114] ; [66.13553114 48.86446886],1
a3,1,2.2e-05,17.997951,[88 71] ; [92 23],[104.45255474  54.54744526] ; [75.54744526 39.45255474],1
p5,1,3.8e-05,16.957994,[  4 156] ; [19 97],[ 13.33333333 146.66666667] ; [  9.66666667 106.33333333],1
p2,1,0.001611,9.946978,[135  24] ; [112   4],[142.81090909  16.18909091] ; [104.18909091  11.81090909],0
n4,1,0.001761,9.783615,[108  51] ; [98 18],[119.10545455  39.89454545] ; [86.89454545 29.10545455],0
n5,1,0.008439,6.93793,[107  51] ; [95 21],[116.48175182  41.51824818] ; [85.51824818 30.48175182],0
v4,1,0.0106,6.531153,[148  12] ; [114   1],[152.43636364   7.56363636] ; [109.56363636   5.43636364],0
s4,1,0.014809,5.939103,[ 12 145] ; [20 96],[ 18.4029304 138.5970696] ; [ 13.5970696 102.4029304],0
u1,1,0.034114,4.488996,[ 14 146] ; [20 96],[ 19.71014493 140.28985507] ; [ 14.28985507 101.71014493],0
a8,1,0.040394,4.201259,[ 14 127] ; [20 85],[ 19.48780488 121.51219512] ; [14.51219512 90.48780488],0
u3,1,0.044733,4.028673,[33 37] ; [17  7],[37.23404255 32.76595745] ; [12.76595745 11.23404255],0
p3,1,0.048489,3.892968,[81 79] ; [72 43],[89.01818182 70.98181818] ; [63.98181818 51.01818182],0
n6,1,0.055758,3.65927,[125  33] ; [102  14],[130.89781022  27.10218978] ; [96.10218978 19.89781022],0
b5,1,0.066583,3.365312,[107  53] ; [65 51],[99.71014493 60.28985507] ; [72.28985507 43.71014493],0
p6,1,0.081643,3.031891,[ 58 101] ; [54 61],[64.99270073 94.00729927] ; [47.00729927 67.99270073],0
n3,1,0.082307,3.01875,[21  9] ; [7 9],[18.26086957 11.73913043] ; [9.73913043 6.26086957],0
p4,1,0.091306,2.851203,[102  56] ; [86 30],[108.40875912  49.59124088] ; [79.59124088 36.40875912],0
u2,1,0.096321,2.765432,[37 35] ; [17  7],[40.5 31.5] ; [13.5 10.5],0
r1,1,0.101863,2.676134,[120  39] ; [97 19],[125.46545455  33.53454545] ; [91.53454545 24.46545455],0
u4,1,0.110443,2.547871,[  2 158] ; [  5 111],[  4.05797101 155.94202899] ; [  2.94202899 113.05797101],0
p10,1,0.117911,2.444852,[123  35] ; [99 17],[128.01459854  29.98540146] ; [93.98540146 22.01459854],0
d4,1,0.118337,2.439189,[123  37] ; [98 18],[128.11594203  31.88405797] ; [92.88405797 23.11594203],0
p1,1,0.138402,2.195637,[ 12 147] ; [ 15 101],[ 15.61090909 143.38909091] ; [ 11.38909091 104.61090909],0
a2,1,0.143552,2.139467,[ 26 134] ; [27 89],[ 30.72463768 129.27536232] ; [22.27536232 93.72463768],0
r2,1,0.145409,2.119763,[142  14] ; [109   5],[145.02222222  10.97777778] ; [105.97777778   8.02222222],0
p9,1,0.181237,1.787448,[128  30] ; [101  15],[132.05109489  25.94890511] ; [96.94890511 19.05109489],0
d1,1,0.18125,1.787343,[85 75] ; [71 45],[90.43478261 69.56521739] ; [65.56521739 50.43478261],0
v1,1,0.195567,1.675171,[75 82] ; [63 50],[80.24444444 76.75555556] ; [57.75555556 55.24444444],0
b2,1,0.199135,1.64871,[23 60] ; [29 49],[26.80745342 56.19254658] ; [25.19254658 52.80745342],0
b3,1,0.199135,1.64871,[23 60] ; [29 49],[26.80745342 56.19254658] ; [25.19254658 52.80745342],0
v3,1,0.202581,1.623667,[ 51 103] ; [46 67],[55.94756554 98.05243446] ; [41.05243446 71.94756554],0
p12,1,0.220089,1.503794,[  9 150] ; [ 11 104],[ 11.60583942 147.39416058] ; [  8.39416058 106.60583942],0
d3,1,0.233593,1.418851,[108  52] ; [86 30],[112.46376812  47.53623188] ; [81.53623188 34.46376812],0
a6,1,0.293501,1.103494,[113  47] ; [75 41],[108.98550725  51.01449275] ; [79.01449275 36.98550725],0
n2,1,0.295454,1.0946,[20 10] ; [13  3],[21.52173913  8.47826087] ; [11.47826087  4.52173913],0
d2,1,0.360416,0.836444,[67 93] ; [55 61],[70.72463768 89.27536232] ; [51.27536232 64.72463768],0
p7,1,0.381217,0.766774,[116  40] ; [90 24],[119.02222222  36.97777778] ; [86.97777778 27.02222222],0
r4,1,0.395525,0.72189,[138  22] ; [104  12],[140.28985507  19.71014493] ; [101.71014493  14.28985507],0
a4,1,0.419237,0.652454,[ 56 103] ; [46 69],[59.18978102 99.81021898] ; [42.81021898 72.18978102],0
a7,1,0.436057,0.606638,[123  36] ; [85 31],[120.26181818  38.73818182] ; [87.73818182 28.26181818],0
b1,1,0.47105,0.519513,[ 58 102] ; [47 69],[60.86956522 99.13043478] ; [44.13043478 71.86956522],0
a5,1,0.480768,0.497121,[111  49] ; [85 31],[113.62318841  46.37681159] ; [82.37681159 33.62318841],0
v2,1,0.529934,0.394517,[87 67] ; [60 54],[84.47014925 69.52985075] ; [62.52985075 51.47014925],0
n1,1,0.539361,0.376725,[10 19] ; [7 9],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
s1,1,0.578341,0.308925,[  6 152] ; [  3 113],[  5.18978102 152.81021898] ; [  3.81021898 112.18978102],0
a1,1,0.642994,0.214848,[  4 156] ; [  4 112],[  4.63768116 155.36231884] ; [  3.36231884 112.63768116],0
d5,1,0.658392,0.195483,[125  35] ; [88 28],[123.47826087  36.52173913] ; [89.52173913 26.47826087],0
b4,1,0.778419,0.079175,[91 69] ; [64 52],[89.85507246 70.14492754] ; [65.14492754 50.85507246],0
r3,1,0.780127,0.077927,[149  11] ; [109   7],[149.56521739  10.43478261] ; [108.43478261   7.56521739],0
p11,1,0.95538,0.003131,[132  28] ; [96 20],[132.17391304  27.82608696] ; [95.82608696 20.17391304],0
