Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8e-06,19.862406,[129 300] ; [41 31],[145.56886228 283.43113772] ; [24.43113772 47.56886228],1
s6,1,1e-05,19.430979,[201 224] ; [53 17],[218.08080808 206.91919192] ; [35.91919192 34.08080808],1
s3,1,0.000112,14.929821,[165 260] ; [46 27],[180.07028112 244.92971888] ; [30.92971888 42.07028112],1
s5,1,0.000263,13.313922,[ 90 333] ; [28 39],[101.86530612 321.13469388] ; [16.13469388 50.86530612],1
n4,1,0.003767,8.393027,[311 120] ; [41 33],[300.41980198 130.58019802] ; [51.58019802 22.41980198],0
s7,1,0.005051,7.860959,[ 98 310] ; [29 44],[107.72557173 300.27442827] ; [19.27442827 53.72557173],0
b1,1,0.030398,4.686653,[161 270] ; [18 56],[152.77029703 278.22970297] ; [26.22970297 47.77029703],0
d2,1,0.038546,4.280758,[182 246] ; [22 52],[173.92828685 254.07171315] ; [30.07171315 43.92828685],0
d1,1,0.042178,4.128029,[224 207] ; [29 45],[215.92673267 215.07326733] ; [37.07326733 36.92673267],0
a8,1,0.045244,4.009503,[ 50 345] ; [ 3 66],[ 45.11853448 349.88146552] ; [ 7.88146552 61.11853448],0
b2,1,0.049225,3.867672,[ 74 156] ; [ 6 31],[ 68.91385768 161.08614232] ; [11.08614232 25.91385768],0
b3,1,0.049225,3.867672,[ 74 156] ; [ 6 31],[ 68.91385768 161.08614232] ; [11.08614232 25.91385768],0
a2,1,0.080904,3.046654,[ 90 341] ; [ 9 65],[ 84.49306931 346.50693069] ; [14.50693069 59.49306931],0
d3,1,0.103539,2.650164,[281 147] ; [55 18],[287.04191617 140.95808383] ; [48.95808383 24.04191617],0
p5,1,0.104918,2.629147,[ 34 392] ; [ 2 72],[ 30.672 395.328] ; [ 5.328 68.672],0
p1,1,0.129315,2.300712,[ 32 394] ; [ 2 72],[ 28.968 397.032] ; [ 5.032 68.968],0
v3,1,0.146841,2.104761,[137 278] ; [17 53],[131.77319588 283.22680412] ; [22.22680412 47.77319588],0
n5,1,0.166636,1.912947,[289 138] ; [44 30],[283.81437126 143.18562874] ; [49.18562874 24.81437126],0
u1,1,0.185361,1.754108,[ 59 372] ; [ 6 68],[ 55.47524752 375.52475248] ; [ 9.52475248 64.47524752],0
v2,1,0.199578,1.64546,[222 189] ; [33 39],[216.98757764 194.01242236] ; [38.01242236 33.98757764],0
v1,1,0.20695,1.592633,[195 226] ; [28 45],[190.0465587 230.9534413] ; [32.9534413 40.0465587],0
n2,1,0.221259,1.496187,[76 28] ; [18  3],[78.208 25.792] ; [15.792  5.208],0
a4,1,0.225752,1.467427,[177 252] ; [25 49],[172.28230616 256.71769384] ; [29.71769384 44.28230616],0
p3,1,0.238984,1.386577,[170 255] ; [35 39],[174.5991984 250.4008016] ; [30.4008016 43.5991984],0
d4,1,0.254351,1.299245,[343  85] ; [55 19],[339.33067729  88.66932271] ; [58.66932271 15.33067729],0
b4,1,0.267635,1.228826,[250 181] ; [48 26],[254.33267327 176.66732673] ; [43.66732673 30.33267327],0
r1,1,0.27246,1.204319,[327 102] ; [52 22],[323.24254473 105.75745527] ; [55.75745527 18.24254473],0
p9,1,0.321227,0.983944,[324  97] ; [60 13],[327.25506073  93.74493927] ; [56.74493927 16.25506073],0
u2,1,0.321747,0.981832,[83 73] ; [13 17],[80.51612903 75.48387097] ; [15.48387097 14.51612903],0
p10,1,0.325248,0.967727,[307 114] ; [58 16],[310.43434343 110.56565657] ; [54.56565657 19.43434343],0
p11,1,0.358618,0.842728,[330 101] ; [53 21],[326.87722772 104.12277228] ; [56.12277228 17.87722772],0
n3,1,0.40131,0.704398,[77 25] ; [14  7],[75.46341463 26.53658537] ; [15.53658537  5.46341463],0
d5,1,0.416187,0.661058,[331  99] ; [53 20],[328.27037773 101.72962227] ; [55.72962227 17.27037773],0
p6,1,0.427106,0.630679,[111 306] ; [23 51],[113.80448065 303.19551935] ; [20.19551935 53.80448065],0
p2,1,0.439826,0.596737,[343  81] ; [57 17],[340.562249  83.437751] ; [59.437751 14.562249],0
a7,1,0.491599,0.473024,[317 113] ; [51 22],[314.59244533 115.40755467] ; [53.40755467 19.59244533],0
a3,1,0.500943,0.452937,[272 156] ; [44 30],[269.41832669 158.58167331] ; [46.58167331 27.41832669],0
a6,1,0.505922,0.442493,[295 134] ; [48 26],[292.5387674 136.4612326] ; [50.4612326 23.5387674],0
n6,1,0.507089,0.44007,[338  91] ; [60 13],[340.12350598  88.87649402] ; [57.87649402 15.12350598],0
u3,1,0.545299,0.365807,[79 77] ; [17 13],[80.51612903 75.48387097] ; [15.48387097 14.51612903],0
r4,1,0.553603,0.350902,[383  48] ; [64 10],[381.4990099  49.5009901] ; [65.5009901  8.4990099],0
a1,1,0.66519,0.187281,[ 16 415] ; [ 2 72],[ 15.36237624 415.63762376] ; [ 2.63762376 71.36237624],0
p8,1,0.700338,0.148121,[192 230] ; [31 41],[190.49797571 231.50202429] ; [32.50202429 39.49797571],0
p7,1,0.733161,0.116229,[238 180] ; [40 33],[236.66802444 181.33197556] ; [41.33197556 31.66802444],0
a5,1,0.781967,0.076594,[286 144] ; [48 26],[284.96031746 145.03968254] ; [49.03968254 24.96031746],0
b5,1,0.799367,0.064601,[263 168] ; [44 30],[262.01386139 168.98613861] ; [44.98613861 29.01386139],0
p12,1,0.80204,0.062855,[ 20 404] ; [ 3 71],[ 19.58232932 404.41767068] ; [ 3.41767068 70.58232932],0
s1,1,0.806486,0.060007,[ 14 412] ; [ 2 71],[ 13.65931864 412.34068136] ; [ 2.34068136 70.65931864],0
n1,1,0.821069,0.051153,[32 71] ; [ 6 15],[31.56451613 71.43548387] ; [ 6.43548387 14.56451613],0
v4,1,0.861326,0.030516,[401  27] ; [68  5],[400.66267465  27.33732535] ; [68.33732535  4.66267465],0
r2,1,0.929203,0.007894,[396  30] ; [69  5],[396.18  29.82] ; [68.82  5.18],0
p4,1,0.978197,0.000747,[217 207] ; [38 36],[217.10843373 206.89156627] ; [37.89156627 36.10843373],0
