Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.9279,[48  5] ; [2 9],[41.40625 11.59375] ; [8.59375 2.40625],1
v4,1,9.4e-05,15.262258,[49  4] ; [5 6],[44.71875  8.28125] ; [9.28125 1.71875],1
s1,1,0.002987,8.815452,[ 3 50] ; [4 7],[ 5.796875 47.203125] ; [1.203125 9.796875],0
s6,1,0.003251,8.660979,[39 14] ; [3 8],[34.78125 18.21875] ; [7.21875 3.78125],0
p11,1,0.003448,8.553706,[35 18] ; [2 9],[30.640625 22.359375] ; [6.359375 4.640625],0
r1,1,0.007441,7.163286,[44  9] ; [5 6],[40.578125 12.421875] ; [8.421875 2.578125],0
n6,1,0.008428,6.940188,[43  9] ; [5 6],[39.61904762 12.38095238] ; [8.38095238 2.61904762],0
v2,1,0.010652,6.522438,[35 16] ; [3 8],[31.25806452 19.74193548] ; [6.74193548 4.25806452],0
p10,1,0.019669,5.441046,[34 18] ; [3 8],[30.53968254 21.46031746] ; [6.46031746 4.53968254],0
s8,1,0.022449,5.210659,[24 28] ; [ 1 10],[20.63492063 31.36507937] ; [4.36507937 6.63492063],0
s3,1,0.028536,4.795369,[25 28] ; [1 9],[21.87301587 31.12698413] ; [4.12698413 5.87301587],0
d4,1,0.035821,4.405594,[40 12] ; [5 6],[37.14285714 14.85714286] ; [7.85714286 3.14285714],0
s7,1,0.037009,4.35,[27 21] ; [2 8],[24. 24.] ; [5. 5.],0
p1,1,0.056454,3.638599,[ 4 49] ; [3 8],[ 5.796875 47.203125] ; [1.203125 9.796875],0
p9,1,0.073875,3.194752,[34 18] ; [4 7],[31.36507937 20.63492063] ; [6.63492063 4.36507937],0
a7,1,0.091612,2.845814,[38 15] ; [5 6],[35.609375 17.390625] ; [7.390625 3.609375],0
a3,1,0.100381,2.699487,[35 18] ; [10  1],[37.265625 15.734375] ; [7.734375 3.265625],0
p4,1,0.114264,2.494228,[18 33] ; [1 9],[15.8852459 35.1147541] ; [3.1147541 6.8852459],0
p7,1,0.114264,2.494228,[18 33] ; [1 9],[15.8852459 35.1147541] ; [3.1147541 6.8852459],0
s5,1,0.122849,2.380623,[17 36] ; [ 1 10],[14.90625 38.09375] ; [3.09375 7.90625],0
r2,1,0.123884,2.367521,[50  3] ; [8 2],[48.79365079  4.20634921] ; [9.20634921 0.79365079],0
n1,1,0.142041,2.155711,[ 3 10] ; [2 1],[4.0625 8.9375] ; [0.9375 2.0625],0
d1,1,0.152246,2.049601,[27 26] ; [3 8],[24.84375 28.15625] ; [5.15625 5.84375],0
s2,1,0.186579,1.744427,[26 27] ; [3 8],[24.015625 28.984375] ; [4.984375 6.015625],0
p6,1,0.259715,1.270277,[13 40] ; [ 1 10],[11.59375 41.40625] ; [2.40625 8.59375],0
p3,1,0.287429,1.131623,[18 34] ; [2 9],[16.50793651 35.49206349] ; [3.49206349 7.50793651],0
b1,1,0.301601,1.067104,[20 33] ; [6 5],[21.53125 31.46875] ; [4.46875 6.53125],0
d3,1,0.324918,0.969048,[32 20] ; [5 6],[30.53968254 21.46031746] ; [6.46031746 4.53968254],0
d5,1,0.347895,0.881119,[36 16] ; [6 5],[34.66666667 17.33333333] ; [7.33333333 3.66666667],0
n4,1,0.418641,0.654128,[40 13] ; [7 4],[38.921875 14.078125] ; [8.078125 2.921875],0
a6,1,0.419861,0.650704,[35 17] ; [6 5],[33.84126984 18.15873016] ; [7.15873016 3.84126984],0
b5,1,0.499051,0.456954,[30 23] ; [5 6],[28.984375 24.015625] ; [6.015625 4.984375],0
p8,1,0.50424,0.446002,[14 39] ; [4 7],[14.90625 38.09375] ; [3.09375 7.90625],0
p5,1,0.511909,0.430163,[ 9 44] ; [ 1 10],[ 8.28125 44.71875] ; [1.71875 9.28125],0
a1,1,0.531218,0.392061,[ 6 47] ; [2 9],[ 6.625 46.375] ; [1.375 9.625],0
s4,1,0.587855,0.293706,[ 8 44] ; [ 1 10],[ 7.42857143 44.57142857] ; [1.57142857 9.42857143],0
n5,1,0.594337,0.283623,[38 15] ; [7 4],[37.265625 15.734375] ; [7.734375 3.265625],0
v1,1,0.612656,0.256325,[24 28] ; [6 5],[24.76190476 27.23809524] ; [5.23809524 5.76190476],0
a5,1,0.687622,0.161672,[37 16] ; [7 4],[36.4375 16.5625] ; [7.5625 3.4375],0
b2,1,0.757093,0.095667,[14 21] ; [2 4],[13.65853659 21.34146341] ; [2.34146341 3.65853659],0
b3,1,0.757093,0.095667,[14 21] ; [2 4],[13.65853659 21.34146341] ; [2.34146341 3.65853659],0
d2,1,0.784114,0.075055,[26 26] ; [5 6],[25.58730159 26.41269841] ; [5.41269841 5.58730159],0
b4,1,0.840223,0.040646,[32 21] ; [7 4],[32.296875 20.703125] ; [6.703125 4.296875],0
a4,1,0.878716,0.023286,[18 35] ; [4 7],[18.21875 34.78125] ; [3.78125 7.21875],0
n2,1,0.93758,0.006133,[9 5] ; [2 1],[9.05882353 4.94117647] ; [1.94117647 1.05882353],0
a2,1,0.957688,0.002815,[10 43] ; [2 9],[ 9.9375 43.0625] ; [2.0625 8.9375],0
n3,1,1.0,0.0,[7 7] ; [1 1],[7. 7.] ; [1. 1.],0
