Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.582759,[ 7 33] ; [122  30],[26.875 13.125] ; [102.125  49.875],1
d5,1,6.6e-05,15.928733,[20 20] ; [123  29],[29.79166667 10.20833333] ; [113.20833333  38.79166667],1
r1,1,0.007285,7.201417,[26 15] ; [125  26],[32.24479167  8.75520833] ; [118.75520833  32.24479167],0
b4,1,0.00979,6.672678,[17 24] ; [97 55],[24.21761658 16.78238342] ; [89.78238342 62.21761658],0
b3,1,0.016344,5.765521,[ 2 19] ; [27 46],[ 6.4787234 14.5212766] ; [22.5212766 50.4787234],0
b2,1,0.016344,5.765521,[ 2 19] ; [27 46],[ 6.4787234 14.5212766] ; [22.5212766 50.4787234],0
a4,1,0.016588,5.739412,[ 7 34] ; [56 96],[13.38341969 27.61658031] ; [ 49.61658031 102.38341969],0
a5,1,0.01698,5.698456,[18 23] ; [98 54],[24.64248705 16.35751295] ; [91.35751295 60.64248705],0
n3,1,0.027021,4.889449,[15  1] ; [34 18],[11.52941176  4.47058824] ; [37.47058824 14.52941176],0
s5,1,0.028937,4.771365,[ 7 34] ; [51 95],[12.71657754 28.28342246] ; [ 45.28342246 100.71657754],0
r2,1,0.042252,4.125096,[37  4] ; [148   4],[39.30051813  1.69948187] ; [145.69948187   6.30051813],0
a2,1,0.04851,3.892224,[ 2 39] ; [ 26 126],[ 5.94818653 35.05181347] ; [ 22.05181347 129.94818653],0
a6,1,0.064718,3.412157,[22 19] ; [105  47],[26.97927461 14.02072539] ; [100.02072539  51.97927461],0
b5,1,0.067325,3.347066,[20 21] ; [98 54],[25.06735751 15.93264249] ; [92.93264249 59.06735751],0
d2,1,0.074626,3.178209,[10 31] ; [60 92],[14.87046632 26.12953368] ; [55.12953368 96.87046632],0
a7,1,0.078359,3.09861,[25 15] ; [116  36],[29.375 10.625] ; [111.625  40.375],0
a3,1,0.08035,3.057804,[20 21] ; [97 55],[24.85492228 16.14507772] ; [92.14507772 59.85492228],0
v3,1,0.085796,2.951542,[ 7 34] ; [43 97],[11.32596685 29.67403315] ; [ 38.67403315 101.32596685],0
v1,1,0.112181,2.523222,[13 28] ; [67 80],[17.44680851 23.55319149] ; [62.55319149 84.44680851],0
