Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.582759,[ 7 33] ; [122  30],[26.875 13.125] ; [102.125  49.875],1
p8,1,0.114092,2.496604,[14 27] ; [72 78],[18.46073298 22.53926702] ; [67.53926702 82.46073298],0
u3,1,0.156776,2.005051,[11 10] ; [37 16],[13.62162162  7.37837838] ; [34.37837838 18.62162162],0
v2,1,0.166804,1.911437,[16 23] ; [76 66],[19.82320442 19.17679558] ; [72.17679558 69.82320442],0
b1,1,0.174683,1.842285,[17 24] ; [ 46 106],[13.38341969 27.61658031] ; [ 49.61658031 102.38341969],0
s6,1,0.179883,1.798591,[22 19] ; [97 52],[25.67894737 15.32105263] ; [93.32105263 55.67894737],0
n2,1,0.221031,1.497663,[14  2] ; [37 14],[12.17910448  3.82089552] ; [38.82089552 12.17910448],0
p2,1,0.224022,1.478418,[27 14] ; [113  37],[30.05235602 10.94764398] ; [109.94764398  40.05235602],0
s1,1,0.302587,1.062759,[ 2 39] ; [  3 148],[ 1.06770833 39.93229167] ; [  3.93229167 147.06770833],0
s4,1,0.371114,0.799931,[ 8 33] ; [ 40 112],[10.19689119 30.80310881] ; [ 37.80310881 114.19689119],0
s3,1,0.378577,0.775319,[18 23] ; [78 73],[20.5 20.5] ; [75.5 75.5],0
n6,1,0.384839,0.755186,[30 11] ; [99 51],[27.69109948 13.30890052] ; [101.30890052  48.69109948],0
p6,1,0.403845,0.696847,[ 8 33] ; [ 38 109],[10.03191489 30.96808511] ; [ 35.96808511 111.03191489],0
a8,1,0.410728,0.676692,[ 3 37] ; [  6 134],[ 2. 38.] ; [  7. 133.],0
n1,1,0.414949,0.664575,[ 3 12] ; [16 36],[ 4.25373134 10.74626866] ; [14.74626866 37.25373134],0
n5,1,0.415387,0.663329,[16 24] ; [ 50 101],[13.82198953 26.17801047] ; [52.17801047 98.82198953],0
s7,1,0.427536,0.629506,[15 24] ; [46 99],[12.92934783 26.07065217] ; [48.07065217 96.92934783],0
u2,1,0.43499,0.609464,[11 10] ; [33 20],[12.48648649  8.51351351] ; [31.51351351 21.48648649],0
p9,1,0.46682,0.529494,[30 10] ; [118  29],[31.65775401  8.34224599] ; [116.34224599  30.65775401],0
s2,1,0.526575,0.400997,[17 24] ; [71 80],[18.79166667 22.20833333] ; [69.20833333 81.79166667],0
p10,1,0.551871,0.353976,[27 13] ; [107  41],[28.5106383 11.4893617] ; [105.4893617  42.5106383],0
p12,1,0.637353,0.222221,[ 1 40] ; [  6 144],[ 1.5026178 39.4973822] ; [  5.4973822 144.5026178],0
a1,1,0.646633,0.210172,[ 1 40] ; [  6 146],[ 1.48704663 39.51295337] ; [  5.51295337 146.48704663],0
s8,1,0.676879,0.17366,[15 26] ; [ 50 101],[13.88020833 27.11979167] ; [51.11979167 99.88020833],0
p1,1,0.758084,0.094862,[ 3 38] ; [  9 141],[ 2.57591623 38.42408377] ; [  9.42408377 140.57591623],0
p3,1,0.759684,0.093573,[16 25] ; [55 96],[15.16145833 25.83854167] ; [55.83854167 95.16145833],0
v4,1,0.780668,0.077533,[40  1] ; [147   5],[39.7253886  1.2746114] ; [147.2746114   4.7253886],0
p4,1,0.7892,0.071476,[19 22] ; [66 84],[18.2460733 22.7539267] ; [66.7539267 83.2460733],0
p7,1,0.923068,0.009326,[23 18] ; [82 62],[23.27027027 17.72972973] ; [81.72972973 62.27027027],0
p11,1,0.948621,0.004152,[28 13] ; [103  49],[27.82901554 13.17098446] ; [103.17098446  48.82901554],0
p5,1,0.954859,0.003204,[ 2 39] ; [  7 143],[ 1.93193717 39.06806283] ; [  7.06806283 142.93193717],0
