Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3e-06,21.578784,[65 19] ; [10 22],[54.31034483 29.68965517] ; [20.68965517 11.31034483],1
a8,1,0.310079,1.030341,[15 57] ; [ 4 28],[13.15384615 58.84615385] ; [ 5.84615385 26.15384615],0
a3,1,0.31263,1.019531,[63 21] ; [21 11],[60.82758621 23.17241379] ; [23.17241379  8.82758621],0
s1,1,0.320381,0.987389,[ 2 80] ; [ 2 30],[ 2.87719298 79.12280702] ; [ 1.12280702 30.87719298],0
p4,1,0.344458,0.893769,[47 37] ; [21 11],[49.24137931 34.75862069] ; [18.75862069 13.24137931],0
v1,1,0.356202,0.851238,[45 37] ; [14 17],[42.81415929 39.18584071] ; [16.18584071 14.81415929],0
r4,1,0.358197,0.844205,[78  6] ; [28  4],[76.75862069  7.24137931] ; [29.24137931  2.75862069],0
n2,1,0.398025,0.714286,[15  6] ; [5 4],[14.  7.] ; [6. 3.],0
p6,1,0.444177,0.585468,[32 50] ; [15 17],[33.80701754 48.19298246] ; [13.19298246 18.80701754],0
r1,1,0.456693,0.553988,[72 11] ; [26  6],[70.73043478 12.26956522] ; [27.26956522  4.73043478],0
r2,1,0.472053,0.517167,[76  7] ; [27  4],[74.99122807  8.00877193] ; [28.00877193  2.99122807],0
n6,1,0.485922,0.485544,[69 15] ; [28  4],[70.24137931 13.75862069] ; [26.75862069  5.24137931],0
v4,1,0.515565,0.422757,[79  5] ; [29  3],[78.20689655  5.79310345] ; [29.79310345  2.20689655],0
a5,1,0.535667,0.383629,[65 19] ; [23  9],[63.72413793 20.27586207] ; [24.27586207  7.72413793],0
d2,1,0.625719,0.237911,[43 41] ; [18 14],[44.17241379 39.82758621] ; [16.82758621 15.17241379],0
s5,1,0.664405,0.188217,[20 60] ; [ 9 22],[20.9009009 59.0990991] ; [ 8.0990991 22.9009009],0
p10,1,0.712853,0.135444,[70 13] ; [27  4],[70.62280702 12.37719298] ; [26.37719298  4.62280702],0
p9,1,0.737835,0.112039,[74 10] ; [28  3],[74.50434783  9.49565217] ; [27.49565217  3.50434783],0
n4,1,0.776061,0.080915,[69 15] ; [27  5],[69.51724138 14.48275862] ; [26.48275862  5.51724138],0
s7,1,0.80224,0.062725,[46 35] ; [19 13],[46.59292035 34.40707965] ; [18.40707965 13.59292035],0
p7,1,0.8043,0.061398,[57 25] ; [23  9],[57.54385965 24.45614035] ; [22.45614035  9.54385965],0
s6,1,0.828862,0.046726,[56 28] ; [20 11],[55.51304348 28.48695652] ; [20.48695652 10.51304348],0
n1,1,0.930386,0.007632,[ 7 13] ; [3 6],[ 6.89655172 13.10344828] ; [3.10344828 5.89655172],0
v3,1,0.952702,0.003518,[38 45] ; [14 17],[37.85964912 45.14035088] ; [14.14035088 16.85964912],0
n3,1,0.976445,0.000872,[13  8] ; [5 3],[13.03448276  7.96551724] ; [4.96551724 3.03448276],0
p11,1,0.984215,0.000391,[71 13] ; [27  5],[70.96551724 13.03448276] ; [27.03448276  4.96551724],0
