Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3e-06,21.578784,[65 19] ; [10 22],[54.31034483 29.68965517] ; [20.68965517 11.31034483],1
d5,1,0.00107,10.702694,[73 11] ; [19 13],[66.62068966 17.37931034] ; [25.37931034  6.62068966],0
d3,1,0.001451,10.13986,[63 21] ; [14 18],[55.75862069 28.24137931] ; [21.24137931 10.75862069],0
a2,1,0.005355,7.755349,[22 62] ; [ 1 31],[16.65517241 67.34482759] ; [ 6.34482759 25.65517241],0
u1,1,0.012983,6.171491,[19 65] ; [ 1 31],[14.48275862 69.51724138] ; [ 5.51724138 26.48275862],0
a4,1,0.035625,4.41496,[39 45] ; [ 8 24],[34.03448276 49.96551724] ; [12.96551724 19.03448276],0
d4,1,0.056849,3.627018,[71 13] ; [22 10],[67.34482759 16.65517241] ; [25.65517241  6.34482759],0
b1,1,0.067184,3.350525,[29 55] ; [17 15],[33.31034483 50.68965517] ; [12.68965517 19.31034483],0
v2,1,0.089411,2.884944,[49 33] ; [13 18],[44.99115044 37.00884956] ; [17.00884956 13.99115044],0
u2,1,0.11456,2.49016,[17  4] ; [6 5],[15.09375  5.90625] ; [7.90625 3.09375],0
p2,1,0.120383,2.412326,[71 13] ; [23  9],[68.06896552 15.93103448] ; [25.93103448  6.06896552],0
p3,1,0.186894,1.741935,[41 43] ; [20 12],[44.17241379 39.82758621] ; [16.82758621 15.17241379],0
b5,1,0.196191,1.670507,[48 36] ; [14 18],[44.89655172 39.10344828] ; [17.10344828 14.89655172],0
p12,1,0.198125,1.656145,[ 5 79] ; [ 4 26],[ 6.63157895 77.36842105] ; [ 2.36842105 27.63157895],0
r3,1,0.20715,1.591234,[81  3] ; [29  3],[79.65517241  4.34482759] ; [30.34482759  1.65517241],0
p5,1,0.208345,1.582888,[16 68] ; [ 3 29],[13.75862069 70.24137931] ; [ 5.24137931 26.75862069],0
p1,1,0.238722,1.388122,[ 5 79] ; [ 4 28],[ 6.51724138 77.48275862] ; [ 2.48275862 29.51724138],0
u3,1,0.245876,1.346583,[14  7] ; [5 6],[12.46875  8.53125] ; [6.53125 4.46875],0
s4,1,0.249091,1.328392,[ 7 77] ; [ 5 27],[ 8.68965517 75.31034483] ; [ 3.31034483 28.68965517],0
p8,1,0.260947,1.263728,[46 36] ; [21 10],[48.61946903 33.38053097] ; [18.38053097 12.61946903],0
n5,1,0.265892,1.237819,[59 24] ; [26  6],[61.34782609 21.65217391] ; [23.65217391  8.34782609],0
b4,1,0.270221,1.215627,[54 30] ; [17 15],[51.4137931 32.5862069] ; [19.5862069 12.4137931],0
b2,1,0.281808,1.158351,[26 37] ; [11  9],[28.08433735 34.91566265] ; [ 8.91566265 11.08433735],0
b3,1,0.281808,1.158351,[26 37] ; [11  9],[28.08433735 34.91566265] ; [ 8.91566265 11.08433735],0
d1,1,0.296407,1.090292,[51 33] ; [16 16],[48.51724138 35.48275862] ; [18.48275862 13.51724138],0
s3,1,0.306514,1.045638,[29 54] ; [ 8 24],[26.70434783 56.29565217] ; [10.29565217 21.70434783],0
