Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.477144,[ 9 25] ; [58  9],[22.55445545 11.44554455] ; [44.44554455 22.55445545],1
a5,1,0.005677,7.65,[18 16] ; [54 14],[24. 10.] ; [48. 20.],0
b1,1,0.009506,6.725275,[ 7 27] ; [32 36],[13. 21.] ; [26. 42.],0
a3,1,0.024159,5.08317,[19 14] ; [53 14],[23.76  9.24] ; [48.24 18.76],0
p7,1,0.024771,5.039818,[12 19] ; [41 24],[17.11458333 13.88541667] ; [35.88541667 29.11458333],0
s7,1,0.028819,4.778366,[13 21] ; [41 26],[18.17821782 15.82178218] ; [35.82178218 31.17821782],0
d2,1,0.029508,4.73771,[12 22] ; [39 28],[17.16831683 16.83168317] ; [33.83168317 33.16831683],0
v3,1,0.038912,4.264717,[ 5 27] ; [24 43],[ 9.37373737 22.62626263] ; [19.62626263 47.37373737],0
r1,1,0.061138,3.50625,[23 11] ; [57 11],[26.66666667  7.33333333] ; [53.33333333 14.66666667],0
n3,1,0.061369,3.5,[5 5] ; [15  3],[7.14285714 2.85714286] ; [12.85714286  5.14285714],0
p12,1,0.067706,3.33778,[ 1 33] ; [10 57],[ 3.7029703 30.2970297] ; [ 7.2970297 59.7029703],0
p6,1,0.094199,2.801104,[ 4 29] ; [18 49],[ 7.26 25.74] ; [14.74 52.26],0
n2,1,0.114169,2.495544,[8 3] ; [16  1],[9.42857143 1.57142857] ; [14.57142857  2.42857143],0
p3,1,0.116675,2.46139,[ 6 28] ; [22 46],[ 9.33333333 24.66666667] ; [18.66666667 49.33333333],0
s4,1,0.128309,2.312843,[12 22] ; [14 52],[ 8.84 25.16] ; [17.16 48.84],0
r3,1,0.128625,2.30902,[33  1] ; [58  8],[30.94  3.06] ; [60.06  5.94],0
v1,1,0.134038,2.245108,[13 19] ; [38 29],[16.48484848 15.51515152] ; [34.51515152 32.48484848],0
a1,1,0.194596,1.682474,[ 3 31] ; [ 2 66],[ 1.66666667 32.33333333] ; [ 3.33333333 64.66666667],0
n6,1,0.199988,1.642461,[26  8] ; [58  9],[28.27722772  5.72277228] ; [55.72277228 11.27722772],0
a4,1,0.200423,1.639286,[11 23] ; [31 37],[14. 20.] ; [28. 40.],0
s8,1,0.233042,1.422196,[14 20] ; [36 31],[16.83168317 17.16831683] ; [33.16831683 33.83168317],0
p1,1,0.267904,1.22745,[ 2 31] ; [ 9 58],[ 3.63 29.37] ; [ 7.37 59.63],0
n1,1,0.314736,1.010695,[5 6] ; [11  6],[6.28571429 4.71428571] ; [9.71428571 7.28571429],0
d4,1,0.332272,0.940022,[30  4] ; [54 13],[28.27722772  5.72277228] ; [55.72277228 11.27722772],0
r4,1,0.415736,0.662338,[28  6] ; [60  8],[29.33333333  4.66666667] ; [58.66666667  9.33333333],0
u1,1,0.441252,0.593023,[ 4 30] ; [12 56],[ 5.33333333 28.66666667] ; [10.66666667 57.33333333],0
p2,1,0.465233,0.533275,[23 10] ; [52 16],[24.5049505  8.4950495] ; [50.4950495 17.5049505],0
a2,1,0.471937,0.517438,[ 5 29] ; [14 54],[ 6.33333333 27.66666667] ; [12.66666667 55.33333333],0
b5,1,0.481726,0.494953,[17 17] ; [39 29],[18.66666667 15.33333333] ; [37.33333333 30.66666667],0
d1,1,0.483756,0.490385,[15 19] ; [35 33],[16.66666667 17.33333333] ; [33.33333333 34.66666667],0
v4,1,0.536485,0.382094,[29  3] ; [63  4],[29.73737374  2.26262626] ; [62.26262626  4.73737374],0
u2,1,0.59737,0.27898,[ 5 10] ; [6 8],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
d5,1,0.620481,0.245192,[25  9] ; [53 15],[26.  8.] ; [52. 16.],0
p11,1,0.634007,0.226667,[24 10] ; [51 17],[25.  9.] ; [50. 18.],0
b4,1,0.665582,0.186813,[22 12] ; [41 27],[21. 13.] ; [42. 26.],0
p9,1,0.682562,0.167256,[28  5] ; [53 12],[27.2755102  5.7244898] ; [53.7244898 11.2755102],0
u3,1,0.712547,0.135747,[8 7] ; [9 6],[8.5 6.5] ; [8.5 6.5],0
p8,1,0.726968,0.121914,[12 21] ; [26 39],[12.79591837 20.20408163] ; [25.20408163 39.79591837],0
s3,1,0.76121,0.092351,[23 10] ; [44 22],[22.33333333 10.66666667] ; [44.66666667 21.33333333],0
b2,1,0.768587,0.086567,[ 8 10] ; [19 28],[ 7.47692308 10.52307692] ; [19.52307692 27.47692308],0
b3,1,0.768587,0.086567,[ 8 10] ; [19 28],[ 7.47692308 10.52307692] ; [19.52307692 27.47692308],0
d3,1,0.779393,0.078462,[18 16] ; [34 34],[17.33333333 16.66666667] ; [34.66666667 33.33333333],0
p10,1,0.804338,0.061373,[26  7] ; [55 13],[26.46534653  6.53465347] ; [54.53465347 13.46534653],0
a7,1,0.842228,0.039619,[22 12] ; [42 25],[21.54455446 12.45544554] ; [42.45544554 24.54455446],0
s6,1,0.915939,0.011141,[27  7] ; [53 13],[27.2  6.8] ; [52.8 13.2],0
v2,1,0.946611,0.004484,[17 15] ; [35 30],[17.15463918 14.84536082] ; [34.84536082 30.15463918],0
a6,1,0.952778,0.003507,[20 14] ; [39 28],[19.86138614 14.13861386] ; [39.13861386 27.86138614],0
s2,1,1.0,0.0,[22 12] ; [44 24],[22. 12.] ; [44. 24.],0
r2,1,1.0,0.0,[32  1] ; [64  2],[32.  1.] ; [64.  2.],0
