Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,62.111163,[ 35 120] ; [122  65],[71.15497076 83.84502924] ; [ 85.84502924 101.15497076],1
n3,1,0.013153,6.148441,[35 31] ; [35 11],[41.25 24.75] ; [28.75 17.25],0
v4,1,0.018351,5.562293,[130  25] ; [174  15],[136.97674419  18.02325581] ; [167.02325581  21.97674419],0
v1,1,0.026851,4.900387,[ 40 113] ; [ 70 117],[ 49.5 103.5] ; [ 60.5 126.5],0
s7,1,0.029408,4.743568,[ 47 103] ; [ 77 102],[56.53495441 93.46504559] ; [ 67.46504559 111.53495441],0
p12,1,0.030462,4.683038,[  3 151] ; [ 13 175],[  7.20467836 146.79532164] ; [  8.79532164 179.20467836],0
r2,1,0.066538,3.366434,[130  24] ; [170  17],[135.48387097  18.51612903] ; [164.51612903  22.48387097],0
b4,1,0.067444,3.344148,[97 59] ; [99 90],[88.62608696 67.37391304] ; [107.37391304  81.62608696],0
u2,1,0.079375,3.077652,[27 38] ; [37 28],[32. 33.] ; [32. 33.],0
n6,1,0.082073,3.023372,[114  41] ; [153  35],[120.65597668  34.34402332] ; [146.34402332  41.65597668],0
s1,1,0.104963,2.628465,[ 11 145] ; [  6 180],[  7.75438596 148.24561404] ; [  9.24561404 176.75438596],0
a5,1,0.175791,1.83285,[93 63] ; [126  63],[99.02608696 56.97391304] ; [119.97391304  69.02608696],0
a8,1,0.176823,1.824128,[ 15 133] ; [ 27 151],[ 19.06748466 128.93251534] ; [ 22.93251534 155.06748466],0
n4,1,0.194789,1.681019,[101  55] ; [134  54],[106.56976744  49.43023256] ; [128.43023256  59.56976744],0
a3,1,0.228445,1.450516,[91 63] ; [123  65],[96.3625731 57.6374269] ; [117.6374269  70.3625731],0
a7,1,0.244817,1.352642,[96 60] ; [127  61],[101.12790698  54.87209302] ; [121.87209302  66.12790698],0
d5,1,0.274081,1.196209,[107  49] ; [139  49],[111.55813953  44.44186047] ; [134.44186047  53.55813953],0
p5,1,0.28652,1.135902,[ 10 145] ; [ 18 169],[ 12.69005848 142.30994152] ; [ 15.30994152 171.69005848],0
b1,1,0.31709,1.000912,[61 95] ; [ 84 105],[65.56521739 90.43478261] ; [ 79.43478261 109.56521739],0
p1,1,0.348122,0.880293,[ 16 139] ; [ 14 174],[ 13.55685131 141.44314869] ; [ 16.44314869 171.55685131],0
a4,1,0.392522,0.731116,[66 88] ; [ 72 116],[62.14035088 91.85964912] ; [ 75.85964912 112.14035088],0
d3,1,0.39352,0.728037,[88 68] ; [114  73],[91.87172012 64.12827988] ; [110.12827988  76.87172012],0
u1,1,0.427534,0.629512,[ 19 137] ; [ 18 171],[ 16.73043478 139.26956522] ; [ 20.26956522 168.73043478],0
n2,1,0.450431,0.569567,[41 26] ; [32 15],[42.90350877 24.09649123] ; [30.09649123 16.90350877],0
b2,1,0.610206,0.259876,[30 59] ; [42 71],[31.72277228 57.27722772] ; [40.27722772 72.72277228],0
b3,1,0.610206,0.259876,[30 59] ; [42 71],[31.72277228 57.27722772] ; [40.27722772 72.72277228],0
b5,1,0.611717,0.257683,[95 61] ; [110  79],[92.69565217 63.30434783] ; [112.30434783  76.69565217],0
d1,1,0.711914,0.136373,[72 84] ; [91 98],[73.70434783 82.29565217] ; [89.29565217 99.70434783],0
u3,1,0.72569,0.123106,[34 31] ; [32 33],[33. 32.] ; [33. 32.],0
d4,1,0.732005,0.117279,[113  43] ; [140  49],[114.4  41.6] ; [138.6  50.4],0
a6,1,0.773856,0.082561,[94 62] ; [111  78],[92.69565217 63.30434783] ; [112.30434783  76.69565217],0
n1,1,0.829676,0.046276,[27 40] ; [18 29],[26.44736842 40.55263158] ; [18.55263158 28.44736842],0
d2,1,0.84357,0.038939,[66 88] ; [ 79 110],[65.10204082 88.89795918] ; [ 79.89795918 109.10204082],0
u4,1,0.846717,0.037369,[  2 154] ; [  2 187],[  1.80869565 154.19130435] ; [  2.19130435 186.80869565],0
s4,1,0.870411,0.026614,[ 32 122] ; [ 40 146],[ 32.61176471 121.38823529] ; [ 39.38823529 146.61176471],0
a1,1,0.903877,0.014584,[  7 149] ; [  9 180],[  7.23478261 148.76521739] ; [  8.76521739 180.23478261],0
a2,1,0.970306,0.001386,[ 27 129] ; [ 33 156],[ 27.13043478 128.86956522] ; [ 32.86956522 156.13043478],0
n5,1,0.986986,0.000266,[108  48] ; [131  58],[108.06956522  47.93043478] ; [130.93043478  58.06956522],0
