Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,62.111163,[ 35 120] ; [122  65],[71.15497076 83.84502924] ; [ 85.84502924 101.15497076],1
p6,1,0.0,46.527354,[ 19 136] ; [ 87 100],[ 48.04093567 106.95906433] ; [ 57.95906433 129.04093567],1
p4,1,0.0,38.021261,[ 52 104] ; [126  63],[80.48695652 75.51304348] ; [97.51304348 91.48695652],1
p2,1,0.0,31.939074,[101  55] ; [169  19],[122.44186047  33.55813953] ; [147.55813953  40.44186047],1
p3,1,4e-06,21.365707,[ 40 115] ; [95 94],[60.82848837 94.17151163] ; [ 74.17151163 114.82848837],1
s6,1,1.2e-05,19.110414,[67 87] ; [123  60],[86.82492582 67.17507418] ; [103.17507418  79.82492582],1
r4,1,0.000121,14.781528,[109  47] ; [164  25],[123.44347826  32.55652174] ; [149.55652174  39.44347826],1
r3,1,0.000686,11.52665,[123  32] ; [173  15],[133.76093294  21.23906706] ; [162.23906706  25.76093294],1
p10,1,0.00106,10.71928,[94 61] ; [144  43],[107.86549708  47.13450292] ; [130.13450292  56.86549708],0
s8,1,0.002002,9.547807,[ 38 118] ; [ 75 112],[ 51.39358601 104.60641399] ; [ 61.60641399 125.39358601],0
p11,1,0.003243,8.66562,[96 60] ; [144  45],[108.52173913  47.47826087] ; [131.47826087  57.52173913],0
s5,1,0.004447,8.091462,[ 31 118] ; [ 65 121],[ 42.69850746 106.30149254] ; [ 53.30149254 132.69850746],0
s2,1,0.004936,7.902842,[ 51 103] ; [91 98],[63.75510204 90.24489796] ; [ 78.24489796 110.75510204],0
s3,1,0.006802,7.324559,[65 89] ; [107  81],[77.4502924 76.5497076] ; [94.5497076 93.4502924],0
p9,1,0.00731,7.195146,[103  50] ; [149  37],[113.73451327  39.26548673] ; [138.26548673  47.73451327],0
r1,1,0.007414,7.169783,[93 63] ; [137  50],[104.60641399  51.39358601] ; [125.39358601  61.60641399],0
