Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-06,22.18022,[47 31] ; [18 60],[32.5 45.5] ; [32.5 45.5],1
p10,1,5.5e-05,16.283735,[67 10] ; [44 32],[55.8627451 21.1372549] ; [55.1372549 20.8627451],1
p4,1,0.000142,14.474069,[49 28] ; [25 51],[37.24183007 39.75816993] ; [36.75816993 39.24183007],1
p7,1,0.000175,14.084077,[56 21] ; [32 43],[44.57894737 32.42105263] ; [43.42105263 31.57894737],1
p6,1,0.000368,12.687091,[37 40] ; [16 61],[26.5 50.5] ; [26.5 50.5],1
s7,1,0.001065,10.711381,[42 34] ; [21 52],[32.13422819 43.86577181] ; [30.86577181 42.13422819],0
p1,1,0.002292,9.299471,[17 61] ; [ 4 74],[10.5 67.5] ; [10.5 67.5],0
p12,1,0.002571,9.089165,[13 64] ; [ 2 76],[ 7.4516129 69.5483871] ; [ 7.5483871 70.4516129],0
p9,1,0.003714,8.418638,[68  9] ; [54 24],[60.60645161 16.39354839] ; [61.39354839 16.60645161],0
a5,1,0.00376,8.396013,[52 26] ; [34 44],[43. 35.] ; [43. 35.],0
s6,1,0.005331,7.763516,[54 21] ; [39 39],[45.58823529 29.41176471] ; [47.41176471 30.58823529],0
n5,1,0.005376,7.748428,[61 16] ; [45 32],[53. 24.] ; [53. 24.],0
p2,1,0.008029,7.027027,[63 15] ; [48 30],[55.5 22.5] ; [55.5 22.5],0
s8,1,0.011222,6.429749,[34 44] ; [19 59],[26.5 51.5] ; [26.5 51.5],0
v2,1,0.013185,6.144058,[43 32] ; [27 46],[35.47297297 39.52702703] ; [34.52702703 38.47297297],0
s5,1,0.016141,5.787398,[29 47] ; [15 59],[22.29333333 53.70666667] ; [21.70666667 52.29333333],0
v3,1,0.016955,5.700987,[36 41] ; [21 54],[28.875 48.125] ; [28.125 46.875],0
n6,1,0.023581,5.12517,[69  9] ; [58 20],[63.5 14.5] ; [63.5 14.5],0
p5,1,0.03748,4.328483,[15 63] ; [ 6 71],[10.56774194 67.43225806] ; [10.43225806 66.56774194],0
d4,1,0.063888,3.433464,[35 43] ; [46 31],[40.76129032 37.23870968] ; [40.23870968 36.76129032],0
r3,1,0.095846,2.773333,[73  5] ; [77  1],[75.  3.] ; [75.  3.],0
n4,1,0.096341,2.765092,[57 20] ; [48 30],[52.16129032 24.83870968] ; [52.83870968 25.16129032],0
d3,1,0.108265,2.579365,[31 47] ; [41 37],[36. 42.] ; [36. 42.],0
p11,1,0.112687,2.516129,[66 12] ; [58 20],[62. 16.] ; [62. 16.],0
u3,1,0.141198,2.164849,[17 19] ; [25 14],[20.16 15.84] ; [21.84 17.16],0
s2,1,0.164828,1.929364,[39 38] ; [30 46],[34.7254902 42.2745098] ; [34.2745098 41.7254902],0
v1,1,0.191568,1.70552,[40 38] ; [31 45],[35.96103896 42.03896104] ; [35.03896104 40.96103896],0
b3,1,0.215935,1.53118,[20 25] ; [15 32],[17.11956522 27.88043478] ; [17.88043478 29.11956522],0
b2,1,0.215935,1.53118,[20 25] ; [15 32],[17.11956522 27.88043478] ; [17.88043478 29.11956522],0
s4,1,0.290636,1.116672,[10 67] ; [15 63],[12.41935484 64.58064516] ; [12.58064516 65.41935484],0
a8,1,0.352303,0.865145,[ 8 64] ; [12 61],[ 9.93103448 62.06896552] ; [10.06896552 62.93103448],0
n3,1,0.3802,0.770056,[5 3] ; [18  5],[5.93548387 2.06451613] ; [17.06451613  5.93548387],0
n1,1,0.399075,0.711111,[4 4] ; [ 8 16],[3. 5.] ; [ 9. 15.],0
a6,1,0.402089,0.70207,[53 25] ; [48 30],[50.5 27.5] ; [50.5 27.5],0
r2,1,0.405033,0.693333,[74  4] ; [76  2],[75.  3.] ; [75.  3.],0
b4,1,0.416793,0.659341,[48 30] ; [43 35],[45.5 32.5] ; [45.5 32.5],0
a3,1,0.467912,0.526904,[42 35] ; [38 40],[39.74193548 37.25806452] ; [40.25806452 37.74193548],0
a7,1,0.504377,0.445714,[52 26] ; [48 30],[50. 28.] ; [50. 28.],0
n2,1,0.565659,0.33,[6 2] ; [21  4],[6.54545455 1.45454545] ; [20.45454545  4.54545455],0
v4,1,0.567493,0.326895,[76  2] ; [76  1],[76.49032258  1.50967742] ; [75.50967742  1.49032258],0
s1,1,0.672544,0.178641,[ 3 74] ; [ 4 71],[ 3.54605263 73.45394737] ; [ 3.45394737 71.54605263],0
r1,1,0.691694,0.157258,[63 15] ; [61 17],[62. 16.] ; [62. 16.],0
u1,1,0.698948,0.149569,[ 4 74] ; [ 3 75],[ 3.5 74.5] ; [ 3.5 74.5],0
d2,1,0.709116,0.139161,[20 58] ; [18 60],[19. 59.] ; [19. 59.],0
s3,1,0.716124,0.132237,[46 29] ; [45 32],[44.90131579 30.09868421] ; [46.09868421 30.90131579],0
b5,1,0.745851,0.105051,[46 32] ; [44 34],[45. 33.] ; [45. 33.],0
d1,1,0.754479,0.097806,[ 6 72] ; [ 5 73],[ 5.5 72.5] ; [ 5.5 72.5],0
u2,1,0.764883,0.089445,[20 16] ; [23 16],[20.64 15.36] ; [22.36 16.64],0
a2,1,0.772059,0.083916,[ 7 71] ; [ 6 72],[ 6.5 71.5] ; [ 6.5 71.5],0
b1,1,0.870382,0.026626,[32 46] ; [31 47],[31.5 46.5] ; [31.5 46.5],0
a4,1,1.0,0.0,[16 61] ; [16 61],[16. 61.] ; [16. 61.],0
a1,1,1.0,0.0,[ 3 75] ; [ 3 75],[ 3. 75.] ; [ 3. 75.],0
