Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.681124,[ 67 157] ; [344 151],[128.04450626  95.95549374] ; [282.95549374 212.04450626],1
b4,1,0.069997,3.283083,[143  83] ; [280 219],[131.85931034  94.14068966] ; [291.14068966 207.85931034],0
d3,1,0.076291,3.142198,[150  76] ; [362 135],[160.04426003  65.95573997] ; [351.95573997 145.04426003],0
v2,1,0.077514,3.116265,[114 104] ; [287 196],[124.70470756  93.29529244] ; [276.29529244 206.70470756],0
b1,1,0.086259,2.942845,[ 72 154] ; [192 307],[ 82.29517241 143.70482759] ; [181.70482759 317.29517241],0
n4,1,0.108177,2.580651,[169  57] ; [398  99],[177.23651452  48.76348548] ; [389.76348548 107.23651452],0
s3,1,0.113728,2.501642,[118 105] ; [292 201],[127.69553073  95.30446927] ; [282.30446927 210.69553073],0
a8,1,0.122881,2.380213,[ 24 180] ; [ 74 377],[ 30.5221374 173.4778626] ; [ 67.4778626 383.5221374],0
s2,1,0.215714,1.532659,[105 116] ; [261 236],[112.6545961 108.3454039] ; [253.3454039 243.6545961],0
s4,1,0.215976,1.53091,[ 30 194] ; [ 84 409],[ 35.61506276 188.38493724] ; [ 78.38493724 414.61506276],0
r2,1,0.22284,1.485987,[211  15] ; [470  22],[214.35376045  11.64623955] ; [466.64623955  25.35376045],0
n3,1,0.22661,1.462016,[41 17] ; [73 19],[44.08 13.92] ; [69.92 22.08],0
d1,1,0.272294,1.205152,[127  99] ; [302 197],[133.72965517  92.27034483] ; [295.27034483 203.72965517],0
p12,1,0.306919,1.043887,[ 14 210] ; [ 42 455],[ 17.39805825 206.60194175] ; [ 38.60194175 458.39805825],0
d2,1,0.347998,0.880743,[102 123] ; [245 254],[107.83839779 117.16160221] ; [239.16160221 259.83839779],0
p1,1,0.384548,0.756113,[ 16 209] ; [ 45 452],[ 19.00969529 205.99030471] ; [ 41.99030471 455.00969529],0
d4,1,0.407762,0.685318,[184  42] ; [417  80],[187.86445367  38.13554633] ; [413.13554633  83.86445367],0
u4,1,0.426725,0.631719,[  3 223] ; [ 11 488],[  4.36413793 221.63586207] ; [  9.63586207 489.36413793],0
a7,1,0.456423,0.554651,[171  55] ; [363 134],[166.92116183  59.07883817] ; [367.07883817 129.92116183],0
a4,1,0.476716,0.506366,[ 95 131] ; [223 274],[ 99.40248963 126.59751037] ; [218.59751037 278.40248963],0
u2,1,0.522599,0.408762,[41 37] ; [72 54],[43.20588235 34.79411765] ; [69.79411765 56.20588235],0
n1,1,0.533561,0.387604,[21 36] ; [29 62],[19.25675676 37.74324324] ; [30.74324324 60.25675676],0
d5,1,0.534642,0.385561,[184  42] ; [414  83],[186.92669433  39.07330567] ; [411.07330567  85.92669433],0
b2,1,0.58306,0.301313,[43 78] ; [119 191],[45.48027842 75.51972158] ; [116.51972158 193.48027842],0
b3,1,0.58306,0.301313,[43 78] ; [119 191],[45.48027842 75.51972158] ; [116.51972158 193.48027842],0
s1,1,0.586795,0.295378,[  7 216] ; [ 12 481],[  5.91759777 217.08240223] ; [ 13.08240223 479.91759777],0
u3,1,0.626498,0.236839,[46 33] ; [69 57],[44.31707317 34.68292683] ; [70.68292683 55.31707317],0
n2,1,0.678624,0.171679,[41 16] ; [69 23],[42.08053691 14.91946309] ; [67.91946309 24.08053691],0
a6,1,0.88621,0.020478,[154  72] ; [342 156],[154.82872928  71.17127072] ; [341.17127072 156.82872928],0
