Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,5e-05,16.43332,[23 44] ; [74 39],[36.10555556 30.89444444] ; [60.89444444 52.10555556],1
v4,1,0.000675,11.556691,[44 21] ; [100  13],[52.58426966 12.41573034] ; [91.41573034 21.58426966],1
p11,1,0.006919,7.293923,[24 43] ; [64 49],[32.75555556 34.24444444] ; [55.24444444 57.75555556],0
r4,1,0.009882,6.656034,[38 29] ; [85 28],[45.78333333 21.21666667] ; [77.21666667 35.78333333],0
n4,1,0.017386,5.656955,[35 32] ; [79 34],[42.43333333 24.56666667] ; [71.56666667 41.43333333],0
b5,1,0.020603,5.360058,[29 38] ; [69 44],[36.47777778 30.52222222] ; [61.52222222 51.47777778],0
u1,1,0.020695,5.352307,[ 3 64] ; [18 95],[ 7.81666667 59.18333333] ; [13.18333333 99.81666667],0
r3,1,0.021598,5.277856,[48 19] ; [96 16],[53.89944134 13.10055866] ; [90.10055866 21.89944134],0
s6,1,0.02349,5.131931,[21 46] ; [54 57],[28.23033708 38.76966292] ; [46.76966292 64.23033708],0
r2,1,0.03092,4.657397,[51 15] ; [100  12],[55.98876404 10.01123596] ; [95.01123596 16.98876404],0
p4,1,0.052401,3.762922,[19 48] ; [48 64],[25.07821229 41.92178771] ; [41.92178771 70.07821229],0
s7,1,0.057035,3.621568,[11 48] ; [35 73],[16.25149701 42.74850299] ; [29.74850299 78.25149701],0
s8,1,0.079658,3.07186,[ 9 58] ; [27 84],[13.5505618 53.4494382] ; [22.4494382 88.5505618],0
a7,1,0.086784,2.93303,[35 32] ; [73 39],[40.42458101 26.57541899] ; [67.57541899 44.42458101],0
p10,1,0.108899,2.570122,[12 55] ; [32 80],[16.46927374 50.53072626] ; [27.53072626 84.46927374],0
n2,1,0.14275,2.148066,[17 15] ; [26 11],[19.94202899 12.05797101] ; [23.05797101 13.94202899],0
v3,1,0.146224,2.111202,[14 50] ; [36 76],[18.18181818 45.81818182] ; [31.81818182 80.18181818],0
u2,1,0.149076,2.081679,[17 12] ; [20 28],[13.93506494 15.06493506] ; [23.06493506 24.93506494],0
d1,1,0.198361,1.654399,[26 41] ; [55 58],[30.15 36.85] ; [50.85 62.15],0
v2,1,0.253994,1.301202,[23 42] ; [49 62],[26.59090909 38.40909091] ; [45.40909091 65.59090909],0
p2,1,0.264064,1.247324,[34 33] ; [67 46],[37.59444444 29.40555556] ; [63.40555556 49.59444444],0
s2,1,0.286617,1.135443,[18 49] ; [38 72],[21.19774011 45.80225989] ; [34.80225989 75.19774011],0
p7,1,0.294857,1.097312,[26 41] ; [52 59],[29.35955056 37.64044944] ; [48.64044944 62.35955056],0
n1,1,0.303968,1.056705,[ 9 21] ; [16 22],[11.02941176 18.97058824] ; [13.97058824 24.02941176],0
s5,1,0.351525,0.867945,[ 9 57] ; [21 89],[11.25 54.75] ; [18.75 91.25],0
d4,1,0.395549,0.721816,[45 21] ; [83 29],[47.46067416 18.53932584] ; [80.53932584 31.46067416],0
s3,1,0.419894,0.650613,[30 36] ; [44 68],[27.43820225 38.56179775] ; [46.56179775 65.43820225],0
v1,1,0.44534,0.582486,[20 47] ; [40 73],[22.33333333 44.66666667] ; [37.66666667 75.33333333],0
n3,1,0.466245,0.530862,[16 14] ; [23 14],[17.46268657 12.53731343] ; [21.53731343 15.46268657],0
p8,1,0.479819,0.499274,[18 49] ; [36 77],[20.1 46.9] ; [33.9 79.1],0
r1,1,0.522629,0.408702,[45 22] ; [81 32],[46.9 20.1] ; [79.1 33.9],0
p6,1,0.537965,0.379324,[11 54] ; [23 88],[12.55681818 52.44318182] ; [21.44318182 89.55681818],0
u3,1,0.538811,0.377747,[16 13] ; [24 26],[14.6835443 14.3164557] ; [25.3164557 24.6835443],0
a6,1,0.548872,0.359341,[41 26] ; [64 49],[39.08333333 27.91666667] ; [65.91666667 47.08333333],0
a1,1,0.559948,0.339794,[ 5 62] ; [  6 107],[ 4.09444444 62.90555556] ; [  6.90555556 106.09444444],0
b1,1,0.581187,0.304319,[39 28] ; [61 52],[37.22222222 29.77777778] ; [62.77777778 50.22222222],0
a4,1,0.589211,0.291579,[25 42] ; [37 74],[23.33707865 43.66292135] ; [38.66292135 72.33707865],0
d3,1,0.620309,0.245434,[36 31] ; [65 48],[37.59444444 29.40555556] ; [63.40555556 49.59444444],0
a2,1,0.629312,0.232994,[10 57] ; [20 93],[11.16666667 55.83333333] ; [18.83333333 94.16666667],0
p3,1,0.662042,0.191053,[18 48] ; [34 78],[19.28089888 46.71910112] ; [32.71910112 79.28089888],0
s1,1,0.733307,0.116097,[ 5 61] ; [  7 105],[ 4.4494382 61.5505618] ; [  7.5505618 104.4494382],0
a5,1,0.747807,0.103383,[39 28] ; [63 50],[37.96666667 29.03333333] ; [64.03333333 48.96666667],0
d5,1,0.762023,0.091703,[46 21] ; [80 33],[46.9 20.1] ; [79.1 33.9],0
b4,1,0.765154,0.089233,[40 27] ; [70 43],[40.94444444 26.05555556] ; [69.05555556 43.94444444],0
a3,1,0.812361,0.05635,[38 28] ; [63 50],[37.24022346 28.75977654] ; [63.75977654 49.24022346],0
b3,1,0.83273,0.044606,[13 30] ; [19 48],[12.50909091 30.49090909] ; [19.49090909 47.50909091],0
b2,1,0.83273,0.044606,[13 30] ; [19 48],[12.50909091 30.49090909] ; [19.49090909 47.50909091],0
a8,1,0.851428,0.03508,[ 4 60] ; [ 7 93],[ 4.29268293 59.70731707] ; [ 6.70731707 93.29268293],0
p1,1,0.901796,0.015226,[ 5 61] ; [  8 105],[ 4.79329609 61.20670391] ; [  8.20670391 104.79329609],0
s4,1,0.992451,9e-05,[11 56] ; [18 92],[10.97740113 56.02259887] ; [18.02259887 91.97740113],0
d2,1,0.998612,3e-06,[32 35] ; [53 58],[31.99438202 35.00561798] ; [53.00561798 57.99438202],0
