Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.020821,5.341719,[6 7] ; [ 1 13],[3.37037037 9.62962963] ; [ 3.62962963 10.37037037],0
d1,1,0.020821,5.341719,[6 7] ; [ 1 13],[3.37037037 9.62962963] ; [ 3.62962963 10.37037037],0
d2,1,0.029345,4.747253,[7 6] ; [ 2 12],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
n4,1,0.031308,4.635989,[10  3] ; [5 9],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
d5,1,0.031308,4.635989,[10  3] ; [5 9],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
v1,1,0.034057,4.491852,[8 5] ; [ 3 11],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
a3,1,0.034625,4.463591,[9 4] ; [ 4 10],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
p4,1,0.05659,3.634615,[11  2] ; [7 7],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
v3,1,0.06999,3.283256,[6 7] ; [ 2 12],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
s6,1,0.084978,2.967033,[5 8] ; [10  4],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
p12,1,0.114306,2.493656,[4 9] ; [ 1 13],[ 2.40740741 10.59259259] ; [ 2.59259259 11.40740741],0
d4,1,0.118277,2.439994,[11  2] ; [8 6],[9.14814815 3.85185185] ; [9.85185185 4.14814815],0
n5,1,0.147758,2.095249,[10  3] ; [7 7],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
b5,1,0.181709,1.783591,[6 7] ; [10  4],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
p6,1,0.181709,1.783591,[7 6] ; [ 4 10],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
r1,1,0.181709,1.783591,[7 6] ; [ 4 10],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
u2,1,0.261651,1.26,[2 2] ; [8 2],[2.85714286 1.14285714] ; [7.14285714 2.85714286],0
b2,1,0.310437,1.028815,[3 5] ; [1 6],[2.13333333 5.86666667] ; [1.86666667 5.13333333],0
b3,1,0.310437,1.028815,[3 5] ; [1 6],[2.13333333 5.86666667] ; [1.86666667 5.13333333],0
p11,1,0.315425,1.007824,[12  1] ; [11  3],[11.07407407  1.92592593] ; [11.92592593  2.07407407],0
n3,1,0.342782,0.9,[4 1] ; [2 2],[3.33333333 1.66666667] ; [2.66666667 1.33333333],0
s7,1,0.420345,0.649351,[3 8] ; [6 8],[3.96 7.04] ; [5.04 8.96],0
p10,1,0.472607,0.515873,[10  2] ; [10  4],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
s3,1,0.484118,0.489574,[5 7] ; [ 4 10],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
d3,1,0.54659,0.363462,[8 5] ; [7 7],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
b4,1,0.54659,0.363462,[5 8] ; [7 7],[5.77777778 7.22222222] ; [6.22222222 7.77777778],0
p3,1,0.567996,0.326048,[7 6] ; [6 8],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
a7,1,0.567996,0.326048,[7 6] ; [6 8],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
r4,1,0.581206,0.304289,[6 7] ; [5 9],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
a5,1,0.581206,0.304289,[7 6] ; [9 5],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
n1,1,0.635256,0.225,[2 3] ; [1 3],[1.66666667 3.33333333] ; [1.33333333 2.66666667],0
u3,1,0.732678,0.116667,[2 2] ; [4 6],[1.71428571 2.28571429] ; [4.28571429 5.71428571],0
p7,1,0.744785,0.105965,[10  3] ; [10  4],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
n6,1,0.785351,0.074176,[9 4] ; [9 5],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
b1,1,0.785351,0.074176,[9 4] ; [9 5],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
s8,1,0.816334,0.053946,[5 8] ; [6 8],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
a6,1,0.816334,0.053946,[8 5] ; [8 6],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
p9,1,0.829399,0.046429,[9 3] ; [11  3],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
s2,1,0.898768,0.016184,[4 8] ; [5 9],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
