Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.9e-05,18.240857,[25 64] ; [38 22],[37.63087248 51.36912752] ; [25.36912752 34.63087248],1
p2,1,0.002213,9.363505,[59 33] ; [52  8],[67.18421053 24.81578947] ; [43.81578947 16.18421053],0
p7,1,0.002263,9.323147,[31 55] ; [37 23],[40.05479452 45.94520548] ; [27.94520548 32.05479452],0
s5,1,0.002792,8.938726,[18 70] ; [26 34],[26.16216216 61.83783784] ; [17.83783784 42.16216216],0
p6,1,0.003884,8.337273,[15 76] ; [22 37],[22.44666667 68.55333333] ; [14.55333333 44.44666667],0
v1,1,0.004371,8.123043,[45 45] ; [44 16],[53.4 36.6] ; [35.6 24.4],0
p5,1,0.019144,5.488356,[ 3 89] ; [ 8 52],[ 6.65789474 85.34210526] ; [ 4.34210526 55.65789474],0
d3,1,0.027747,4.843745,[60 32] ; [49 11],[65.97368421 26.02631579] ; [43.02631579 16.97368421],0
d5,1,0.031028,4.651399,[68 24] ; [53  7],[73.23684211 18.76315789] ; [47.76315789 12.23684211],0
s7,1,0.041811,4.142857,[36 51] ; [34 24],[42. 45.] ; [28. 30.],0
s8,1,0.058837,3.569868,[37 55] ; [33 26],[42.64900662 49.35099338] ; [27.35099338 31.64900662],0
d1,1,0.064568,3.415993,[49 43] ; [41 19],[54.47368421 37.52631579] ; [35.52631579 24.47368421],0
a2,1,0.068243,3.324774,[16 76] ; [18 42],[20.57894737 71.42105263] ; [13.42105263 46.57894737],0
v2,1,0.086861,2.931601,[64 27] ; [48 10],[68.40268456 22.59731544] ; [43.59731544 14.40268456],0
d2,1,0.08777,2.914809,[41 50] ; [35 24],[46.10666667 44.89333333] ; [29.89333333 29.10666667],0
r1,1,0.08947,2.883881,[69 23] ; [51  8],[73.11258278 18.88741722] ; [46.88741722 12.11258278],0
b5,1,0.108719,2.572738,[61 31] ; [32 28],[56.28947368 35.71052632] ; [36.71052632 23.28947368],0
u1,1,0.117849,2.44568,[10 82] ; [12 48],[13.31578947 78.68421053] ; [ 8.68421053 51.31578947],0
r4,1,0.155308,2.019324,[77 15] ; [55  5],[79.89473684 12.10526316] ; [52.10526316  7.89473684],0
s6,1,0.157814,1.995048,[55 35] ; [42 16],[58.98648649 31.01351351] ; [38.01351351 19.98648649],0
s2,1,0.167592,1.90435,[44 48] ; [35 24],[48.13245033 43.86754967] ; [30.86754967 28.13245033],0
p12,1,0.169465,1.887667,[ 4 88] ; [ 6 54],[ 6.05263158 85.94736842] ; [ 3.94736842 56.05263158],0
r3,1,0.186911,1.741798,[83  8] ; [58  2],[84.97350993  6.02649007] ; [56.02649007  3.97350993],0
s3,1,0.206484,1.595908,[45 45] ; [34 22],[48.69863014 41.30136986] ; [30.30136986 25.69863014],0
a4,1,0.209751,1.573147,[38 54] ; [31 29],[41.76315789 50.23684211] ; [27.23684211 32.76315789],0
s4,1,0.2796,1.169034,[13 79] ; [ 5 55],[10.89473684 81.10526316] ; [ 7.10526316 52.89473684],0
r2,1,0.295984,1.0922,[88  4] ; [54  5],[86.51655629  5.48344371] ; [55.48344371  3.51655629],0
d4,1,0.304507,1.054354,[73 18] ; [52  8],[75.33112583 15.66887417] ; [49.66887417 10.33112583],0
n4,1,0.313747,1.014835,[67 25] ; [48 12],[69.60526316 22.39473684] ; [45.39473684 14.60526316],0
a1,1,0.390031,0.738845,[ 8 84] ; [ 3 57],[ 6.65789474 85.34210526] ; [ 4.34210526 55.65789474],0
n5,1,0.393665,0.727592,[66 26] ; [46 13],[68.2384106 23.7615894] ; [43.7615894 15.2384106],0
n1,1,0.426451,0.632471,[ 6 19] ; [ 6 11],[ 7.14285714 17.85714286] ; [ 4.85714286 12.14285714],0
a7,1,0.427401,0.629877,[69 22] ; [42 18],[66.89403974 24.10596026] ; [44.10596026 15.89403974],0
b4,1,0.469122,0.524044,[62 30] ; [37 23],[59.92105263 32.07894737] ; [39.07894737 20.92105263],0
p11,1,0.500092,0.454741,[66 26] ; [46 14],[67.78947368 24.21052632] ; [44.21052632 15.78947368],0
v4,1,0.542838,0.370305,[85  7] ; [56  3],[85.90728477  6.09271523] ; [55.09271523  3.90728477],0
a5,1,0.577207,0.310772,[62 30] ; [43 17],[63.55263158 28.44736842] ; [41.44736842 18.55263158],0
n6,1,0.608655,0.262138,[75 17] ; [50  9],[76.1589404 15.8410596] ; [48.8410596 10.1589404],0
a3,1,0.616582,0.2507,[64 28] ; [44 16],[65.36842105 26.63157895] ; [42.63157895 17.36842105],0
p1,1,0.697612,0.150968,[ 6 86] ; [ 3 57],[ 5.44736842 86.55263158] ; [ 3.55263158 56.44736842],0
u2,1,0.772022,0.083944,[17 11] ; [9 7],[16.54545455 11.45454545] ; [9.45454545 6.54545455],0
p10,1,0.812041,0.056546,[67 25] ; [44 15],[67.62913907 24.37086093] ; [43.37086093 15.62913907],0
u4,1,0.826055,0.048296,[ 2 90] ; [ 1 59],[ 1.81578947 90.18421053] ; [ 1.18421053 58.81578947],0
a6,1,0.853939,0.033891,[60 32] ; [40 20],[60.52631579 31.47368421] ; [39.47368421 20.52631579],0
n3,1,0.893716,0.01785,[18  9] ; [11  6],[17.79545455  9.20454545] ; [11.20454545  5.79545455],0
b3,1,0.940728,0.005529,[18 31] ; [15 25],[18.16853933 30.83146067] ; [14.83146067 25.16853933],0
b2,1,0.940728,0.005529,[18 31] ; [15 25],[18.16853933 30.83146067] ; [14.83146067 25.16853933],0
a8,1,0.949079,0.004079,[12 73] ; [ 7 44],[11.875 73.125] ; [ 7.125 43.875],0
p9,1,0.950953,0.003783,[71 19] ; [46 12],[71.14864865 18.85135135] ; [45.85135135 12.14864865],0
b1,1,0.954518,0.003253,[28 64] ; [18 42],[27.84210526 64.15789474] ; [18.15789474 41.84210526],0
n2,1,0.987695,0.000238,[19  8] ; [12  5],[19.02272727  7.97727273] ; [11.97727273  5.02272727],0
u3,1,0.988097,0.000223,[15 13] ; [8 7],[14.97674419 13.02325581] ; [8.02325581 6.97674419],0
