Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.008969,6.829062,[7 3] ; [ 3 13],[3.84615385 6.15384615] ; [6.15384615 9.84615385],0
a4,1,0.009997,6.635417,[5 5] ; [ 1 15],[2.30769231 7.69230769] ; [ 3.69230769 12.30769231],0
r1,1,0.035971,4.398496,[5 5] ; [ 2 14],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
p11,1,0.068733,3.31303,[8 2] ; [7 9],[5.76923077 4.23076923] ; [9.23076923 6.76923077],0
n1,1,0.071031,3.259028,[3 1] ; [2 7],[1.53846154 2.46153846] ; [3.46153846 5.53846154],0
a3,1,0.072634,3.222466,[4 5] ; [ 2 14],[2.16 6.84] ; [ 3.84 12.16],0
p10,1,0.095581,2.777778,[6 4] ; [ 4 11],[4. 6.] ; [6. 9.],0
b3,1,0.170904,1.875,[2 3] ; [1 9],[1. 4.] ; [2. 8.],0
b2,1,0.170904,1.875,[2 3] ; [1 9],[1. 4.] ; [2. 8.],0
b4,1,0.191473,1.70625,[3 7] ; [9 7],[4.61538462 5.38461538] ; [7.38461538 8.61538462],0
p4,1,0.192373,1.699346,[5 5] ; [ 4 12],[3.46153846 6.53846154] ; [ 5.53846154 10.46153846],0
d5,1,0.234657,1.412406,[4 6] ; [ 3 13],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
b5,1,0.262871,1.253571,[4 6] ; [10  6],[5.38461538 4.61538462] ; [8.61538462 7.38461538],0
s7,1,0.264616,1.244444,[2 7] ; [ 1 14],[1.125 7.875] ; [ 1.875 13.125],0
s8,1,0.270673,1.213333,[3 7] ; [ 2 14],[1.92307692 8.07692308] ; [ 3.07692308 12.92307692],0
v1,1,0.270673,1.213333,[3 7] ; [ 2 14],[1.92307692 8.07692308] ; [ 3.07692308 12.92307692],0
r3,1,0.281753,1.158613,[7 2] ; [9 7],[5.76 3.24] ; [10.24  5.76],0
p6,1,0.307434,1.041667,[3 7] ; [ 2 13],[2. 8.] ; [ 3. 12.],0
u2,1,0.329114,0.952381,[4 2] ; [6 8],[3. 3.] ; [7. 7.],0
u3,1,0.329114,0.952381,[2 4] ; [ 2 12],[1.2 4.8] ; [ 2.8 11.2],0
s4,1,0.34509,0.891429,[1 9] ; [ 4 12],[1.92307692 8.07692308] ; [ 3.07692308 12.92307692],0
v2,1,0.363646,0.825263,[1 8] ; [ 4 11],[1.875 7.125] ; [ 3.125 11.875],0
p7,1,0.420113,0.65,[6 4] ; [7 9],[5. 5.] ; [8. 8.],0
p2,1,0.483231,0.491562,[7 3] ; [9 7],[6.15384615 3.84615385] ; [9.84615385 6.15384615],0
n3,1,0.505985,0.442361,[3 1] ; [5 4],[2.46153846 1.53846154] ; [5.53846154 3.46153846],0
n5,1,0.507726,0.43875,[7 3] ; [13  3],[7.69230769 2.30769231] ; [12.30769231  3.69230769],0
r4,1,0.507726,0.43875,[3 7] ; [ 3 13],[2.30769231 7.69230769] ; [ 3.69230769 12.30769231],0
p8,1,0.509432,0.435233,[4 5] ; [ 5 11],[3.24 5.76] ; [ 5.76 10.24],0
p9,1,0.513292,0.42735,[6 4] ; [7 8],[5.2 4.8] ; [7.8 7.2],0
s3,1,0.529233,0.395865,[2 8] ; [ 5 11],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
n6,1,0.530236,0.393939,[5 5] ; [10  6],[5.76923077 4.23076923] ; [9.23076923 6.76923077],0
n4,1,0.530236,0.393939,[5 5] ; [10  6],[5.76923077 4.23076923] ; [9.23076923 6.76923077],0
a6,1,0.648206,0.20817,[4 6] ; [ 5 11],[3.46153846 6.53846154] ; [ 5.53846154 10.46153846],0
b1,1,0.648206,0.20817,[6 4] ; [11  5],[6.53846154 3.46153846] ; [10.46153846  5.53846154],0
v3,1,0.72701,0.121875,[1 9] ; [ 1 15],[0.76923077 9.23076923] ; [ 1.23076923 14.76923077],0
v4,1,0.755794,0.096726,[5 5] ; [9 7],[5.38461538 4.61538462] ; [8.61538462 7.38461538],0
d2,1,0.768458,0.086667,[2 8] ; [ 4 12],[2.30769231 7.69230769] ; [ 3.69230769 12.30769231],0
p3,1,0.779758,0.078195,[3 7] ; [ 4 12],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
s1,1,0.846085,0.037681,[1 9] ; [ 2 14],[1.15384615 8.84615385] ; [ 1.84615385 14.15384615],0
n2,1,0.852876,0.034392,[2 2] ; [5 4],[2.15384615 1.84615385] ; [4.84615385 4.15384615],0
d3,1,0.937287,0.00619,[2 8] ; [ 3 13],[1.92307692 8.07692308] ; [ 3.07692308 12.92307692],0
s6,1,0.946434,0.004514,[3 7] ; [ 5 11],[3.07692308 6.92307692] ; [ 4.92307692 11.07692308],0
a8,1,1.0,0.0,[2 8] ; [ 3 12],[2. 8.] ; [ 3. 12.],0
