Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,105.07524,[149 214] ; [217  48],[211.55732484 151.44267516] ; [154.44267516 110.55732484],1
v1,1,0.0,45.599812,[164 202] ; [191  75],[205.58544304 160.41455696] ; [149.41455696 116.58544304],1
s7,1,8e-06,19.922728,[150 214] ; [151 103],[177.28802589 186.71197411] ; [123.71197411 130.28802589],1
s8,1,5.3e-05,16.346765,[146 229] ; [146 119],[171.09375 203.90625] ; [120.90625 144.09375],1
p5,1,5.5e-05,16.267304,[ 29 344] ; [ 49 218],[ 45.459375 327.540625] ; [ 32.540625 234.459375],1
p3,1,0.000121,14.782856,[173 201] ; [164 102],[196.934375 177.065625] ; [140.065625 125.934375],1
p12,1,0.000198,13.849612,[ 22 350] ; [ 39 226],[ 35.62323391 336.37676609] ; [ 25.37676609 239.62323391],1
n5,1,0.000302,13.059255,[271 102] ; [227  41],[289.78783151  83.21216849] ; [208.21216849  59.78783151],1
n4,1,0.00156,10.006851,[288  88] ; [232  36],[303.60248447  72.39751553] ; [216.39751553  51.60248447],0
d1,1,0.002923,8.854687,[202 174] ; [176  93],[220.35348837 155.64651163] ; [157.64651163 111.35348837],0
p7,1,0.00473,7.979725,[233 132] ; [193  66],[249.18269231 115.81730769] ; [176.81730769  82.18269231],0
a3,1,0.007643,7.115174,[257 119] ; [208  59],[271.91290824 104.08709176] ; [193.08709176  73.91290824],0
n6,1,0.010025,6.630377,[319  56] ; [246  22],[329.51010886  45.48989114] ; [235.48989114  32.51010886],0
u4,1,0.018216,5.575239,[  3 373] ; [  9 260],[  6.99534884 369.00465116] ; [  5.00465116 263.99534884],0
p8,1,0.019587,5.448343,[200 170] ; [166  96],[214.2721519 155.7278481] ; [151.7278481 110.2721519],0
p1,1,0.021233,5.307606,[ 24 349] ; [ 31 236],[ 32.0546875 340.9453125] ; [ 22.9453125 244.0546875],0
p10,1,0.022967,5.170998,[314  60] ; [239  26],[323.66510172  50.33489828] ; [229.33489828  35.66510172],0
a1,1,0.023411,5.137773,[ 12 364] ; [ 19 250],[ 18.07131783 357.92868217] ; [ 12.92868217 256.07131783],0
p4,1,0.035003,4.445045,[217 156] ; [176  89],[229.76332288 143.23667712] ; [163.23667712 101.76332288],0
s3,1,0.046485,3.963943,[200 176] ; [159 101],[212.23899371 163.76100629] ; [146.76100629 113.23899371],0
s2,1,0.067874,3.333708,[176 197] ; [145 121],[187.37558685 185.62441315] ; [133.62441315 132.37558685],0
v4,1,0.075087,3.168163,[365  10] ; [267   2],[368.01242236   6.98757764] ; [263.98757764   5.01242236],0
s5,1,0.085529,2.956565,[118 247] ; [101 158],[128.10096154 236.89903846] ; [ 90.89903846 168.10096154],0
s4,1,0.091513,2.847553,[ 64 305] ; [ 33 232],[ 56.45583596 312.54416404] ; [ 40.54416404 224.45583596],0
d2,1,0.09516,2.784835,[166 209] ; [136 131],[176.40186916 198.59813084] ; [125.59813084 141.40186916],0
a5,1,0.139684,2.181433,[274 102] ; [209  59],[282.  94.] ; [201.  67.],0
p9,1,0.159608,1.977936,[324  49] ; [238  25],[329.60062893  43.39937107] ; [232.39937107  30.60062893],0
u1,1,0.176531,1.826592,[ 60 316] ; [ 54 215],[ 66.45581395 309.54418605] ; [ 47.54418605 221.45581395],0
u2,1,0.176793,1.824375,[65 53] ; [40 21],[69.21787709 48.78212291] ; [35.78212291 25.21787709],0
a4,1,0.21294,1.551327,[157 218] ; [125 142],[164.71962617 210.28037383] ; [117.28037383 149.71962617],0
d3,1,0.22303,1.484766,[252 124] ; [191  76],[259.04821151 116.95178849] ; [183.95178849  83.04821151],0
s6,1,0.233951,1.41668,[244 125] ; [185  77],[250.87321712 118.12678288] ; [178.12678288  83.87321712],0
d4,1,0.253837,1.302059,[305  71] ; [225  41],[310.40498442  65.59501558] ; [219.59501558  46.40498442],0
r1,1,0.264746,1.24377,[315  59] ; [235  34],[319.9066874  54.0933126] ; [230.0933126  38.9066874],0
a2,1,0.278465,1.174568,[ 80 296] ; [ 67 202],[ 85.69302326 290.30697674] ; [ 61.30697674 207.69302326],0
d5,1,0.321213,0.984001,[298  78] ; [220  47],[302.90513219  73.09486781] ; [215.09486781  51.90513219],0
p2,1,0.321419,0.983163,[319  55] ; [235  32],[323.23868955  50.76131045] ; [230.76131045  36.23868955],0
r3,1,0.334906,0.929832,[370   6] ; [267   2],[371.33643411   4.66356589] ; [265.66356589   3.33643411],0
b5,1,0.338151,0.917427,[228 148] ; [153 116],[222.10232558 153.89767442] ; [158.89767442 110.10232558],0
p6,1,0.382403,0.762962,[137 233] ; [106 156],[142.26265823 227.73734177] ; [100.73734177 161.26265823],0
r2,1,0.471031,0.519556,[363  12] ; [261   6],[364.48598131  10.51401869] ; [259.51401869   7.48598131],0
b2,1,0.487883,0.481192,[ 86 140] ; [ 75 106],[ 89.4004914 136.5995086] ; [ 71.5995086 109.4004914],0
b3,1,0.487883,0.481192,[ 86 140] ; [ 75 106],[ 89.4004914 136.5995086] ; [ 71.5995086 109.4004914],0
a7,1,0.631513,0.230015,[271 105] ; [197  70],[273.66718507 102.33281493] ; [194.33281493  72.66718507],0
b4,1,0.712268,0.136022,[221 155] ; [162 107],[223.26821705 152.73178295] ; [159.73178295 109.26821705],0
a8,1,0.7394,0.110655,[ 51 301] ; [ 37 202],[ 52.41285956 299.58714044] ; [ 35.58714044 203.41285956],0
n3,1,0.749885,0.101627,[59 17] ; [30 10],[58.31034483 17.68965517] ; [30.68965517  9.31034483],0
s1,1,0.847853,0.03681,[  9 363] ; [  7 256],[  9.37322835 362.62677165] ; [  6.62677165 256.37322835],0
u3,1,0.928504,0.008051,[73 46] ; [37 24],[72.72222222 46.27777778] ; [37.27777778 23.72222222],0
n2,1,0.931474,0.007394,[59 17] ; [30  9],[58.8173913 17.1826087] ; [30.1826087  8.8173913],0
b1,1,0.943818,0.004966,[131 245] ; [ 93 176],[130.57984496 245.42015504] ; [ 93.42015504 175.57984496],0
a6,1,0.947131,0.004397,[262 114] ; [186  80],[262.38006231 113.61993769] ; [185.61993769  80.38006231],0
n1,1,1.0,0.0,[26 50] ; [13 25],[26. 50.] ; [13. 25.],0
