Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.019532,5.453259,[ 2 19] ; [5 6],[ 4.59375 16.40625] ; [2.40625 8.59375],0
r1,1,0.033169,4.537057,[ 6 15] ; [8 4],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
r2,1,0.034846,4.45269,[ 9 12] ; [9 2],[11.8125  9.1875] ; [6.1875 4.8125],0
s3,1,0.041292,4.163997,[ 8 13] ; [9 3],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
p7,1,0.041292,4.163997,[ 8 13] ; [9 3],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
n4,1,0.064794,3.410218,[13  8] ; [11  1],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
p8,1,0.076309,3.141818,[ 4 16] ; [6 6],[ 6.25 13.75] ; [3.75 8.25],0
s6,1,0.096582,2.761091,[ 8 13] ; [7 3],[10.16129032 10.83870968] ; [4.83870968 5.16129032],0
a7,1,0.11415,2.495798,[ 8 13] ; [8 4],[10.18181818 10.81818182] ; [5.81818182 6.18181818],0
v2,1,0.11415,2.495798,[ 8 13] ; [8 4],[10.18181818 10.81818182] ; [5.81818182 6.18181818],0
d2,1,0.11415,2.495798,[ 8 13] ; [8 4],[10.18181818 10.81818182] ; [5.81818182 6.18181818],0
d5,1,0.12471,2.357143,[12  9] ; [10  2],[14.  7.] ; [8. 4.],0
d1,1,0.162162,1.953947,[ 7 14] ; [7 5],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
d3,1,0.188004,1.733193,[ 9 12] ; [8 4],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
b5,1,0.188004,1.733193,[ 9 12] ; [8 4],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
a4,1,0.19757,1.660248,[ 8 13] ; [ 2 10],[ 6.36363636 14.63636364] ; [3.63636364 8.36363636],0
u3,1,0.200751,1.636905,[1 6] ; [2 2],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
p2,1,0.264122,1.247021,[13  7] ; [10  2],[14.375  5.625] ; [8.625 3.375],0
p6,1,0.324756,0.969697,[ 5 15] ; [5 7],[ 6.25 13.75] ; [3.75 8.25],0
s8,1,0.442695,0.589286,[ 6 15] ; [5 7],[ 7. 14.] ; [4. 8.],0
s2,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
a6,1,0.505643,0.443072,[ 8 13] ; [6 6],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
u2,1,0.55368,0.350765,[3 4] ; [1 3],[2.54545455 4.45454545] ; [1.45454545 2.54545455],0
b4,1,0.554563,0.349206,[16  5] ; [8 4],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
v1,1,0.59015,0.29011,[ 9 12] ; [4 8],[ 8.27272727 12.72727273] ; [4.72727273 7.27272727],0
p9,1,0.614271,0.254002,[18  3] ; [11  1],[18.45454545  2.54545455] ; [10.54545455  1.45454545],0
p12,1,0.630872,0.23088,[ 1 20] ; [ 1 10],[ 1.3125 19.6875] ; [ 0.6875 10.3125],0
v3,1,0.687421,0.161892,[ 4 17] ; [3 9],[ 4.45454545 16.54545455] ; [2.54545455 9.45454545],0
p4,1,0.691801,0.157143,[ 9 12] ; [6 6],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
s7,1,0.706082,0.142222,[ 7 13] ; [5 7],[ 7.5 12.5] ; [4.5 7.5],0
s5,1,0.71271,0.135585,[ 5 16] ; [3 7],[ 5.41935484 15.58064516] ; [2.58064516 7.41935484],0
p11,1,0.774622,0.081988,[15  6] ; [8 4],[14.63636364  6.36363636] ; [8.36363636 3.63636364],0
d4,1,0.824624,0.049107,[15  6] ; [9 3],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
n1,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
n2,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
s4,1,0.854403,0.033673,[ 3 18] ; [ 2 10],[ 3.18181818 17.81818182] ; [ 1.81818182 10.18181818],0
p5,1,0.854403,0.033673,[ 3 18] ; [ 2 10],[ 3.18181818 17.81818182] ; [ 1.81818182 10.18181818],0
a2,1,0.908893,0.013095,[ 2 19] ; [ 1 11],[ 1.90909091 19.09090909] ; [ 1.09090909 10.90909091],0
n5,1,0.938811,0.005893,[16  5] ; [9 3],[15.90909091  5.09090909] ; [9.09090909 2.90909091],0
p3,1,0.946929,0.004431,[ 9 12] ; [5 7],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
b1,1,0.946929,0.004431,[12  9] ; [7 5],[12.09090909  8.90909091] ; [6.90909091 5.09090909],0
b3,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
b2,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
a3,1,1.0,0.0,[14  7] ; [8 4],[14.  7.] ; [8. 4.],0
a5,1,1.0,0.0,[14  7] ; [8 4],[14.  7.] ; [8. 4.],0
