Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,132.409259,[319  24] ; [13 32],[293.49484536  49.50515464] ; [38.50515464  6.49484536],1
n5,1,0.0,26.696562,[275  64] ; [21 24],[261.3125  77.6875] ; [34.6875 10.3125],1
n6,1,1e-06,23.722214,[302  37] ; [28 17],[291.328125  47.671875] ; [38.671875  6.328125],1
p2,1,2e-06,22.645105,[300  43] ; [27 18],[289.07474227  53.92525773] ; [37.92525773  7.07474227],1
p11,1,7e-06,20.081386,[288  56] ; [25 20],[276.79177378  67.20822622] ; [36.20822622  8.79177378],1
s8,1,0.001354,10.26738,[180 160] ; [12 32],[170. 170.] ; [22. 22.],0
p6,1,0.001381,10.231272,[144 197] ; [ 7 35],[134.44125326 206.55874674] ; [16.55874674 25.44125326],0
r4,1,0.00153,10.042704,[322  22] ; [36  9],[316.58611825  27.41388175] ; [41.41388175  3.58611825],0
v4,1,0.001944,9.601289,[329  11] ; [39  6],[324.98701299  15.01298701] ; [43.01298701  1.98701299],0
b1,1,0.002162,9.406324,[118 226] ; [26 19],[127.34190231 216.65809769] ; [16.65809769 28.34190231],0
s6,1,0.003041,8.782761,[243  95] ; [22 22],[234.47643979 103.52356021] ; [30.52356021 13.47643979],0
p7,1,0.00367,8.440117,[238 100] ; [22 23],[229.45169713 108.54830287] ; [30.54830287 14.45169713],0
n4,1,0.00669,7.354361,[286  57] ; [30 15],[279.35051546  63.64948454] ; [36.64948454  8.35051546],0
s7,1,0.015581,5.849513,[194 135] ; [17 26],[186.61021505 142.38978495] ; [24.38978495 18.61021505],0
s3,1,0.018219,5.574984,[198 140] ; [18 27],[190.62140992 147.37859008] ; [25.37859008 19.62140992],0
s1,1,0.019441,5.461372,[  5 335] ; [ 3 41],[  7.08333333 332.91666667] ; [ 0.91666667 43.08333333],0
s5,1,0.021182,5.311724,[137 193] ; [10 33],[130.0536193 199.9463807] ; [16.9463807 26.0536193],0
p3,1,0.030829,4.662442,[206 136] ; [19 25],[199.35233161 142.64766839] ; [25.64766839 18.35233161],0
r3,1,0.039843,4.224561,[336   6] ; [42  3],[334.04651163   7.95348837] ; [43.95348837  1.04651163],0
s2,1,0.044879,4.023186,[194 147] ; [18 26],[187.77142857 153.22857143] ; [24.22857143 19.77142857],0
r2,1,0.045803,3.988831,[329  10] ; [41  4],[326.640625  12.359375] ; [43.359375  1.640625],0
p4,1,0.056848,3.627041,[230 110] ; [24 21],[224.31168831 115.68831169] ; [29.68831169 15.31168831],0
p8,1,0.062791,3.462077,[199 138] ; [20 25],[193.20157068 143.79842932] ; [25.79842932 19.20157068],0
a8,1,0.06445,3.418995,[ 51 253] ; [ 2 36],[ 47.11111111 256.88888889] ; [ 5.88888889 32.11111111],0
s4,1,0.071285,3.253188,[ 49 293] ; [ 2 42],[ 45.1865285 296.8134715] ; [ 5.8134715 38.1865285],0
a3,1,0.074626,3.17823,[282  61] ; [32 13],[277.58247423  65.41752577] ; [36.41752577  8.58247423],0
v3,1,0.082645,3.012105,[191 144] ; [19 25],[185.62005277 149.37994723] ; [24.37994723 19.62005277],0
r1,1,0.115315,2.479826,[302  40] ; [36  9],[298.69767442  43.30232558] ; [39.30232558  5.69767442],0
v1,1,0.126679,2.332742,[226 111] ; [25 20],[221.43193717 115.56806283] ; [29.56806283 15.43193717],0
u3,1,0.262371,1.256203,[39 23] ; [6 7],[37.2 24.8] ; [7.8 5.2],0
u2,1,0.317515,0.999157,[35 26] ; [5 7],[33.42465753 27.57534247] ; [6.57534247 5.42465753],0
d1,1,0.348868,0.877569,[245  99] ; [29 16],[242.3033419 101.6966581] ; [31.6966581 13.3033419],0
n1,1,0.374177,0.789747,[19 41] ; [5 6],[20.28169014 39.71830986] ; [3.71830986 7.28169014],0
d2,1,0.409327,0.680755,[205 138] ; [24 21],[202.44072165 140.55927835] ; [26.55927835 18.44072165],0
u1,1,0.415751,0.662295,[ 88 256] ; [ 9 36],[ 85.77892031 258.22107969] ; [11.22107969 33.77892031],0
d3,1,0.434442,0.610918,[255  88] ; [31 14],[252.82989691  90.17010309] ; [33.17010309 11.82989691],0
a4,1,0.440994,0.593694,[181 162] ; [21 24],[178.57216495 164.42783505] ; [23.42783505 21.57216495],0
d5,1,0.451642,0.566529,[303  40] ; [38  7],[301.45103093  41.54896907] ; [39.54896907  5.45103093],0
a7,1,0.58123,0.30425,[265  79] ; [33 12],[263.52699229  80.47300771] ; [34.47300771 10.52699229],0
d4,1,0.581243,0.30423,[303  40] ; [41  4],[304.10309278  38.89690722] ; [39.89690722  5.10309278],0
a2,1,0.620137,0.245675,[112 232] ; [13 32],[110.53984576 233.46015424] ; [14.46015424 30.53984576],0
b4,1,0.653223,0.201861,[202 142] ; [28 17],[203.3933162 140.6066838] ; [26.6066838 18.3933162],0
p1,1,0.681814,0.168091,[ 29 314] ; [ 3 42],[ 28.28865979 314.71134021] ; [ 3.71134021 41.28865979],0
b5,1,0.791663,0.069776,[207 137] ; [28 17],[207.81491003 136.18508997] ; [27.18508997 17.81491003],0
n2,1,0.80342,0.061963,[48 12] ; [10  3],[47.67123288 12.32876712] ; [10.32876712  2.67123288],0
n3,1,0.884045,0.02127,[45 15] ; [10  3],[45.20547945 14.79452055] ; [9.79452055 3.20547945],0
a6,1,0.892778,0.018168,[254  88] ; [33 12],[253.62790698  88.37209302] ; [33.37209302 11.62790698],0
a1,1,0.944358,0.004871,[ 22 322] ; [ 3 42],[ 22.10796915 321.89203085] ; [ 2.89203085 42.10796915],0
b2,1,0.99219,9.6e-05,[ 90 127] ; [12 17],[ 89.97560976 127.02439024] ; [12.02439024 16.97560976],0
b3,1,0.99219,9.6e-05,[ 90 127] ; [12 17],[ 89.97560976 127.02439024] ; [12.02439024 16.97560976],0
