Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.3e-05,17.926228,[66 94] ; [92 48],[84.26666667 75.73333333] ; [73.73333333 66.26666667],1
s2,1,0.000655,11.611823,[67 98] ; [87 58],[81.96774194 83.03225806] ; [72.03225806 72.96774194],1
b5,1,0.001714,9.833336,[90 76] ; [105  42],[103.41853035  62.58146965] ; [91.58146965 55.41853035],0
s6,1,0.001817,9.725987,[90 75] ; [104  41],[103.25806452  61.74193548] ; [90.74193548 54.25806452],0
p3,1,0.005275,7.78259,[ 48 118] ; [64 81],[ 59.78135048 106.21864952] ; [52.21864952 92.78135048],0
v3,1,0.005813,7.607501,[ 43 115] ; [59 80],[ 54.26262626 103.73737374] ; [47.73737374 91.26262626],0
s8,1,0.007893,7.0577,[ 54 112] ; [69 77],[ 65.44230769 100.55769231] ; [57.55769231 88.44230769],0
p6,1,0.017523,5.643171,[ 30 135] ; [ 43 102],[ 38.85483871 126.14516129] ; [ 34.14516129 110.85483871],0
r1,1,0.028622,4.790222,[122  43] ; [122  23],[129.87096774  35.12903226] ; [114.12903226  30.87096774],0
p2,1,0.04147,4.156708,[108  57] ; [111  35],[116.18971061  48.81028939] ; [102.81028939  43.18971061],0
n5,1,0.045567,3.997543,[107  57] ; [109  35],[115.01298701  48.98701299] ; [100.98701299  43.01298701],0
u3,1,0.051868,3.780023,[13 17] ; [18  8],[16.60714286 13.39285714] ; [14.39285714 11.60714286],0
r3,1,0.061669,3.491912,[146  19] ; [137   8],[150.62903226  14.37096774] ; [132.37096774  12.62903226],0
p11,1,0.075515,3.158886,[104  62] ; [106  41],[111.37380192  54.62619808] ; [98.62619808 48.37380192],0
s7,1,0.075814,3.152426,[68 88] ; [76 65],[75.63636364 80.36363636] ; [68.36363636 72.63636364],0
a8,1,0.077934,3.107459,[ 14 138] ; [ 21 109],[ 18.86524823 133.13475177] ; [ 16.13475177 113.86524823],0
u1,1,0.095476,2.779528,[ 35 131] ; [ 43 104],[ 41.36741214 124.63258786] ; [ 36.63258786 110.36741214],0
s5,1,0.097327,2.74881,[ 43 116] ; [51 91],[ 49.65448505 109.34551495] ; [44.34551495 97.65448505],0
r4,1,0.098993,2.721691,[133  33] ; [128  19],[138.42172524  27.57827476] ; [122.57827476  24.42172524],0
n2,1,0.119992,2.417421,[41 22] ; [34  9],[44.5754717 18.4245283] ; [30.4245283 12.5754717],0
v4,1,0.125227,2.350698,[145  20] ; [134  10],[148.98058252  16.01941748] ; [130.01941748  13.98058252],0
d4,1,0.127335,2.324696,[143  22] ; [118  29],[138.02884615  26.97115385] ; [122.97115385  24.02884615],0
u4,1,0.13568,2.226277,[  1 165] ; [  4 143],[  2.65175719 163.34824281] ; [  2.34824281 144.65175719],0
s1,1,0.170295,1.880342,[  5 160] ; [  9 134],[  7.5 157.5] ; [  6.5 136.5],0
d1,1,0.195453,1.676031,[110  56] ; [87 60],[104.47923323  61.52076677] ; [92.52076677 54.47923323],0
p4,1,0.204538,1.609673,[69 96] ; [72 75],[74.56730769 90.43269231] ; [66.43269231 80.56730769],0
a6,1,0.212612,1.553551,[128  37] ; [105  42],[123.22115385  41.77884615] ; [109.77884615  37.22115385],0
n6,1,0.309848,1.031326,[125  40] ; [116  28],[128.68932039  36.31067961] ; [112.31067961  31.68932039],0
p10,1,0.337602,0.919518,[116  49] ; [109  36],[119.75806452  45.24193548] ; [105.24193548  39.75806452],0
p9,1,0.338827,0.914866,[124  40] ; [117  29],[127.49677419  36.50322581] ; [113.50322581  32.49677419],0
p7,1,0.341544,0.904626,[ 65 100] ; [64 79],[69.10714286 95.89285714] ; [59.89285714 83.10714286],0
d3,1,0.41901,0.653091,[117  48] ; [98 49],[113.70192308  51.29807692] ; [101.29807692  45.70192308],0
p12,1,0.442865,0.588849,[  8 158] ; [ 10 136],[  9.57692308 156.42307692] ; [  8.42307692 137.57692308],0
s3,1,0.467111,0.528802,[86 80] ; [80 63],[89.17799353 76.82200647] ; [76.82200647 66.17799353],0
a2,1,0.49701,0.461315,[ 56 110] ; [55 92],[ 58.86900958 107.13099042] ; [52.13099042 94.86900958],0
r2,1,0.502878,0.448858,[150  12] ; [137   8],[151.44625407  10.55374593] ; [135.55374593   9.44625407],0
s4,1,0.51633,0.421217,[ 32 133] ; [ 24 121],[ 29.80645161 135.19354839] ; [ 26.19354839 118.80645161],0
a7,1,0.538322,0.378659,[119  47] ; [100  46],[116.51923077  49.48076923] ; [102.48076923  43.51923077],0
n3,1,0.538637,0.378072,[41 18] ; [33 11],[42.38834951 16.61165049] ; [31.61165049 12.38834951],0
d5,1,0.552313,0.35319,[141  24] ; [129  18],[142.78846154  22.21153846] ; [127.21153846  19.78846154],0
n1,1,0.648576,0.207701,[25 35] ; [16 27],[23.88349515 36.11650485] ; [17.11650485 25.88349515],0
a4,1,0.685495,0.164006,[98 67] ; [90 56],[99.74276527 65.25723473] ; [88.25723473 57.74276527],0
n4,1,0.686098,0.163342,[130  36] ; [110  34],[128.51612903  37.48387097] ; [111.48387097  32.51612903],0
b2,1,0.79283,0.068978,[42 57] ; [41 60],[41.085 57.915] ; [41.915 59.085],0
b3,1,0.79283,0.068978,[42 57] ; [41 60],[41.085 57.915] ; [41.915 59.085],0
b4,1,0.808538,0.058715,[96 70] ; [87 60],[97.0543131 68.9456869] ; [85.9456869 61.0543131],0
p1,1,0.815093,0.054691,[ 10 155] ; [  8 139],[  9.51923077 155.48076923] ; [  8.48076923 138.51923077],0
d2,1,0.827513,0.047477,[98 65] ; [86 60],[97.06148867 65.93851133] ; [86.93851133 59.06148867],0
