Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,9e-06,19.683757,[80 26] ; [12 23],[69.16312057 36.83687943] ; [22.83687943 12.16312057],1
v1,1,0.410871,0.676278,[41 60] ; [17 18],[43.07352941 57.92647059] ; [14.92647059 20.07352941],0
p5,1,0.423365,0.640954,[ 7 99] ; [ 1 33],[ 6.05714286 99.94285714] ; [ 1.94285714 32.05714286],0
a3,1,0.457971,0.55085,[68 38] ; [20 15],[66.15602837 39.84397163] ; [21.84397163 13.15602837],0
r2,1,0.506576,0.441133,[95  8] ; [31  4],[94.04347826  8.95652174] ; [31.95652174  3.04347826],0
d4,1,0.562869,0.334762,[92 14] ; [29  6],[90.96453901 15.03546099] ; [30.03546099  4.96453901],0
b2,1,0.619451,0.24664,[15 39] ; [ 8 16],[15.92307692 38.07692308] ; [ 7.07692308 16.92307692],0
b3,1,0.619451,0.24664,[15 39] ; [ 8 16],[15.92307692 38.07692308] ; [ 7.07692308 16.92307692],0
s1,1,0.62188,0.243235,[  4 102] ; [ 2 33],[  4.5106383 101.4893617] ; [ 1.4893617 33.5106383],0
s3,1,0.630214,0.23177,[70 34] ; [22 13],[68.83453237 35.16546763] ; [23.16546763 11.83453237],0
v4,1,0.704738,0.14359,[98  7] ; [32  3],[97.5  7.5] ; [32.5  2.5],0
n4,1,0.734086,0.115393,[39 67] ; [14 21],[39.84397163 66.15602837] ; [13.15602837 21.84397163],0
r3,1,0.799354,0.064609,[102   4] ; [34  1],[102.24113475   3.75886525] ; [33.75886525  1.24113475],0
d2,1,0.802361,0.062646,[48 58] ; [15 20],[47.36170213 58.63829787] ; [15.63829787 19.36170213],0
p4,1,0.807736,0.059218,[54 52] ; [17 18],[53.37588652 52.62411348] ; [17.62411348 17.37588652],0
b4,1,0.810423,0.057543,[69 37] ; [22 13],[68.41134752 37.58865248] ; [22.58865248 12.41134752],0
v2,1,0.840403,0.040553,[53 46] ; [17 16],[52.5 46.5] ; [17.5 15.5],0
p11,1,0.866876,0.028099,[68 38] ; [23 12],[68.41134752 37.58865248] ; [22.58865248 12.41134752],0
s7,1,0.867674,0.02776,[49 55] ; [15 18],[48.58394161 55.41605839] ; [15.41605839 17.58394161],0
r4,1,0.871332,0.026233,[92 14] ; [30  5],[91.71631206 14.28368794] ; [30.28368794  4.71631206],0
p7,1,0.878615,0.023325,[58 46] ; [19 16],[57.61151079 46.38848921] ; [19.38848921 15.61151079],0
a5,1,0.889377,0.019347,[77 29] ; [25 10],[76.68085106 29.31914894] ; [25.31914894  9.68085106],0
v3,1,0.90141,0.015346,[31 72] ; [10 22],[31.28148148 71.71851852] ; [ 9.71851852 22.28148148],0
a8,1,0.958391,0.002722,[ 6 89] ; [ 2 31],[ 5.9375 89.0625] ; [ 2.0625 30.9375],0
